#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
1,Aaron Judge,NYY,101,350,435,97,51,17,1,29,74,74,77,14,111,4,3,1,7,2,0.278
2,Bobby Witt Jr.,KCR,103,401,444,116,69,25,4,18,65,60,35,4,76,4,3,1,23,7,0.288
3,Juan Soto,NYM,102,351,440,96,55,15,1,24,70,65,83,7,76,2,3,1,14,4,0.273
4,Julio Rodríguez,SEA,103,403,445,108,68,19,1,19,61,61,33,3,96,6,3,1,15,4,0.269
5,Shohei Ohtani,LAD,102,367,440,101,53,18,3,27,79,69,64,11,105,4,3,1,15,4,0.275
6,Elly De La Cruz,CIN,103,395,444,105,62,22,4,18,65,60,43,3,118,3,3,1,24,7,0.265
7,Gunnar Henderson,BAL,101,386,436,100,59,20,3,18,62,55,42,2,98,4,3,1,14,4,0.259
8,Yordan Alvarez,HOU,90,330,391,97,55,19,1,23,58,61,53,9,67,5,3,0,2,1,0.295
9,Fernando Tatis Jr.,SDP,104,389,448,104,68,19,1,16,65,52,51,3,89,4,3,1,20,6,0.268
10,Corbin Carroll,ARI,98,367,425,95,52,18,9,16,67,56,49,2,92,6,3,1,20,4,0.259
11,José Ramírez,CLE,101,382,436,101,60,22,1,18,60,58,48,11,53,3,3,0,23,5,0.265
12,William Contreras,MIL,101,353,405,97,66,19,0,12,53,52,47,3,71,2,3,0,4,1,0.276
13,Junior Caminero,TBR,105,409,452,110,65,18,1,26,62,73,37,2,83,2,3,1,4,1,0.268
14,Kevin McGonigle,DET,101,377,436,99,63,22,4,10,60,48,51,0,58,3,2,1,10,3,0.264
15,Pete Crow-Armstrong,CHC,99,387,426,96,58,18,4,16,58,56,27,1,104,7,3,3,22,6,0.247
16,Ketel Marte,ARI,94,357,407,98,59,20,2,17,60,53,42,3,66,4,2,1,3,1,0.274
17,Geraldo Perdomo,ARI,102,370,439,96,66,18,3,8,57,46,57,1,58,5,4,4,15,5,0.26
18,Ronald Acuña Jr.,ATL,96,344,413,94,60,16,2,16,68,48,60,2,86,5,3,1,19,5,0.274
19,Vladimir Guerrero Jr.,TOR,102,379,440,110,72,21,0,17,61,62,53,7,57,5,3,0,5,2,0.292
20,Mookie Betts,LAD,95,360,412,95,60,19,2,15,59,56,46,2,50,3,3,1,5,2,0.265
21,Cal Raleigh,SEA,80,276,320,60,31,11,0,18,42,47,39,4,89,3,2,0,4,1,0.218
22,Kyle Tucker,LAD,99,361,426,94,55,19,2,18,63,60,58,3,67,3,3,1,12,2,0.259
23,Adley Rutschman,BAL,92,327,373,84,52,18,1,12,44,45,42,1,58,2,2,0,1,0,0.256
24,Nico Hoerner,CHC,102,397,440,109,81,20,2,6,53,43,32,0,40,7,3,1,18,4,0.276
25,Michael Harris II,ATL,92,375,399,105,68,18,2,16,50,55,17,0,76,3,3,1,11,3,0.279
26,Cody Bellinger,NYY,94,363,408,97,61,18,3,15,55,60,39,1,59,2,3,0,8,3,0.266
27,James Wood,WSN,100,366,431,96,54,22,1,19,64,55,59,6,124,3,2,1,12,4,0.262
28,Nick Kurtz,ATH,96,350,417,91,50,19,1,21,64,63,61,5,118,3,2,1,4,1,0.26
29,Byron Buxton,MIN,85,329,367,82,42,16,3,21,57,49,29,2,100,6,2,1,10,1,0.248
30,Zach Neto,LAA,100,380,431,92,53,21,1,17,60,51,36,3,112,11,2,2,17,7,0.243
31,Bo Bichette,NYM,104,413,449,114,79,22,1,12,54,54,30,1,75,2,3,1,4,2,0.276
32,JJ Wetherholt,STL,96,359,415,90,63,15,1,11,55,44,44,2,72,9,3,1,10,2,0.251
33,Jackson Merrill,SDP,100,392,430,100,62,21,3,14,52,53,31,2,90,3,2,2,8,2,0.256
34,Brice Turang,MIL,101,384,438,100,69,18,2,11,58,48,48,2,93,1,3,2,19,4,0.261
35,Andy Pages,LAD,93,368,403,97,59,20,1,17,52,59,25,0,85,6,3,1,8,3,0.264
36,Francisco Lindor,NYM,76,290,330,74,46,14,1,12,47,39,31,1,61,6,2,1,11,2,0.254
37,Xavier Edwards,MIA,94,363,408,105,81,16,3,5,52,35,39,1,54,2,2,3,17,4,0.289
38,Bryce Harper,PHI,102,377,440,102,58,23,1,20,60,62,56,5,91,3,3,0,7,3,0.27
39,Trea Turner,PHI,99,390,426,105,72,19,2,12,59,45,30,0,81,3,3,1,18,3,0.269
40,Wyatt Langford,TEX,84,316,362,81,49,16,2,14,49,45,41,2,81,3,2,1,12,3,0.255
41,Mike Trout,LAA,91,324,395,76,43,14,1,18,55,49,63,7,112,5,2,1,4,1,0.235
42,Matt Olson,ATL,103,385,445,97,53,22,1,21,60,64,53,3,106,3,3,0,1,0,0.253
43,Maikel Garcia,KCR,101,392,435,105,72,23,2,8,55,42,38,0,64,1,3,2,15,5,0.268
44,Dillon Dingler,DET,78,277,307,67,41,14,1,10,34,41,23,1,74,5,2,0,1,0,0.241
45,Gabriel Moreno,ARI,74,260,293,71,49,14,1,7,34,35,28,1,53,2,2,0,4,2,0.272
46,Shea Langeliers,ATH,90,325,360,85,47,18,0,20,50,56,29,1,78,3,2,0,2,1,0.262
47,Matt Chapman,SFG,99,370,426,88,52,21,2,13,52,47,48,1,103,5,3,0,4,2,0.238
48,Ben Rice,NYY,92,343,395,86,46,17,2,21,58,60,43,1,86,5,3,0,3,1,0.252
49,CJ Abrams,WSN,98,378,422,98,60,20,3,14,56,54,30,2,80,10,3,1,18,5,0.259
50,Freddie Freeman,LAD,99,370,426,104,64,24,1,14,57,56,48,5,77,5,3,0,5,1,0.281
51,Alejandro Kirk,TOR,61,213,242,57,40,10,0,7,25,30,25,1,30,2,2,0,1,0,0.267
52,Dansby Swanson,CHC,102,392,440,91,59,16,2,14,54,51,41,1,108,2,3,1,10,2,0.232
53,Isaac Paredes,HOU,96,354,413,85,52,16,1,16,49,52,47,0,69,10,2,1,0,0,0.24
54,Riley Greene,DET,100,382,431,102,63,21,1,16,54,59,43,1,118,3,2,0,2,1,0.266
55,Jeremy Peña,HOU,94,369,404,98,67,19,1,11,50,42,24,1,71,8,3,2,10,3,0.265
56,Xander Bogaerts,SDP,94,366,407,96,69,17,1,10,46,43,35,1,72,3,3,1,12,2,0.262
57,Alex Bregman,CHC,101,379,436,95,63,18,1,13,53,50,48,2,65,6,3,0,2,1,0.25
58,Otto Lopez,MIA,94,375,408,106,77,19,2,8,47,45,26,0,61,3,3,1,12,4,0.282
59,Iván Herrera,STL,96,344,404,93,63,17,1,12,52,47,47,3,77,10,3,1,5,1,0.269
60,Masyn Winn,STL,99,388,429,97,67,19,2,8,50,42,32,0,80,5,3,1,9,3,0.249
61,Willy Adames,SFG,101,386,435,90,53,20,1,15,53,49,43,1,110,3,2,1,7,2,0.233
62,Jackson Chourio,MIL,99,394,429,106,65,24,2,15,59,56,28,1,92,2,3,2,16,5,0.269
63,Jazz Chisholm Jr.,NYY,91,348,394,83,51,14,1,17,50,53,40,1,104,3,2,1,20,6,0.238
64,Kyle Schwarber,PHI,104,372,449,83,40,14,1,29,67,66,67,2,132,6,2,1,4,1,0.224
65,Pete Alonso,BAL,101,383,436,98,55,21,1,22,56,67,42,3,98,8,3,0,2,1,0.255
66,Drake Baldwin,ATL,77,277,314,75,48,13,1,14,42,44,31,1,59,3,2,1,1,0,0.271
67,Munetaka Murakami,CHW,94,341,408,80,45,11,0,24,58,58,60,5,130,3,2,1,5,3,0.233
68,Oneil Cruz,PIT,90,343,390,82,48,16,2,17,53,50,40,3,123,3,2,1,22,5,0.239
69,Colson Montgomery,CHW,94,362,408,79,45,14,1,19,48,58,35,2,122,8,2,0,2,1,0.219
70,Yandy Díaz,TBR,101,386,438,112,77,20,1,14,54,55,43,3,64,6,3,1,2,1,0.29
71,Konnor Griffin,PIT,92,359,399,92,64,16,2,9,53,47,27,0,101,9,3,1,20,6,0.257
72,Corey Seager,TEX,72,271,311,68,41,13,0,14,41,41,36,5,64,3,2,0,1,0,0.251
73,Manny Machado,SDP,96,373,416,92,58,17,0,17,51,57,38,2,85,2,3,0,5,2,0.248
74,Ceddanne Rafaela,BOS,88,351,379,91,58,19,3,11,47,46,19,0,81,6,2,1,12,5,0.259
75,Miguel Vargas,CHW,95,353,412,84,49,19,1,14,55,48,51,1,76,5,3,0,8,2,0.237
76,Austin Wells,NYY,75,263,298,58,34,12,1,11,33,37,29,1,74,3,2,1,3,1,0.22
77,Kazuma Okamoto,TOR,89,341,386,82,49,17,0,17,45,56,36,3,85,5,2,0,1,0,0.241
78,Austin Riley,ATL,98,380,422,95,58,18,2,17,52,55,34,1,114,5,3,0,3,1,0.249
79,Trent Grisham,NYY,84,305,362,66,38,12,1,15,49,43,50,0,84,3,2,1,4,1,0.218
80,Max Muncy,LAD,71,255,307,57,32,10,1,15,42,39,46,2,77,4,2,0,1,0,0.225
81,Ian Happ,CHC,99,364,426,86,51,19,1,15,54,52,57,2,108,3,2,0,5,2,0.237
82,Luis Arraez,SFG,94,377,408,116,91,19,3,4,47,39,22,2,17,3,3,3,6,2,0.309
83,Willson Contreras,BOS,95,354,411,90,54,18,2,16,50,56,40,1,104,14,3,1,3,1,0.255
84,Bryson Stott,PHI,92,357,398,90,63,16,2,9,45,44,35,0,66,2,3,2,17,3,0.252
85,Will Smith,LAD,70,238,277,60,39,11,1,10,35,35,32,1,52,4,2,0,1,0,0.253
86,Taylor Ward,BAL,99,365,426,89,55,19,1,14,55,48,54,1,99,3,3,1,4,2,0.245
87,Andrés Giménez,TOR,91,358,395,88,61,16,2,9,42,44,21,1,68,10,3,2,13,3,0.246
88,Michael Busch,CHC,91,340,395,83,48,17,2,16,51,53,46,1,95,6,3,0,2,0,0.245
89,Randy Arozarena,SEA,102,379,440,92,57,20,1,13,56,50,44,0,113,14,3,0,18,5,0.242
90,Brandon Nimmo,TEX,94,357,408,90,59,17,2,13,50,45,40,1,87,7,3,1,5,1,0.253
91,J.P. Crawford,SEA,93,345,404,82,57,15,0,9,47,36,50,0,76,4,2,2,4,1,0.237
92,Roman Anthony,BOS,85,309,365,79,51,17,2,9,49,38,50,1,91,3,2,1,5,2,0.255
93,Brayan Rocchio,CLE,86,331,373,83,56,18,2,7,42,39,32,0,63,6,2,2,11,4,0.25
94,Josh Naylor,SEA,93,364,404,97,66,18,0,14,47,56,34,3,60,3,3,0,14,3,0.267
95,Ernie Clement,TOR,91,370,395,102,71,23,2,8,44,42,17,0,38,3,3,2,5,2,0.276
96,Sal Stewart,CIN,94,361,407,94,59,19,0,16,54,58,39,2,79,4,3,0,10,2,0.261
97,Steven Kwan,CLE,92,346,395,92,70,16,1,6,49,33,41,1,38,3,3,2,9,3,0.267
98,Luke Keaschall,MIN,84,317,363,82,57,17,2,6,43,38,35,1,58,8,3,1,16,4,0.258
99,Daulton Varsho,TOR,88,343,381,79,45,16,2,15,47,49,32,2,90,3,2,1,6,2,0.231
100,Jonathan Aranda,TBR,95,353,410,93,62,17,0,14,51,54,46,3,103,6,4,0,1,1,0.265
101,Wilyer Abreu,BOS,80,306,347,78,47,16,1,13,43,45,37,2,80,1,2,0,5,2,0.254
102,Josh Jung,TEX,89,356,385,93,61,19,1,12,43,47,23,0,87,3,2,0,2,1,0.261
103,Seiya Suzuki,CHC,92,349,399,88,54,17,2,16,49,53,44,2,101,3,3,0,4,2,0.252
104,Gleyber Torres,DET,84,313,363,80,57,14,0,9,45,37,44,0,62,2,2,1,3,1,0.255
105,Nolan Arenado,ARI,91,355,393,90,60,19,1,11,44,51,30,2,60,4,3,0,2,1,0.255
106,Brandon Lowe,PIT,83,320,358,78,45,15,1,16,47,47,33,0,91,3,2,1,2,1,0.245
107,Jarren Duran,BOS,93,361,402,90,52,22,5,11,53,45,33,0,98,5,2,1,15,3,0.249
108,Ozzie Albies,ATL,97,377,417,97,64,19,1,13,51,50,32,1,60,4,3,0,6,2,0.256
109,Brent Rooker,ATH,95,364,412,93,53,18,1,21,52,66,41,2,108,4,3,0,4,1,0.255
110,Alec Burleson,STL,97,380,420,105,70,19,1,14,48,56,33,1,61,3,3,1,4,1,0.276
111,Jacob Wilson,ATH,67,267,289,78,56,16,0,6,34,35,15,0,25,3,2,1,3,1,0.292
112,Christian Walker,HOU,100,384,431,89,51,17,1,21,52,61,39,2,105,6,3,0,2,1,0.233
113,Patrick Bailey,CLE,54,193,214,41,28,8,1,4,21,21,18,0,57,1,1,1,1,0,0.213
114,Chase Meidroth,CHW,84,312,362,79,60,13,0,6,43,31,41,0,62,5,2,2,6,2,0.254
115,Marcus Semien,NYM,96,373,417,87,59,15,1,12,49,46,37,0,73,3,3,1,7,2,0.233
116,Matt McLain,CIN,88,332,379,78,49,16,1,12,47,42,38,0,99,4,2,2,12,3,0.233
117,Travis Bazzana,CLE,80,297,346,69,45,15,2,8,45,34,41,1,90,5,2,1,10,3,0.234
118,Spencer Horwitz,PIT,81,300,349,81,53,18,1,9,43,38,42,1,59,4,3,1,2,1,0.269
119,Rafael Devers,SFG,101,378,435,93,54,21,1,18,54,57,50,6,111,4,3,0,1,0,0.247
120,Chase DeLauter,CLE,79,302,342,79,50,18,1,10,40,44,35,0,49,1,2,0,3,1,0.261
121,Cole Young,SEA,84,319,363,76,52,16,2,7,39,39,35,0,68,5,2,1,5,3,0.239
122,Joey Ortiz,MIL,86,333,372,81,56,17,2,7,43,38,31,0,65,3,3,3,9,4,0.244
123,Evan Carter,TEX,71,264,307,60,37,11,3,8,37,33,35,1,70,4,2,1,13,3,0.227
124,Brandon Marsh,PHI,78,303,339,81,54,15,2,9,41,40,31,1,90,2,3,1,7,2,0.267
125,Nick Gonzales,PIT,82,323,354,86,60,19,2,5,39,38,23,0,70,5,2,0,3,2,0.268
126,Tyler Soderstrom,ATH,92,356,398,88,51,20,2,16,47,56,36,2,86,4,3,0,3,1,0.248
127,Jeff McNeil,ATH,78,301,339,80,55,17,2,7,36,35,28,2,42,6,2,1,3,1,0.266
128,Colt Emerson,SEA,82,313,354,72,48,15,2,7,40,37,31,1,83,6,2,1,7,3,0.229
129,Ezequiel Tovar,COL,94,379,408,96,61,23,2,11,44,45,22,0,100,3,3,2,6,2,0.253
130,J.T. Realmuto,PHI,80,284,314,70,47,14,1,8,34,34,22,1,71,6,2,0,4,1,0.246
131,Carson Kelly,CHC,63,220,250,54,38,9,1,7,27,29,24,0,49,3,1,0,1,0,0.246
132,Hunter Goodman,COL,93,347,377,86,47,18,2,19,48,54,24,1,105,4,2,0,3,1,0.247
133,George Springer,TOR,93,354,404,88,56,16,1,15,54,46,42,1,78,4,2,1,9,2,0.248
134,Carter Jensen,KCR,74,268,303,64,41,13,1,9,35,36,31,1,80,1,2,1,3,1,0.239
135,Alec Bohm,PHI,85,334,366,89,61,17,1,9,40,45,26,1,56,3,3,0,1,1,0.266
136,Sam Antonacci,CHW,76,279,330,72,53,12,3,3,43,32,31,1,55,15,2,3,14,4,0.257
137,Jakob Marsee,MIA,80,294,345,66,43,12,3,7,41,34,41,0,75,5,2,2,21,7,0.225
138,Caleb Durbin,BOS,74,282,319,70,46,17,1,5,37,34,23,0,37,10,2,2,12,4,0.247
139,Zack Gelof,ATH,69,266,298,62,38,13,1,11,37,37,26,0,89,2,2,2,9,2,0.233
140,Jackson Holliday,BAL,72,275,313,67,45,12,1,8,39,32,33,1,70,3,2,1,9,4,0.242
141,Justin Crawford,PHI,85,332,366,89,66,15,3,5,46,35,27,0,74,2,2,3,18,5,0.268
142,Sal Frelick,MIL,85,329,367,87,64,14,2,6,43,37,31,1,49,3,3,1,10,3,0.263
143,Ryan Waldschmidt,ARI,68,257,296,62,43,13,2,5,36,31,31,0,71,5,2,0,9,3,0.24
144,Kyle Stowers,MIA,85,324,368,77,45,17,2,14,43,47,36,2,103,5,2,0,3,1,0.238
145,Francisco Alvarez,NYM,52,182,207,43,26,8,0,9,24,27,20,0,52,3,1,0,0,0,0.234
146,Jung Hoo Lee,SFG,75,296,325,80,55,16,3,5,36,32,23,0,35,3,2,1,3,2,0.269
147,Jose Altuve,HOU,72,277,310,72,48,14,0,9,40,33,28,2,55,3,2,1,5,2,0.259
148,Samuel Basallo,BAL,77,288,319,70,41,14,1,15,38,45,26,1,80,3,2,0,1,0,0.243
149,Garrett Mitchell,MIL,74,277,320,64,40,14,2,8,37,38,37,1,107,3,2,1,12,4,0.229
150,Jordan Walker,STL,92,358,397,90,56,18,1,14,46,51,32,0,103,4,2,0,8,3,0.25
151,Royce Lewis,MIN,71,279,309,66,40,13,0,12,35,40,25,0,72,2,2,1,7,2,0.235
152,Brendan Donovan,SEA,52,198,227,53,37,10,1,5,27,23,22,1,33,5,1,1,2,1,0.266
153,José Caballero,NYY,69,261,298,60,41,12,1,6,35,29,27,0,69,6,2,1,28,8,0.228
154,Bryan Reynolds,PIT,96,363,413,92,60,19,2,11,48,49,42,2,98,5,3,0,4,1,0.254
155,Jac Caglianone,KCR,81,313,348,79,48,15,1,14,42,43,28,1,82,5,2,0,2,1,0.252
156,Luis Torrens,NYM,51,183,201,43,28,10,0,4,19,21,13,0,45,2,1,1,1,0,0.235
157,Ramón Laureano,SDP,81,314,351,74,44,15,2,13,42,43,28,0,100,6,2,1,6,2,0.234
158,Christian Yelich,MIL,87,329,377,84,56,14,1,12,50,46,43,4,93,3,2,1,10,2,0.255
159,Eugenio Suárez,CIN,89,340,384,79,43,14,0,21,48,58,35,0,115,6,2,0,2,1,0.233
160,Jacob Young,WSN,69,270,299,67,50,11,1,4,34,28,20,0,52,5,2,3,12,4,0.248
161,Casey Schmitt,SFG,86,340,371,86,55,17,1,13,42,47,23,1,80,5,3,1,4,1,0.254
162,Victor Caratini,MIN,77,271,308,64,47,9,0,7,28,32,25,0,57,8,4,0,1,0,0.236
163,Ha-Seong Kim,ATL,74,276,318,65,46,11,1,6,35,30,35,1,59,3,2,1,11,3,0.234
164,Teoscar Hernández,LAD,74,292,321,76,47,14,0,14,40,47,23,1,85,3,2,0,3,1,0.259
165,Vinnie Pasquantino,KCR,99,379,426,94,57,19,2,17,48,58,40,2,67,4,3,0,2,0,0.249
166,Brooks Lee,MIN,89,354,386,87,59,16,2,10,41,44,26,0,66,3,2,1,4,1,0.245
167,Pedro Pagés,STL,58,211,230,47,32,9,0,6,22,24,14,0,59,2,2,2,1,0,0.225
168,Spencer Torkelson,DET,96,359,413,81,44,19,1,17,49,53,46,2,113,5,3,0,1,0,0.225
169,Carlos Narváez,BOS,60,209,237,47,30,11,0,6,25,24,24,0,64,3,1,1,1,1,0.223
170,Henry Bolte,ATH,56,216,243,53,36,10,2,5,28,29,20,0,78,4,2,0,12,3,0.247
171,Jake Cronenworth,SDP,72,265,310,60,40,12,1,7,35,30,35,0,61,7,2,1,2,1,0.227
172,Jake Meyers,HOU,62,241,270,58,41,11,1,6,29,26,22,0,57,3,2,1,7,3,0.24
173,Harrison Bader,SFG,82,322,353,76,50,14,1,10,39,39,22,0,87,5,2,1,9,3,0.236
174,Colt Keith,DET,70,273,304,71,48,14,1,7,38,33,27,1,65,2,2,1,2,1,0.262
175,JJ Bleday,CIN,73,273,314,65,36,14,1,14,41,43,37,1,70,1,2,0,2,1,0.237
176,Dylan Crews,WSN,80,311,345,74,49,13,2,9,40,37,25,0,78,6,2,0,14,4,0.236
177,Kyle Isbel,KCR,75,295,325,72,49,14,3,6,37,31,21,0,66,4,2,4,7,2,0.244
178,Lars Nootbaar,STL,57,210,247,52,34,10,1,7,31,25,32,1,49,2,2,1,3,1,0.246
179,Ezequiel Duran,TEX,75,300,325,76,49,18,1,7,36,36,19,0,77,3,2,1,9,3,0.253
180,Liam Hicks,MIA,80,288,334,73,53,11,1,8,37,39,35,1,46,7,3,1,2,0,0.253
181,Jake Burger,TEX,95,380,412,91,53,17,1,19,48,60,24,1,105,5,3,0,1,1,0.239
182,Lawrence Butler,ATH,70,270,302,63,39,13,1,10,38,36,29,0,78,1,2,1,9,3,0.234
183,Anthony Volpe,NYY,49,189,211,43,26,10,1,6,24,24,18,0,50,2,1,1,8,2,0.228
184,Daylen Lile,WSN,90,355,390,93,60,19,5,8,46,44,27,0,71,4,3,1,9,4,0.262
185,Luke Raley,SEA,65,248,281,57,34,11,1,12,33,37,20,0,87,10,2,1,4,1,0.232
186,Ryan O'Hearn,PIT,63,241,272,65,44,12,1,8,33,33,26,2,51,3,2,0,2,0,0.27
187,Kyle Manzardo,CLE,78,296,337,69,40,14,1,14,39,44,34,1,88,4,2,0,1,0,0.232
188,Luis Campusano,SDP,45,158,178,40,26,8,0,6,21,22,17,0,37,1,1,0,0,0,0.251
189,Chandler Simpson,TBR,84,336,363,96,81,10,4,1,45,26,20,0,39,1,2,4,31,8,0.285
190,Jesús Sánchez,TOR,63,246,272,62,39,13,1,9,32,35,22,1,63,3,2,0,5,1,0.251
191,Luis Robert Jr.,NYM,52,202,224,47,30,9,0,8,27,29,19,1,60,2,1,0,10,3,0.234
192,Nathan Lukes,TOR,49,191,213,52,37,10,1,4,25,24,17,0,34,2,1,1,2,1,0.272
