#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
2430,Ichiro Cano,CIN,0,0,5.75,1,0,0,0,,1.2,11,3,1,1,0,1,0,0,2
2431,Taylor Floyd,CIN,0,0,5.05,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2432,Yondrei Rojas,TOR,0,0,4.91,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2433,Zack Showalter,,0,0,5.45,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2434,Steven Pérez,CLE,0,0,4.68,1,0,0,0,,1.2,6,1,1,1,0,1,0,0,1
2435,Alex Martinez,LAA,0,0,5.21,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2436,Tanner Witt,NYM,0,0,4.95,1,0,0,0,,1.2,8,2,1,1,0,1,0,0,1
2437,Daniel Wright,CHW,0,0,5.21,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2438,Adiel Melendez,ATL,0,0,5.11,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2439,Rafael Arias,NYY,0,0,4.89,1,0,0,0,,1.2,5,1,1,1,0,1,0,0,1
2440,Leonardo Rossell,DET,0,0,5.31,1,0,0,0,,1.2,6,1,1,1,0,1,0,0,1
2441,Victor Trejo,PIT,0,0,5.74,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2442,Riskiel Tineo,MIA,0,0,5.86,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2443,Nigel Belgrave,MIA,0,0,4.24,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2444,Will Childers,MIL,0,0,4.72,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2445,Sandy Gaston,WSN,0,0,5.58,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2446,Yimi Presinal,KCR,0,0,5.37,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2447,Julian Tonghini,WSN,0,0,4.71,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2448,Janser Lara,TEX,0,0,4.87,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2449,Wilfred Alvarado,ATH,0,0,6.39,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2450,Aaron Munson,TOR,0,0,4.99,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2451,Anthony Patterson III,CHW,0,0,5.69,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2452,Joseph Menefee,CIN,0,0,5.2,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,2
2453,Jan Caraballo,DET,0,0,5.74,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2454,Garrett Wright,CHW,0,0,4.5,1,0,0,0,,1.2,6,1,1,1,0,1,0,0,1
2455,Jhon Rosario,CHC,0,0,6.25,1,0,0,0,,1.2,8,2,1,1,0,1,0,0,1
2456,Wilmy Sanchez,NYY,0,0,4.67,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2457,Valentin Linarez,WSN,0,0,5.4,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2458,Kaleb Corbett,TBR,0,0,5.09,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2459,Andy Fabian,BAL,0,0,4.61,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2460,Cam Hill,TBR,0,0,5.08,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2461,Frankie Scalzo Jr.,CHC,0,0,5.03,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2462,Max Martin,KCR,0,0,5.33,1,0,0,0,,1.2,6,2,1,1,0,1,0,0,1
2463,Dylan Phillips,LAA,0,0,5,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2464,Trevin Michael,DET,0,0,4.57,1,0,0,0,,1.2,6,1,1,1,0,1,0,0,1
2465,Aaron Nixon,NYY,0,0,5.6,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2466,Will Gagnon,,0,0,4.99,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2467,Zach Peek,NYM,0,0,4.61,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2468,Jared Johnson,ATH,0,0,5.29,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2469,Andres Cova,LAA,0,0,5.85,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2470,Amilcar Chirinos,HOU,0,0,4.99,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2471,Pitterson Rosa,PIT,0,0,6.5,1,0,0,0,,1.2,8,2,1,1,0,1,0,0,1
2472,Landry Jurecka,SDP,0,0,4.88,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2473,Lluveres Severino,TOR,0,0,6.49,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2474,Jackson Lancaster,TBR,0,0,5.08,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2475,Raymon Rosario,PHI,0,0,6.22,1,0,0,0,,1.2,8,2,1,1,0,1,0,0,1
2476,Griffin Kirn,ATH,0,0,5.47,1,0,0,0,,1.2,6,2,1,1,0,1,0,0,1
2477,Ryan Heppner,ATL,0,0,5.43,1,0,0,0,,1.2,8,2,1,1,0,1,0,0,1
2478,Joelvis Perez,CLE,0,0,6.33,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2479,Juan Reynoso,MIA,0,0,5.81,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2480,Ayendy Pena,CIN,0,0,7.24,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2481,Jackson Kelley,CHW,0,0,4.93,1,0,0,0,,1.2,6,1,1,1,0,1,0,0,1
2482,Carlos Guzman,NYM,0,0,4.7,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2483,Ben Moore,WSN,0,0,5.37,1,0,0,0,,1.2,6,1,1,1,0,1,0,0,1
2484,Gregori Louis,NYM,0,0,5.17,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2485,Ruddy Gomez,MIN,0,0,4.14,1,0,0,0,,1.2,6,1,1,1,0,1,0,0,1
2486,Chaily Ramirez,CHC,0,0,5.06,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2487,Hudson White,BOS,0,0,5.47,1,0,0,0,,1.2,8,2,1,1,0,1,0,0,1
2488,Elvin Jimenez,MIA,0,0,5.85,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2489,Mitch Mueller,MIN,0,0,5.23,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2490,Yehizon Sanchez,MIN,0,0,5.44,1,0,0,0,,1.2,7,2,1,1,0,1,0,0,1
2491,Matt Keating,NYY,0,0,4.89,1,0,0,0,,1.2,6,1,1,1,0,1,0,0,1
2492,Evan Taylor,CHC,0,0,4.35,1,0,0,0,,1.2,7,1,1,1,0,1,0,0,1
2493,Igor Gil,SDP,0,0,5.52,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2494,Jose Guzman,DET,0,0,5,1,0,0,0,,1.1,5,1,1,1,0,1,0,0,1
2495,Nate Williams,CHC,0,0,4.71,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2496,Helcris Olivárez,KCR,0,0,5.76,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2497,Antoine Jean,COL,0,0,5.4,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2498,Yaiker Torrelles,WSN,0,0,5.24,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2499,Heriberto Caraballo,STL,0,0,5.23,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2500,Alejandro Rios,ARI,0,0,5.67,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2501,Jacob Weaver,WSN,0,0,5.84,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2502,Caleb Shpur,DET,0,0,5.33,1,0,0,0,,1.1,10,2,1,1,0,1,0,0,2
2503,Sandro Pereira,HOU,0,0,5.94,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2504,Juan Ortega,BAL,0,0,5.54,1,0,0,0,,1.1,10,2,1,1,0,1,0,0,2
2505,Nicolas De La Cruz,BOS,0,0,6.35,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2506,Jack Mahoney,ATH,0,0,5.98,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2507,Andrew Dalquist,SDP,0,0,5.59,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2508,Jack Dallas,PHI,0,0,5.38,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
2509,Brian Zeldin,MIN,0,0,4.95,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2510,Jose Gabriel Torres,LAA,0,0,4.82,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2511,John Michael Faile,CIN,0,0,5.44,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2512,Logan Whitaker,MIA,0,0,4.95,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2513,Myles Caba,LAD,0,0,4.81,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2514,Yoel Roque,MIN,0,0,6.1,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2515,Carlos Lequerica,DET,0,0,5.49,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2516,Jaylen Paden,ATL,0,0,4.9,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2517,Zach Bryant,TEX,0,0,5.39,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2518,Brady Afthim,CIN,0,0,5.62,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2519,Victor Diaz,CIN,0,0,5.62,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2520,Nate Knowles,TBR,0,0,5.58,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2521,Casey Hintz,SEA,0,0,4.2,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2522,Ismael Obregon,HOU,0,0,5.55,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2523,Rony Calderon,BOS,0,0,5.95,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2524,Cristian Aray,SEA,0,0,5.57,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2525,Melvin Hidalgo,ATL,0,0,6.24,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2526,Adonis Villavicencio,,0,0,5.59,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2527,Braeden Sloan,BAL,0,0,3.62,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,2
2528,Cannon Pickell,MIA,0,0,5.19,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2529,Edinson Salgado,KCR,0,0,7.13,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2530,Aidan Anderson,TEX,0,0,5.17,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2531,Jack Eshleman,TOR,0,0,5.5,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2532,Carlos Torres,COL,0,0,6.16,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
2533,Kevin Warunek,PHI,0,0,5.33,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2534,Logan Porter,SFG,0,0,8.04,1,0,0,0,,1.1,8,3,1,1,0,0,0,0,0
2535,Dylan Tebrake,WSN,0,0,4.62,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2536,Jaycob Deese,PIT,0,0,5.55,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2537,Luis Velasquez,NYY,0,0,4.31,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2538,Simon Gregersen,ARI,0,0,4.66,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2539,Julio Rodriguez,HOU,0,0,4.21,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2540,Holt Jones,MIA,0,0,5.44,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2541,Luis Fonseca,TOR,0,0,5.45,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2542,Brayan Restituyo,ATH,0,0,6.31,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2543,Geovanny Vasquez,CHC,0,0,6.78,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2544,Jose Romero,CHC,0,0,4.85,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2545,Kaleb Bowman,MIL,0,0,5.06,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2546,Alejandro Torres,HOU,0,0,5.22,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2547,Justin Storm,MIA,0,0,5.09,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2548,Charlie Beilenson,SEA,0,0,3.84,1,0,0,0,,1.1,6,1,1,1,0,0,0,0,1
2549,Yohanfer Santana,MIA,0,0,5.59,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2550,Owen Rice,STL,0,0,5.75,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2551,Will Eldridge,ATL,0,0,5.76,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2552,Diego Godoy,MIA,0,0,6.12,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2553,Drew Christo,ATL,0,0,4.97,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2554,Antonio Menendez,ARI,0,0,4.78,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2555,Tommy Molsky,KCR,0,0,5.52,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
2556,Cole Stasio,TEX,0,0,4.85,1,0,0,0,,1.1,5,1,1,1,0,0,0,0,1
2557,Raudy Rivera,CLE,0,0,5.28,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2558,Luke Savage,TEX,0,0,5.93,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2559,Dash Albus,KCR,0,0,6.2,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
2560,Seth Chavez,,0,0,6.22,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2561,Jose Pena Jr.,PHI,0,0,5.32,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2562,Samuel Carpio,MIA,0,0,5.42,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2563,Fernando Peguero,BAL,0,0,4.64,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2564,Garrett Langrell,SFG,0,0,4.71,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2565,Chase Jessee,KCR,0,0,5.98,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2566,Orlando Arcia,MIN,0,0,4.32,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2567,Ethan Murray,MIL,0,0,4.31,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2568,Cristian Alvarado,SFG,0,0,4.42,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2569,Jose Cordova,COL,0,0,5.21,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2570,Teo Banks,WSN,0,0,4.65,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2571,Connor Kaiser,KCR,0,0,4.84,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
2572,Yeiner Fernandez,LAD,0,0,4.67,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2573,Raudelis Martinez,BOS,0,0,4.58,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2574,Yirer Garcia,TBR,0,0,4.66,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2575,Diego Mosquera,NYM,0,0,4.53,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2576,Hunter Dobbins,DET,0,0,4.76,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2577,Caleb Farmer,WSN,0,0,4.86,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2578,Austin St. Laurent,SEA,0,0,4.36,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2579,Randal Diaz,WSN,0,0,4.92,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2580,Jonathan Vastine,SDP,0,0,4.56,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2581,Diego Guzman,KCR,0,0,5.08,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2582,Juan Baez,MIL,0,0,4.59,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2583,JT Benson,NYM,0,0,4.58,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2584,Blake Rambusch,SEA,0,0,4.37,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2585,Connor Scott,KCR,0,0,5.17,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
2586,Brady O'Brien,LAA,0,0,4.5,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2587,Jeronimo Palmeros,SDP,0,0,4.74,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2588,Ty Harvey,SDP,0,0,4.55,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2589,Kyle Hayes,WSN,0,0,5.07,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
2590,Tyler McDonough,BOS,0,0,5.13,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2591,Sergio Tapia,DET,0,0,5.01,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2592,Jayden Kim,PIT,0,0,4.8,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2593,Cade Obermueller,PHI,0,0,4.68,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,2
2594,Marcus Brown,WSN,0,0,4.88,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2595,Yerlin Luis,CLE,0,0,4.83,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2596,Guy Lipscomb,CLE,0,0,4.64,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2597,Kerrington Cross,SDP,0,0,4.92,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2598,Carlos Cortes,ATH,0,0,5.78,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2599,Matt Barr,MIN,0,0,5.53,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2600,Nate Mondou,SDP,0,0,4.59,1,0,0,0,,1.1,10,2,1,1,0,1,0,0,2
2601,Jack Moroknek,WSN,0,0,5.29,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2602,Abel Lorenzo,LAD,0,0,5.59,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2603,Pablo Castillo,MIN,0,0,5.33,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2604,Freider Rojas,MIL,0,0,5.43,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2605,Patrick Crotty,PHI,0,0,5.45,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2606,Murphy Stehly,MIN,0,0,5.32,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2607,Kevin Villavicencio,NYM,0,0,4.91,1,0,0,0,,1.1,9,2,1,1,0,1,0,0,1
2608,Andry Batista,TEX,0,0,5.64,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2609,Hector Campusano,BAL,0,0,5.66,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2610,Leandro Alsinois,CHW,0,0,5.9,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2611,Christian Astudillo,BAL,0,0,5.58,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2612,Moises Castillo,CIN,0,0,5.76,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2613,Justin Johnson,KCR,0,0,5.56,1,0,0,0,,1.1,9,2,1,1,0,1,0,0,1
2614,P.J. Higgins,CIN,0,0,7.53,1,0,0,0,,1.1,6,2,1,1,0,0,0,0,1
2615,Ben Williamson,TBR,0,0,7.35,1,0,0,0,,1.1,7,2,1,1,0,0,0,0,1
2616,Joey Wimpelberg,DET,0,0,5.74,1,0,0,0,,1.1,9,2,1,1,0,1,0,0,1
2617,Braden Osbolt,CIN,0,0,6.33,1,0,0,0,,1.1,9,2,1,1,0,1,0,0,1
2618,Sam Haggerty,TEX,0,0,9.17,1,0,0,0,,1.1,6,2,2,1,0,0,0,0,0
2619,Michael Watson,STL,0,0,4.53,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2620,Will Cannon,CIN,0,0,5.21,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2621,Reese Lumpkin,SEA,0,0,4.67,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2622,Eston Stull,MIN,0,0,4.98,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2623,Christian Suarez,LAD,0,0,5.04,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2624,Maximo Rodriguez,SEA,0,0,4.8,1,0,0,0,,1.1,5,1,1,1,0,1,0,0,1
2625,Diego Perez,CHW,0,0,5.84,1,0,0,0,,1.1,10,2,1,1,0,1,0,0,1
2626,Shawn Dubin,,0,0,4.15,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2627,Andrew Magno,BAL,0,0,4.53,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2628,Trent Hodgdon,CIN,0,0,5.67,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2629,Wilkin Ramos,SFG,0,0,4.16,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2630,Giovanni Vargas,STL,0,0,6.36,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2631,Beau Burrows,PIT,0,0,4.98,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2632,Colin Peluse,PHI,0,0,5.1,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2633,Jack Carey,CLE,0,0,5.39,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2634,Jesús García,STL,0,0,4.59,1,0,0,0,,1.1,5,1,1,1,0,0,0,0,1
2635,Cal Riehl,SDP,0,0,5.21,1,0,0,0,,1.1,8,2,1,1,0,1,0,0,1
2636,Johan Macias,LAA,0,0,5.3,1,0,0,0,,1.1,9,2,1,1,0,1,0,0,1
2637,Jaden Woods,PIT,0,0,4.55,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2638,Tyler Vogel,SFG,0,0,4.79,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2639,Isaac Gallegos,ATL,0,0,4.41,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2640,Jake Higginbotham,MIN,0,0,4.36,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2641,Marco Vega,LAD,0,0,5.69,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2642,Mason Vinyard,MIA,0,0,5.01,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2643,Kelena Sauer,TOR,0,0,4.74,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2644,Jun-Seok Shim,NYM,0,0,5.8,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2645,Micah Ashman,BAL,0,0,3.57,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,2
2646,Bryce Shaffer,TBR,0,0,4.66,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2647,Irvin Machuca,CIN,0,0,5,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2648,Moises Rodriguez,DET,0,0,5.14,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2649,Austin Roberts,TEX,0,0,4.64,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2650,Ryan Mathiesen,HOU,0,0,5.98,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2651,Nate Wohlgemuth,HOU,0,0,5.89,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2652,Eligio Arias,PHI,0,0,5.65,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2653,Andy Rodriguez,TBR,0,0,5.07,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2654,Gus Hughes,WSN,0,0,5.93,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2655,Jacob Wallace,ATL,0,0,4.5,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2656,Sadrac Franco,SDP,0,0,5.19,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2657,Seth Clausen,COL,0,0,4.57,1,0,0,0,,1.1,5,1,1,1,0,1,0,0,1
2658,Jacob Bimbi,PIT,0,0,4.71,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2659,Matt Lanzendorfer,LAD,0,0,4.68,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2660,Justin Chambers,LAD,0,0,4.89,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2661,Logan Berrier,DET,0,0,5.45,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
2662,Jose Garces,PIT,0,0,6.21,1,0,0,0,,1.1,7,2,1,1,0,1,0,0,1
2663,Jack Young,CHW,0,0,5.31,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2664,Livan Reinoso,MIA,0,0,5.7,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2665,Augusto Mendieta,KCR,0,0,4.75,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2666,Nick Jones,LAA,0,0,4.83,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2667,Jared Southard,LAA,0,0,4.78,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2668,Trent Buchanan,ATL,0,0,4.79,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2669,Ryan Minckler,WSN,0,0,6.58,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2670,Andrew Moore,SDP,0,0,4.17,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,2
2671,Jonathan Todd,TOR,0,0,5.33,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2672,Wuilliams Rodriguez,SEA,0,0,4.88,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2673,Jhon Reyes,KCR,0,0,6.13,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
2674,Mason Burns,STL,0,0,4.69,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2675,Antonio Florido,DET,0,0,5.17,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2676,L.P. Langevin,KCR,0,0,4.7,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,2
2677,Matthew Tippie,NYY,0,0,5.52,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2678,Javy Guerra,ATL,0,0,4.79,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2679,Diego Barrera,ATH,0,0,5.4,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2680,Noah Murdock,PIT,0,0,4.26,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2681,Hunter Mann,COL,0,0,6.02,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
2682,Vince Reilly,CHC,0,0,4.72,1,0,0,0,,1.1,6,1,1,1,0,1,0,0,1
2683,Tyler Ras,CHC,0,0,5.23,1,0,0,0,,1.1,7,1,1,1,0,1,0,0,1
2684,Jake Shirk,PIT,0,0,5.17,1,0,0,0,,1.1,6,2,1,1,0,1,0,0,1
