#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
519,Ryan Watson,BOS,1,1,4.32,24,0,0,2,0,25.2,111,26,13,12,3,9,1,1,22
520,Richard Lovelady,WSN,1,1,4.1,28,0,0,2,1,29.2,126,27,15,14,3,10,1,2,26
521,Adbert Alzolay,NYM,2,3,4.12,38,0,0,2,2,39.1,166,36,20,18,6,13,1,2,37
522,Joel Payamps,ATL,2,3,4.19,52,0,0,10,1,51.2,218,49,26,24,7,16,1,2,48
523,Chris Roycroft,STL,2,3,4.45,40,0,0,4,2,43.1,192,43,23,21,4,20,1,2,35
524,Michael Fulmer,SFG,0,0,4,9,0,0,1,0,9.2,41,9,5,4,1,4,0,0,10
525,Trey Gibson,BAL,0,1,4.43,1,1,0,0,0,7.1,32,7,4,4,1,3,0,1,6
526,Chase Lee,TOR,1,1,4.01,17,0,0,1,0,19,80,18,9,8,3,6,0,1,18
527,Tyler Uberstine,BOS,0,1,4.73,2,2,0,0,0,8.1,36,9,5,4,1,3,0,0,7
528,Alex Lange,KCR,2,2,4.01,44,0,0,5,2,44,194,39,21,20,4,24,1,3,46
529,Carson Seymour,SFG,1,2,4.24,13,2,0,1,0,25,109,25,13,12,3,10,0,1,20
530,Nestor Cortes,,1,1,4.51,2,2,0,0,0,13.2,57,13,7,7,3,4,0,0,12
531,Welinton Herrera,COL,1,1,4.48,16,0,0,1,0,16.2,74,17,9,8,2,7,0,1,16
532,Grant Anderson,MIL,3,3,4.26,53,0,0,8,2,56,240,52,29,27,8,22,2,3,55
533,Anthony Nunez,BAL,1,1,4.07,16,0,0,1,0,17,73,15,8,8,2,7,0,1,18
534,Braden Nett,ATH,1,2,4.74,10,3,0,1,0,21.1,95,21,12,11,3,11,0,1,18
535,Matt Pushard,MIA,3,3,4.3,46,0,0,4,0,49.1,212,47,26,24,6,19,1,2,43
536,Zach McCambley,CIN,2,2,4.4,37,0,0,4,0,38,165,36,20,19,5,16,1,2,37
537,Matt Waldron,SDP,1,1,4.93,4,3,0,0,0,16.1,71,17,10,9,3,6,0,1,13
538,Edgardo Henriquez,LAD,2,2,4.22,39,0,0,6,3,39.2,171,35,20,19,5,18,0,2,41
539,Caden Dana,LAA,3,5,5.1,13,12,0,0,0,66.1,290,65,41,38,12,29,0,3,57
540,Caleb Kilian,SFG,2,2,4.32,24,0,0,2,0,27,116,27,14,13,3,9,1,1,21
541,Yuki Matsui,SDP,2,2,4.14,43,0,0,4,2,45,191,39,22,21,6,20,1,1,45
542,Danny Young,ATL,0,0,4.01,14,0,0,2,0,14.2,63,13,7,6,1,6,0,1,15
543,Easton McGee,MIL,2,1,4.17,26,0,0,1,0,30.1,129,29,15,14,4,10,1,1,26
544,Hunter Stratton,ATL,1,1,4.23,20,0,0,1,2,21,90,20,11,10,3,7,0,1,19
545,Ethan Roberts,CHC,2,2,4.3,31,0,0,1,0,32.2,141,30,17,16,5,13,1,2,31
546,Jake Bennett,BOS,1,1,4.41,15,0,0,1,0,17.2,75,18,9,9,2,6,0,1,13
547,Cionel Pérez,NYM,2,2,4.33,49,0,2,10,2,49.2,220,47,26,24,4,26,1,3,43
548,Joey Lucchesi,LAA,1,1,4.16,20,0,0,1,0,23,99,23,12,11,2,9,0,1,18
549,Ryan Lambert,NYM,1,1,4.17,21,0,0,1,0,21.1,92,18,11,10,3,11,1,1,24
550,Connor Phillips,CIN,3,3,4.35,49,0,3,7,1,53.2,232,46,28,26,7,26,0,3,58
551,Nate Pearson,HOU,2,2,4.5,39,0,0,3,1,42.1,184,39,23,21,6,19,1,2,41
552,Sean Sullivan,COL,0,1,5.29,2,2,0,0,0,7.2,34,9,5,5,1,2,0,0,6
553,Brent Suter,LAA,2,3,4.37,55,0,0,9,1,61.2,262,62,32,30,8,18,1,2,48
554,Pete Hansen,STL,0,1,4.72,2,2,0,0,0,8,34,9,4,4,1,3,0,0,5
555,Paxton Schultz,WSN,2,2,4.37,31,0,0,2,0,36.1,156,35,19,18,5,14,1,1,34
556,Tim Mayza,PHI,1,1,4.15,21,0,0,2,0,21.1,92,22,11,10,2,7,0,1,17
557,Osvaldo Bido,,1,1,4.52,14,1,0,0,0,17.2,77,17,10,9,3,7,0,1,17
558,Travis Adams,MIN,3,3,4.72,34,2,0,3,1,50.2,220,52,29,27,7,18,1,2,40
559,José Leclerc,SDP,2,1,4.17,25,0,0,1,3,26.1,113,23,13,12,4,12,0,1,28
560,Peyton Gray,TEX,1,2,4.23,15,0,0,0,0,17,73,16,9,8,2,7,0,1,16
561,Elvis Alvarado,ATH,3,3,4.2,56,0,3,11,2,60.1,261,53,31,28,8,30,1,3,62
562,Codi Heuer,CLE,1,0,3.99,7,0,0,1,0,8,33,7,4,3,1,3,0,0,8
563,Enyel De Los Santos,HOU,3,3,4.33,54,0,0,8,2,56,237,51,29,27,8,21,1,3,54
564,Tim Hill,NYY,3,3,4.07,61,0,1,14,2,62.1,267,65,31,28,6,18,2,3,36
565,Carson Spiers,CIN,0,0,5.46,1,1,0,0,0,6.1,29,7,4,4,1,2,0,0,5
566,Dylan Ross,NYM,1,1,4.01,22,0,0,1,2,23,99,19,11,10,3,12,1,1,24
567,Joe Mantiply,TOR,1,0,4.19,10,0,0,1,0,9.2,41,10,5,4,1,3,0,0,8
568,Alan Rangel,PHI,1,1,4.6,13,2,0,1,0,23.2,101,24,13,12,4,8,0,0,19
569,Griff McGarry,LAD,1,2,4.29,37,0,0,5,0,42.1,186,35,22,20,5,25,1,2,46
570,Luis Curvelo,TEX,2,2,4.56,35,0,1,4,3,36.1,157,34,20,18,5,16,1,2,33
571,Elmer Rodríguez,NYY,0,0,3.92,6,0,0,1,0,7,29,6,3,3,1,3,0,0,6
572,John Klein,MIN,1,2,4.54,24,1,0,2,0,30.1,131,30,17,15,4,11,1,2,26
573,John Brebbia,COL,2,2,5.08,34,0,1,5,3,35.1,154,36,22,20,6,13,1,2,34
574,Jonathan Pintaro,NYM,1,1,4.11,15,1,0,0,0,19.1,85,18,10,9,2,9,0,1,18
575,Franco Aleman,CLE,1,1,4.11,15,0,0,1,0,15.1,67,14,8,7,2,7,0,1,16
576,Jean Cabrera,PHI,0,1,4.97,2,2,0,0,0,10.1,45,11,6,6,1,4,0,1,7
577,Miguel Ullola,HOU,1,1,3.98,13,0,0,0,0,14,60,10,7,6,2,8,0,1,16
578,Adam Macko,TOR,0,1,4.33,9,1,0,0,0,11.1,49,11,6,5,1,5,0,1,11
579,Kervin Castro,NYY,2,1,4.31,25,0,0,2,0,26,111,23,14,12,3,11,1,1,24
580,Carlos Hernández,CLE,1,1,4.36,14,0,0,1,1,14.1,62,13,8,7,2,6,0,1,14
581,Brody Hopkins,TBR,0,0,4.63,1,1,0,0,0,6.2,29,6,4,3,1,3,0,1,6
582,Chase Shugart,PHI,2,2,4.51,30,0,0,2,1,33.1,144,32,18,17,5,13,1,1,27
583,Jhony Brito,SDP,1,1,4.2,16,0,0,1,1,17.1,74,17,9,8,2,6,0,1,14
584,Mason Black,KCR,2,3,4.87,23,3,0,1,0,39.1,173,39,23,21,6,17,0,2,33
585,Ryan Webb,CLE,0,1,4.71,1,1,0,0,0,7,30,7,4,4,1,3,0,0,5
586,Colin Holderman,CLE,2,2,4.23,37,0,0,4,2,38.1,167,36,20,18,4,17,1,2,36
587,Spencer Miles,TOR,0,1,4.23,10,0,0,0,0,10.1,44,10,5,5,1,4,0,0,10
588,Brycen Mautz,STL,1,1,4.12,12,0,0,1,0,13.1,58,13,7,6,2,5,0,1,12
589,Doug Nikhazy,CHC,1,2,4.63,17,2,0,1,0,25.1,112,25,14,13,4,12,0,1,23
590,Joe Rock,CHW,1,1,4.23,11,2,0,1,0,20.1,89,21,10,10,3,7,0,2,17
591,Colton Gordon,HOU,2,1,4.36,21,0,0,1,0,27,115,27,14,13,4,8,1,1,24
592,Joel Kuhnel,ATH,1,1,4.13,10,0,0,1,0,11,47,12,5,5,1,3,0,1,8
593,Lou Trivino,PHI,1,1,4.51,19,0,0,1,1,19.2,85,19,11,10,3,8,0,1,17
594,Hagen Smith,CHW,1,1,4.84,4,4,0,0,0,20.2,94,18,12,11,3,15,0,1,21
595,Riley Martin,CHC,1,1,4.09,15,0,0,1,0,16.1,71,14,8,7,2,9,0,1,16
596,Chris Murphy,CHW,2,2,4.18,41,0,0,6,2,48.1,209,44,24,22,6,22,1,3,44
597,Scott Effross,DET,1,1,4.42,13,0,0,1,1,14,60,15,7,7,1,5,1,0,10
598,AJ Smith-Shawver,ATL,0,0,3.99,7,0,0,1,0,8.2,36,8,4,4,1,3,0,0,9
599,Nolan Hoffman,PHI,1,1,4.49,14,0,0,1,0,14.2,64,14,8,7,2,7,0,1,13
600,Jhonathan Díaz,SEA,0,0,4.23,4,1,0,0,0,5.2,24,5,3,3,1,2,0,0,5
601,Henry Baez,ATH,0,0,4.24,10,0,0,1,0,12.1,54,12,6,6,1,5,0,1,10
602,Héctor Neris,,1,1,4.53,15,0,0,2,1,15,65,14,8,8,2,7,0,1,16
603,Thomas Harrington,PIT,1,1,4.8,8,2,0,0,0,17.2,77,18,10,9,3,6,0,1,14
604,Derek Law,ARI,1,1,4.17,18,0,0,1,1,18.2,80,18,9,9,2,7,0,1,16
605,Gus Varland,WSN,1,1,4.35,28,0,0,2,1,29.1,128,28,15,14,4,12,1,1,27
606,Jose Corniell,TEX,1,1,4.19,13,0,0,1,0,16,67,15,8,7,2,5,0,1,15
