#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
281,Eduard Bazardo,SEA,2,1,4.39,40,0,1,9,,30,129,29,16,15,4,11,1,1,28
282,Caleb Kilian,SFG,1,1,4.23,41,0,13,5,,27.2,121,26,14,13,3,12,1,2,25
283,Bryan King,HOU,2,1,4.11,43,0,3,8,,30.2,130,28,15,14,4,10,1,2,29
284,Juan Morillo,ARI,1,1,4.06,40,0,0,8,,28.1,123,26,14,13,3,13,1,1,26
285,Will Dion,CLE,1,1,3.72,23,0,0,0,,16,68,14,7,7,2,6,0,1,16
286,Hunter Gaddis,CLE,2,1,3.96,42,0,1,10,,30,126,26,14,13,4,11,1,1,29
287,Ethan Roberts,CHC,1,1,3.74,31,0,0,3,,21.1,90,18,10,9,2,8,1,1,19
288,Elmer Rodríguez,NYY,1,1,4.13,13,2,0,0,,20.1,88,19,10,9,2,9,0,1,17
289,Ryne Stanek,STL,1,1,4.32,41,0,1,11,,31.1,136,27,16,15,4,15,1,1,33
290,Lance McCullers Jr.,HOU,3,3,4.96,17,7,0,0,,43,190,41,25,24,6,22,0,3,40
291,Justin Bruihl,STL,1,1,4.22,39,0,0,9,,29.2,130,29,15,14,3,11,1,3,24
292,Evan Sisk,PIT,1,1,4.21,38,0,0,8,,27,119,24,14,13,3,12,1,3,29
293,Ryan Zeferjahn,LAA,1,1,4.17,41,0,5,7,,30.1,133,25,15,14,4,16,1,3,36
294,Kevin Kelly,TBR,1,1,4.42,41,0,1,9,,31,133,32,16,15,4,8,1,2,24
295,Colin Holderman,CLE,1,1,4.1,39,0,0,9,,27.2,120,25,14,13,3,11,0,2,27
296,Tyler Rogers,TOR,2,1,3.94,47,0,1,10,,33,137,33,16,14,4,6,1,1,20
297,Cade Povich,BAL,2,2,4.73,19,4,0,0,,33,144,32,19,17,5,13,1,1,29
298,Enyel De Los Santos,HOU,2,1,4.1,41,0,1,8,,29,124,26,14,13,4,11,0,1,28
299,Grant Wolfram,BAL,1,1,4.24,33,0,0,3,,22.1,97,21,11,10,2,9,1,1,22
300,Anthony Bender,MIA,1,1,4.27,41,0,2,8,,29.2,127,27,15,14,3,12,1,2,27
301,Edwin Díaz,LAD,1,0,3.88,21,0,8,0,,13.2,58,11,6,6,2,5,0,1,18
302,Ryan Thompson,ARI,1,1,4.4,39,0,0,7,,27.2,120,28,15,14,3,9,1,2,22
303,Zack Littell,WSN,4,8,5.51,17,17,0,0,,91,397,102,60,56,18,25,0,3,54
304,Bennett Sousa,HOU,1,0,3.67,19,0,0,0,,13.1,56,11,6,5,1,5,0,0,15
305,Sam Bachman,LAA,2,1,3.99,42,0,8,7,,31.1,135,27,15,14,3,15,1,2,30
306,Cooper Criswell,SEA,2,1,4.49,37,1,0,7,,43.2,189,44,23,22,5,16,1,3,35
307,Erick Fedde,CHW,2,4,5.4,9,9,0,0,,46.2,206,49,30,28,8,20,0,1,31
308,Ryan Walker,SFG,1,1,4.32,27,0,0,0,,18,79,18,9,9,1,7,0,2,17
309,Jonathan Pintaro,NYM,1,1,4.11,31,0,0,3,,21.2,94,19,11,10,2,10,1,1,23
310,Tanner Gordon,COL,3,5,5.99,26,10,0,0,,64.1,286,78,46,43,13,18,1,2,51
311,Kyle Hurt,LAD,2,1,4.16,43,0,2,11,,28,123,24,14,13,3,15,1,2,32
312,Jacob Webb,CHC,2,1,3.86,41,0,1,9,,28.1,119,23,13,12,4,12,1,1,28
313,Jack Perkins,ATH,1,1,4.31,35,0,1,6,,25,109,22,13,12,3,12,1,2,27
314,Dylan Dodd,ATL,1,1,4.45,39,0,0,8,,26.1,113,26,14,13,4,8,1,1,26
315,Travis Adams,MIN,1,1,4.71,36,1,0,0,,40,176,40,22,21,5,17,1,1,35
316,Rico Garcia,BAL,2,1,4.08,43,0,4,8,,29.1,124,24,14,13,4,13,1,1,32
317,Jason Adam,SDP,1,1,3.9,42,0,1,11,,28.1,119,23,13,12,3,11,1,2,25
318,Austin Peterson,CLE,1,1,4.57,11,2,0,0,,18,78,18,10,9,3,5,0,1,14
319,Ty Johnson,TBR,1,1,4.53,2,2,0,0,,10,42,9,5,5,1,3,0,1,9
320,Simeon Woods Richardson,MIN,3,4,5.21,33,8,0,0,,62.1,275,63,39,36,10,27,1,2,48
321,Yohan Ramírez,PIT,1,1,4.39,40,0,1,8,,28.2,125,26,15,14,3,13,1,3,30
322,John King,MIA,1,1,4.05,36,0,0,6,,26,111,27,13,12,2,8,0,1,17
323,Jonathan Loáisiga,ARI,1,1,4.06,40,0,1,10,,28.1,122,28,14,13,3,9,1,2,20
324,Jordan Leasure,CHW,1,1,3.95,37,0,0,6,,26.1,112,21,12,12,4,13,1,1,29
325,Steven Okert,HOU,1,1,4.17,34,0,0,4,,24,101,20,12,11,4,8,0,1,26
326,Justin Lawrence,PIT,1,1,4.41,37,0,0,7,,26.1,117,25,14,13,2,13,1,2,26
327,Luke Weaver,NYM,2,1,4.17,44,0,4,8,,30.2,130,27,15,14,5,11,1,1,31
328,Brant Hurter,DET,1,1,4.03,27,0,0,0,,19,82,18,9,9,2,6,1,2,17
329,Cody Laweryson,MIN,1,0,3.94,18,0,0,0,,11.2,48,10,5,5,1,4,0,0,12
330,Ethan Pecko,HOU,1,1,4.59,2,2,0,0,,10.2,45,10,6,5,2,4,0,0,10
331,Brooks Raley,NYM,2,1,4.59,41,0,1,10,,28.2,125,28,16,15,4,9,1,3,27
332,Hunter Harvey,CHC,1,1,3.88,22,0,0,0,,15,63,13,7,6,2,5,0,1,15
333,Robinson Ortiz,SEA,1,1,3.99,29,0,0,0,,21.2,93,19,10,10,3,9,1,1,22
334,Cole Sands,MIN,1,1,4.6,37,0,8,6,,25.1,109,25,14,13,3,9,0,1,22
335,Max Rajcic,STL,1,1,4.6,12,1,0,0,,17.2,76,17,10,9,2,6,0,1,15
336,Aaron Civale,ATH,4,6,5.92,15,15,0,0,,76.1,339,87,54,50,16,26,0,3,58
337,Jared Koenig,MIL,1,1,4.12,32,0,0,3,,22.1,97,21,11,10,3,8,1,1,22
338,Yimi García,TOR,1,1,4.03,29,0,0,0,,20.1,86,17,10,9,3,7,0,2,23
339,Quinn Mathews,STL,1,1,4.88,3,3,0,0,,14,62,14,8,8,2,7,0,1,12
340,Alex Hoppe,SEA,1,1,4.37,34,0,0,5,,25.1,112,24,13,12,3,12,1,1,26
341,Jason Foley,SFG,1,1,4.44,33,0,0,0,,22,96,24,12,11,2,7,0,1,15
342,Brendon Little,TOR,1,1,3.69,25,0,0,0,,17.2,76,14,8,7,2,9,1,1,21
343,Tim Mayza,PHI,2,1,4.32,40,0,0,8,,30.2,132,32,16,15,4,10,1,1,26
344,Alimber Santa,HOU,1,1,4.07,32,0,0,3,,22.2,98,19,11,10,3,12,1,1,25
345,Clarke Schmidt,NYY,1,0,4.22,6,1,0,0,,10.1,45,10,5,5,1,4,0,1,10
346,Robert Garcia,TEX,1,1,4.02,29,0,0,0,,18.1,78,17,9,8,2,6,0,1,17
347,Edwin Uceta,TBR,1,1,4.07,20,0,0,0,,14.2,63,12,7,7,2,6,0,1,17
348,Blade Tidwell,SFG,1,1,4.51,15,1,0,0,,18,79,17,10,9,2,8,0,1,16
349,Chase Silseth,LAA,1,1,4.12,38,0,0,8,,28.1,122,24,14,13,3,13,1,2,29
350,Matt Strahm,KCR,1,1,4.33,30,0,0,0,,20.1,86,18,11,10,3,6,0,1,20
351,Carson Seymour,SFG,1,1,4.76,14,2,0,0,,20.2,92,22,12,11,2,9,0,1,17
352,Riley Cornelio,WSN,2,4,5.33,18,7,0,0,,43,192,44,27,26,7,20,1,2,36
353,Blake Treinen,LAD,2,1,4.37,37,0,1,8,,24,104,23,13,12,3,9,1,1,22
354,Kutter Crawford,BOS,1,1,4.39,13,1,0,0,,17,72,16,9,8,3,6,0,1,16
355,José Urquidy,PIT,1,1,4.9,18,2,0,0,,26,112,26,15,14,4,9,0,1,21
356,Hunter Bigge,TBR,1,1,4.2,38,0,1,8,,28.2,124,24,14,13,4,14,1,1,28
357,Juan Mejia,COL,1,1,5,41,0,8,5,,30.2,140,32,18,17,3,16,1,2,32
358,Jesse Scholtens,TBR,1,2,4.98,12,3,0,0,,23.2,103,24,14,13,4,9,0,1,18
359,Ryan Johnson,LAA,1,1,4.56,18,1,0,0,,22.2,99,23,12,12,3,8,1,1,19
360,Seth Halvorsen,COL,1,1,4.94,36,0,1,7,,27,121,28,16,15,3,13,1,1,27
361,Brock Stewart,LAD,1,0,4.13,22,0,0,0,,14.1,62,12,7,7,2,6,0,1,17
362,Adam Macko,TOR,1,1,4.2,33,0,0,0,,23,101,20,12,11,3,11,1,1,24
363,Tanner Banks,PHI,1,1,4.44,34,0,0,4,,26.1,113,26,14,13,4,8,0,1,23
364,Matt Pushard,STL,1,1,4.42,35,0,0,5,,27,116,25,14,13,3,11,1,1,24
365,John Klein,MIN,1,1,4.39,27,0,0,3,,18,78,16,9,9,2,7,1,1,18
366,Taylor Rogers,MIN,1,1,4.76,41,0,4,8,,28.1,124,28,16,15,4,12,1,2,27
367,Luke Little,CHC,1,1,3.81,26,0,0,0,,17.2,78,14,8,8,1,10,1,2,18
368,Caden Dana,LAA,1,2,5.28,5,5,0,0,,27.1,121,28,17,16,5,12,0,1,23
369,Hagen Smith,CHW,1,1,4.87,3,3,0,0,,15.1,67,14,9,8,2,8,0,1,14
370,Jakob Junis,TEX,2,1,4.28,42,0,4,7,,27.2,116,27,14,13,4,7,1,1,20
371,Hayden Wesneski,HOU,1,1,4.18,11,1,0,0,,14.2,62,13,7,7,2,5,0,1,14
372,Brenan Hanifee,DET,1,1,4.31,37,0,0,6,,26.1,115,27,14,13,2,10,1,1,18
373,Tommy Nance,TOR,0,0,3.78,13,0,0,0,,9,38,8,4,4,1,3,0,0,9
374,Nick Davila,SEA,1,1,4.48,31,0,0,3,,23.1,101,23,12,12,3,8,1,1,19
375,Cade Gibson,MIA,1,1,4.28,34,0,0,3,,24.1,107,23,13,12,2,9,1,3,21
376,Grant Anderson,MIL,1,1,4.3,40,0,0,8,,28.2,123,26,15,14,4,11,1,1,29
377,Brad Lord,WSN,2,2,4.84,46,2,2,9,,54.2,240,57,32,29,7,20,1,3,42
378,Ryan Borucki,SFG,1,1,4.15,34,0,0,3,,22.2,98,21,11,11,2,9,0,2,19
379,Gavin Collyer,TEX,1,1,4.12,33,0,0,4,,21.1,92,18,10,10,2,11,1,2,22
380,Eric Cerantola,KCR,1,1,4.1,26,0,0,0,,17.1,77,14,9,8,2,10,0,1,20
381,DJ Herz,WSN,0,1,4.2,8,1,0,0,,10.2,47,9,5,5,1,6,0,1,11
382,Josiah Gray,WSN,1,2,5.23,4,4,0,0,,22,97,22,14,13,4,10,0,1,17
383,Paul Sewald,ARI,2,1,4.53,42,0,18,3,,30,127,26,16,15,5,10,1,2,30
384,Lake Bachar,MIA,1,1,4.35,35,0,0,5,,25.1,109,22,13,12,3,12,1,1,26
385,Mitch Spence,KCR,1,1,4.72,19,1,0,0,,22.1,97,23,13,12,3,8,1,1,17
386,Mason Barnett,ATH,1,2,5.19,20,3,0,0,,31.1,140,32,19,18,4,15,1,2,27
387,Gordon Graceffo,STL,1,1,4.61,36,0,0,7,,27.2,121,28,15,14,3,11,1,1,21
388,Spencer Turnbull,,1,1,4.83,2,2,0,0,,10.1,45,10,6,5,1,4,0,1,8
389,Josh Simpson,SEA,1,1,3.99,27,0,0,0,,20.1,88,17,10,9,2,10,1,2,21
390,Clayton Beeter,WSN,1,1,4.33,40,0,12,5,,27.1,120,23,14,13,3,16,1,1,29
391,Calvin Faucher,MIA,1,1,4.68,38,0,1,7,,27.1,121,27,15,14,3,14,1,1,26
392,Jonathan Bowlan,PHI,2,1,4.44,36,0,0,6,,27.2,120,26,15,14,4,12,1,1,26
393,Tyler Samaniego,BOS,1,1,4.02,28,0,0,0,,19.2,86,18,10,9,2,9,1,1,16
394,Trenton Denholm,CLE,1,1,4.51,9,1,0,0,,12.1,53,12,7,6,2,4,0,0,10
395,Nolan Hoffman,PHI,1,0,4.37,17,0,0,0,,13.2,59,13,7,7,1,6,0,1,13
396,Yuki Matsui,SDP,1,1,4.16,33,0,0,3,,22,95,19,11,10,3,10,1,1,21
397,Yerry De los Santos,NYY,1,1,4.2,26,0,0,0,,18,78,17,9,8,2,7,0,1,15
398,Jonathan Cannon,CHW,2,3,5.23,16,6,0,0,,38,167,39,24,22,6,15,0,2,27
399,Drew Thorpe,CHW,1,1,4.67,2,2,0,0,,10.1,44,10,6,5,2,4,0,0,7
400,Ty Madden,DET,1,1,4.61,12,1,0,0,,15.2,68,15,9,8,2,6,0,1,14
401,Will Klein,LAD,2,1,4.42,39,0,2,8,,25.1,113,22,13,13,3,14,1,1,28
402,Chris Paddack,CIN,1,2,5.38,5,5,0,0,,26,114,28,17,16,5,8,0,1,18
403,Lucas Erceg,KCR,2,1,4.42,43,0,16,4,,29.2,130,29,16,15,3,13,1,2,24
404,Tyler Wells,BAL,2,1,4.32,39,0,1,8,,26.1,111,24,14,13,5,8,1,1,24
405,Javier Assad,CHC,1,1,4.59,15,1,0,0,,18.2,81,19,10,9,2,7,0,1,14
406,Kenley Jansen,DET,2,1,4.27,38,0,13,3,,27.1,116,23,14,13,4,11,1,1,25
407,Trey Gibson,BAL,1,1,4.71,15,2,0,0,,21.2,95,22,12,11,3,9,0,1,18
408,Kervin Castro,NYY,1,1,4.11,22,0,0,0,,15.1,66,14,7,7,2,7,1,1,14
409,Mitch Bratt,ARI,0,0,4.53,1,1,0,0,,5,22,5,3,3,1,1,0,0,4
410,Mitchell Parker,WSN,1,2,4.92,36,2,0,4,,43.1,192,46,25,24,6,17,1,2,30
411,Daniel Lynch IV,KCR,2,1,4.36,42,0,1,9,,29,126,28,15,14,3,11,1,2,24
412,Evan Phillips,LAD,1,0,3.87,14,0,0,0,,9,38,8,4,4,1,3,0,0,9
413,Gavin Hollowell,CHC,1,1,4.14,20,0,0,0,,13.2,59,11,7,6,2,7,1,1,14
414,Brusdar Graterol,LAD,0,0,3.4,10,0,0,0,,6.1,27,6,3,2,0,2,0,0,5
415,Richard Lovelady,WSN,1,1,4.43,39,0,2,7,,26.2,116,25,14,13,3,10,1,3,24
416,Brandan Bidois,PIT,1,1,4.5,34,0,0,3,,24.1,106,22,13,12,3,12,1,1,26
417,Josh Stephan,TEX,1,1,4.54,11,2,0,0,,16.2,71,16,9,8,3,5,0,1,12
418,Tristan Beck,SFG,1,1,4.48,17,0,0,0,,11,48,11,6,5,1,4,0,0,9
419,Andrew Hoffmann,ARI,1,1,4.54,28,0,0,0,,20,89,19,11,10,2,9,1,1,18
420,Cal Quantrill,TEX,2,2,4.8,29,2,0,0,,35,152,34,20,19,5,13,1,2,25
421,Justin Martinez,ARI,1,0,4.08,18,0,0,0,,13.1,58,11,6,6,1,8,0,1,14
422,Chase Lee,TOR,1,1,4.3,21,0,0,0,,14.2,64,14,8,7,2,5,1,1,14
423,Ricky Vanasco,DET,1,1,4.35,34,0,0,3,,24.1,107,21,13,12,3,13,1,1,25
424,Ryan Weiss,HOU,1,0,4.08,16,0,0,0,,11,48,10,5,5,1,5,0,1,12
425,Nick Mears,KCR,1,1,4.4,40,0,1,10,,27.2,119,25,15,13,4,11,1,1,25
426,Jack Wenninger,NYM,1,1,4.85,6,2,0,0,,14,61,14,8,8,2,5,0,1,12
427,Lazaro Estrada,TOR,1,1,4.68,12,1,0,0,,16,68,15,9,8,3,6,0,1,15
428,Steven Cruz,KCR,1,1,4.51,36,0,0,7,,24.2,108,23,13,12,3,11,1,1,23
429,Dennis Santana,PIT,1,1,4.62,41,0,2,10,,29.1,127,29,16,15,4,11,1,1,25
430,Braden Nett,ATH,1,1,5.09,13,2,0,0,,20,90,20,12,11,3,10,0,1,18
431,Sam Moll,CIN,1,1,4.37,36,0,1,5,,25,110,22,13,12,3,12,1,2,26
432,Matt Festa,CLE,1,1,4.56,33,0,0,5,,23.1,101,22,13,12,3,9,1,2,22
433,Brody Hopkins,TBR,0,1,5.16,2,2,0,0,,10,44,10,6,6,1,5,0,1,8
434,JT Brubaker,SFG,1,1,4.84,35,0,0,5,,23.1,104,25,14,13,3,10,1,1,19
435,Danny Young,ATL,0,0,3.9,9,0,0,0,,6.1,27,5,3,3,0,3,0,1,7
436,Jaden Hill,COL,1,1,4.87,40,0,1,9,,30,134,30,17,16,3,14,1,2,28
437,George Klassen,LAA,1,1,5.21,2,2,0,0,,10.1,46,11,6,6,2,5,0,1,8
438,Joel Peguero,SFG,1,1,4.64,40,0,2,8,,27,120,27,15,14,2,13,1,1,22
439,Ryan Watson,BOS,1,1,4.61,31,0,0,3,,22,96,22,12,11,3,9,1,1,19
440,Matt Gage,SFG,1,1,4.74,38,0,0,8,,25.2,113,27,15,13,3,11,1,1,20
441,Wilber Dotel,PIT,1,1,4.74,29,1,0,0,,33.2,149,32,19,18,5,16,1,2,31
442,Nestor German,BAL,0,0,4.67,5,1,0,0,,8.2,38,8,5,5,1,3,0,0,8
443,James Karinchak,ATL,1,1,4.72,26,0,0,0,,17.1,77,14,10,9,2,11,0,1,22
444,AJ Blubaugh,HOU,1,1,4.22,36,0,0,6,,25.1,110,22,13,12,3,12,1,1,24
445,Gavin Stone,LAD,0,0,4.73,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
446,Yennier Cano,BAL,1,1,4.49,39,0,0,7,,26.1,115,27,14,13,3,10,0,1,22
447,Ryan Rolison,CHC,1,1,4.34,37,0,0,7,,25.1,110,25,13,12,3,9,1,1,20
448,Cristian Mena,ARI,0,0,3.91,7,0,0,0,,5.2,24,5,3,2,1,2,0,0,6
449,Kody Funderburk,MIN,1,1,4.54,30,0,1,5,,20.1,89,20,11,10,2,9,0,1,17
450,Pete Hansen,STL,0,0,4.92,1,1,0,0,,5,22,6,3,3,1,2,0,0,4
451,Kyle Backhus,PHI,1,0,4.51,13,0,0,0,,10.2,47,10,6,5,1,4,0,1,10
452,Anthony Molina,ATL,1,0,4.62,16,0,0,0,,10.2,46,11,6,5,1,4,0,0,8
453,Domingo Gonzalez,SEA,1,1,4.51,21,0,0,0,,16,70,15,9,8,2,7,0,1,15
454,Joe Rock,CHW,0,0,3.97,12,0,0,0,,8,35,7,4,4,1,3,0,1,8
455,Cole Winn,TEX,1,1,4.09,32,0,0,3,,20.2,89,18,10,9,2,10,1,1,18
456,Zach Pop,PHI,1,1,4.56,29,0,0,0,,22.1,99,24,12,11,2,8,1,1,17
457,JP Sears,SDP,1,1,4.67,12,1,0,0,,15,65,14,8,8,2,5,0,1,13
458,Mark Leiter Jr.,ATH,1,1,4.91,42,0,5,7,,30,133,30,18,16,4,12,0,2,31
459,Josh Sborz,TEX,1,1,4.56,22,0,0,0,,13.2,59,12,7,7,2,6,0,1,14
460,Liam Hendriks,CHC,0,0,4.03,9,0,0,0,,6.1,26,6,3,3,1,2,0,0,6
461,Ryan Yarbrough,NYY,1,1,4.38,34,0,0,5,,23.2,101,22,12,11,3,8,1,2,19
462,Ron Marinaccio,SDP,1,1,4.62,40,0,0,8,,27,118,25,15,14,3,13,1,2,25
463,George Soriano,STL,1,1,4.61,40,0,1,9,,30.2,134,29,17,16,4,13,1,2,26
464,Kirby Yates,LAA,1,1,4.51,39,0,3,9,,29,126,24,16,15,4,14,1,2,34
465,Joe Mantiply,TOR,1,0,4.49,14,0,0,0,,9.2,42,10,5,5,1,3,0,1,8
466,Hoby Milner,CHC,1,1,4.36,38,0,0,8,,26.1,112,27,14,13,3,7,0,2,18
467,Kade Strowd,ARI,1,1,4.4,20,0,0,0,,14.2,64,14,8,7,1,7,0,1,13
468,Paxton Schultz,WSN,1,1,4.67,31,0,0,3,,21,92,20,12,11,3,10,1,1,20
469,Eric Orze,MIN,1,1,4.59,38,0,1,8,,26,114,24,14,13,3,12,1,1,23
470,Eli Morgan,KCR,1,1,4.55,27,0,0,0,,18.1,78,17,10,9,3,7,0,1,16
471,Rob Zastryzny,MIL,1,1,4.41,27,0,0,0,,18.2,80,17,10,9,3,7,0,1,18
472,Félix Bautista,BAL,0,0,3.93,7,0,0,0,,5,21,4,2,2,1,3,0,0,6
473,Colton Gordon,HOU,1,0,4.21,14,0,0,0,,9.2,41,9,5,5,1,3,0,0,9
474,Easton McGee,MIL,1,0,4.49,15,0,0,0,,9.1,40,9,5,5,1,3,0,0,9
475,Mitch Farris,LAA,1,1,4.68,35,0,0,3,,26,115,25,14,13,3,12,1,1,27
476,Cole Wilcox,SEA,1,0,4.78,14,0,0,0,,10.2,48,11,6,6,1,5,0,1,9
477,Cole Sulser,TBR,1,1,4.36,32,0,0,3,,24,103,21,13,12,4,10,1,1,22
478,Kohl Drake,ARI,0,0,5.09,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
479,Ben Casparius,LAD,1,0,4.46,16,0,0,0,,10.1,45,9,6,5,1,5,0,0,10
480,Michael Fulmer,SFG,0,0,4.73,9,0,0,0,,6.1,28,6,4,3,1,3,0,0,6
481,Jayden Murray,HOU,1,1,4.4,24,0,0,0,,17,73,16,9,8,2,7,0,1,15
482,Justin Hagenman,NYM,0,0,4.21,9,0,0,0,,6.1,27,6,3,3,1,2,0,0,6
483,Cameron Foster,BAL,1,1,4.67,26,0,0,0,,17.1,76,17,10,9,2,8,0,1,16
484,Joel Payamps,ATL,0,0,4.32,7,0,0,0,,4.2,21,5,2,2,1,2,0,0,5
485,Max Lazar,PHI,1,0,4.42,12,0,0,0,,10,42,10,5,5,1,3,0,0,8
486,Jimmy Herget,COL,1,1,5.49,35,0,0,6,,26.1,118,29,17,16,4,9,1,2,24
487,Bailey Horn,DET,1,0,4.28,16,0,0,0,,11,47,10,6,5,1,5,0,0,10
488,Gabriel Hughes,COL,1,1,5.23,15,1,0,0,,19.2,88,21,12,12,3,8,0,1,17
489,Bruce Zimmermann,STL,0,0,4.5,7,0,0,0,,6.1,27,7,3,3,1,2,0,0,6
490,Garrett Hawkins,SDP,1,1,4.4,18,0,0,0,,11.2,51,10,6,6,2,5,0,1,11
491,Luis Curvelo,TEX,1,0,4.27,18,0,0,0,,10.2,46,10,5,5,1,4,0,0,9
492,Brendan Beck,NYY,0,0,4.29,12,0,0,0,,8.1,35,7,4,4,1,3,0,0,8
493,Steven Wilson,TBR,0,0,4.11,9,0,0,0,,7,30,6,3,3,1,3,0,0,7
494,Marco Raya,MIN,1,0,4.4,16,0,0,0,,10,44,9,5,5,1,5,0,1,9
495,Ryan Ramsey,KCR,0,0,5.32,1,1,0,0,,5,22,5,3,3,1,2,0,0,4
496,Dylan Smith,SFG,1,0,4.57,15,0,0,0,,9.2,42,9,5,5,1,4,0,1,8
497,Miguel Ullola,HOU,0,0,3.99,8,0,0,0,,5.2,25,4,3,3,1,4,0,0,7
498,Cody Bolton,HOU,0,0,4.29,8,0,0,0,,5.2,25,5,3,3,1,3,0,0,6
499,Troy Taylor,SEA,0,0,4.44,10,0,0,0,,7.2,34,7,4,4,1,4,0,1,7
500,Braydon Tucker,PHI,0,0,5.24,1,1,0,0,,5,22,5,3,3,1,2,0,0,3
501,Ronel Blanco,HOU,1,0,4.52,6,1,0,0,,10.2,46,9,6,5,2,5,0,0,11
