#,Name,Team,W,L,ERA,G,GS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
717,Bryse Wilson,PHI,4,5,4.91,35,12,95.1,412,100,56,52,15,30,0,4,67
718,Blane Abeyta,ATL,4,5,4.69,30,12,78.2,348,80,44,41,11,29,0,7,65
719,Randy Wynne,,2,5,5.57,18,12,66.1,292,79,44,41,12,16,0,3,34
720,Bailey Dees,,5,6,4.95,30,12,83.2,369,81,50,46,13,36,0,6,72
721,Troy Watson,DET,4,6,4.97,32,12,79.2,356,84,48,44,11,34,0,2,58
722,Joan Adon,,3,6,5.16,28,12,75,342,78,46,43,9,36,1,7,59
723,Luis Moreno,MIA,5,7,4.8,31,12,84.1,384,88,49,45,10,41,0,6,63
724,Elieser Hernández,ATL,4,5,4.9,18,12,64.1,277,67,38,35,12,21,0,2,54
725,Matt Manning,,3,3,5.22,25,12,70.2,313,71,44,41,11,35,0,2,58
726,Zach Messinger,NYY,4,5,5.36,27,12,85.2,380,87,55,51,14,37,1,5,67
727,Dustin Saenz,TEX,4,7,5.19,30,12,78,350,92,49,45,11,24,0,4,39
728,Aaron Brooks,TBR,4,5,5.31,19,12,78,351,92,50,46,13,27,0,3,45
729,Ryan Murphy,STL,2,3,5.09,15,12,51.1,231,54,31,29,7,22,0,4,34
730,Michael Cuevas,HOU,4,6,5.38,28,12,72,334,80,46,43,9,35,0,7,44
731,Joey Mancini,HOU,4,5,5.17,24,12,102.2,462,112,64,59,16,39,0,9,62
732,Erik Tolman,WSN,2,3,5.62,29,12,75.1,346,78,51,47,11,42,0,6,59
733,Baron Stuart,WSN,3,5,5.5,25,12,70.1,322,74,46,43,11,37,0,5,46
734,Jacob Meador,,3,4,5.95,24,12,59,277,63,42,39,10,32,0,7,42
735,Pierson Ohl,COL,5,6,4.33,30,11,95.2,407,106,50,46,14,17,0,2,74
736,Mason Montgomery,PIT,4,3,3.83,45,11,82.1,353,74,38,35,9,33,0,4,89
737,Brandon Walter,HOU,3,3,3.93,16,11,71,299,70,34,31,9,16,0,5,56
738,Connor Thomas,ATL,5,5,4.46,31,11,86.2,379,94,46,43,10,25,0,4,59
739,Jordan Hicks,CHW,4,5,4.62,34,11,74,330,71,41,38,7,34,1,6,69
740,Kolby Allard,CLE,3,3,4.1,31,11,85.2,369,88,42,39,12,27,2,2,67
741,Keaton Winn,SFG,4,3,4.14,22,11,63,271,62,31,29,7,20,0,4,55
742,Dylan Dodd,ATL,5,4,4.11,34,11,85.1,361,87,42,39,12,22,0,2,72
743,Jhony Brito,SDP,5,5,4.31,22,11,71,306,71,37,34,9,24,0,2,55
744,Andrew Hoffmann,ARI,6,5,4.04,34,11,78,340,76,38,35,9,30,0,3,70
745,Domingo Robles,ATH,4,5,4.72,20,11,74.1,324,78,42,39,10,25,0,4,52
746,Brandon Leibrandt,CIN,2,2,4.96,14,11,56.1,245,61,34,31,9,17,0,2,42
747,Freddy Tarnok,,3,3,4.41,29,11,67.1,294,63,36,33,9,32,0,3,63
748,Connor Phillips,CIN,4,6,4.96,37,11,78,346,70,46,43,11,42,0,6,83
749,José De León,,4,4,4.85,20,11,68.2,308,69,40,37,10,30,0,7,62
750,Anders Tolhurst,,3,5,4.85,20,11,65,285,66,38,35,10,23,0,3,51
751,Walker Powell,,3,4,4.57,15,11,61,260,65,34,31,9,15,0,2,37
752,Aaron Rozek,MIN,3,4,4.99,26,11,93.2,411,101,56,52,14,30,0,5,66
753,Peter Solomon,,4,4,4.84,18,11,67,298,67,39,36,9,31,0,2,55
754,Nick Frasso,LAD,3,4,5.01,34,11,73.2,327,75,44,41,11,30,0,5,60
755,Anthony Veneziano,,3,4,4.81,37,11,82.1,365,82,48,44,11,36,0,4,66
756,Jonathan Heasley,TBR,3,4,5.05,23,11,73,320,77,44,41,11,26,0,3,51
757,José Ureña,,2,4,5.22,23,11,70.2,319,78,44,41,11,32,1,3,48
758,Mason Green,COL,4,6,5.4,30,11,75,348,83,49,45,11,40,0,4,55
759,Luis Vargas,ATL,3,4,5.06,20,11,69.1,311,72,42,39,11,32,0,4,57
760,Chad Kuhl,,3,3,5.03,22,11,68,310,71,41,38,10,34,1,5,57
761,Alec Baker,ARI,3,3,4.74,26,11,76,339,84,43,40,11,26,0,4,47
762,Levi Stoudt,PHI,4,6,5.51,25,11,65.1,295,72,43,40,11,28,0,3,45
763,Nick Fraze,,2,3,4.98,21,11,56,251,57,34,31,8,22,0,8,41
764,Danny Wirchansky,,3,3,5.16,22,11,68,305,74,42,39,10,29,0,2,41
765,Justin Dunn,LAA,3,7,5.37,15,11,50.1,231,51,32,30,8,27,0,7,39
766,Ike Buxton,,3,5,5.4,17,11,56.2,263,61,37,34,8,30,0,6,36
767,Logan Clayton,,3,5,5.37,17,11,58.2,271,67,38,35,9,27,0,4,32
768,James Hicks,HOU,3,4,4.36,15,10,66,287,67,35,32,9,20,0,4,50
769,Alex Faedo,LAA,3,4,4.52,23,10,59.2,255,56,32,30,8,24,0,2,53
770,Jared Shuster,STL,4,5,4.56,32,10,81,352,84,44,41,9,29,1,1,56
771,Cody Poteet,,2,2,4.31,14,10,48,205,47,25,23,6,17,0,2,40
772,Emiliano Teodo,TEX,3,5,4.67,24,10,59.2,266,54,34,31,7,32,0,4,58
773,Nick Dombkowski,PIT,4,5,4.54,30,10,77.1,338,81,42,39,10,28,0,2,56
774,Nico Tellache,SEA,4,6,4.66,20,10,75.1,336,81,42,39,10,24,0,4,52
775,Luke Russo,PHI,3,4,5.19,14,10,59,265,61,37,34,9,25,0,4,49
776,Jake Palisch,CHW,3,6,5,29,10,81,355,92,49,45,12,23,0,2,46
777,Anthony DeSclafani,,3,3,4.37,15,10,57.2,253,62,30,28,9,19,1,3,46
778,Raúl Alcantara,,5,6,4.59,31,10,86.1,382,86,48,44,12,36,1,6,68
779,Alex Williams,MIA,4,5,4.94,24,10,78.1,349,85,46,43,11,28,0,5,53
780,Roddery Muñoz,HOU,4,6,4.52,35,10,85.2,372,77,46,43,15,40,0,4,92
781,Gabriel Barbosa,PHI,3,5,5.47,26,10,82.1,368,94,54,50,13,25,0,5,51
782,Connor Schultz,CHC,3,3,4.96,21,10,70.2,310,75,42,39,12,21,0,3,51
783,Nick Sinacola,,3,5,4.84,21,10,70.2,313,77,41,38,10,25,0,3,47
784,Sam Benschoter,CIN,4,7,5.58,31,10,80.2,358,85,54,50,14,31,0,6,62
785,Seth Johnson,PHI,5,6,4.99,39,10,70.1,314,71,42,39,11,35,1,1,63
786,Jacob Watters,TBR,3,5,5.59,13,10,48.1,223,50,32,30,7,26,0,4,36
787,Miguel Cienfuegos,SDP,4,5,4.91,26,10,77,345,83,45,42,11,30,0,5,50
788,Luke Albright,,3,4,4.78,20,10,64,293,64,37,34,8,37,0,4,53
789,Garrett Hill,,3,3,4.74,24,10,60.2,272,58,35,32,8,31,0,6,52
790,Nick Krauth,TEX,3,6,5.71,19,10,69.1,314,75,48,44,10,27,0,8,39
791,Konnor Pilkington,DET,3,5,4.82,47,10,71,318,68,41,38,11,39,0,4,67
792,Ryan Cusick,PHI,2,4,5.56,29,10,55,252,56,37,34,9,31,0,4,46
793,Tommy Romero,,3,4,5.29,19,10,66.1,296,67,42,39,11,33,0,2,48
794,Jerming Rosario,LAD,3,6,5.8,34,10,76,351,76,53,49,12,45,0,6,65
795,Sam Whiting,SEA,2,3,5.89,19,10,55,256,59,39,36,9,31,0,4,35
796,Josh Winckowski,TOR,5,4,4.08,32,9,81.2,352,82,40,37,10,25,1,3,67
797,Aaron Ashby,MIL,5,5,3.94,40,9,82.1,367,73,39,36,7,43,0,6,85
798,Clayton Beeter,WSN,3,4,4.04,36,9,69,297,57,34,31,8,36,0,3,82
799,Michael Grove,TBR,3,2,4.68,24,9,57.2,250,57,32,30,8,19,0,3,55
800,Forrest Whitley,,4,5,4.42,26,9,57,249,52,30,28,7,25,0,4,57
801,Hogan Harris,ATH,4,4,4.11,42,9,92,400,82,45,42,11,45,1,4,91
802,Chris Clarke,,3,4,4.5,17,9,60,259,60,32,30,7,17,0,4,43
803,Chris Murphy,CHW,3,4,4.58,32,9,76.2,338,73,42,39,9,37,0,5,67
804,Grant Holmes,ATL,4,3,4.04,26,9,71.1,307,66,35,32,9,28,1,4,69
805,Ben Casparius,LAD,6,6,4.78,37,9,81,353,77,46,43,12,34,0,4,78
806,Will Johnston,ATH,4,4,4.52,36,9,71.2,313,68,39,36,10,33,0,1,69
807,Jeff Criswell,COL,3,4,4.66,29,9,77.1,344,80,43,40,12,34,1,2,71
808,Jack Cushing,,5,7,4.55,31,9,87,370,89,48,44,14,25,1,3,67
809,Jordan Balazovic,,3,5,4.62,34,9,66.1,293,67,37,34,8,29,0,1,53
810,Eiberson Castellano,COL,3,5,5.06,21,9,58.2,270,62,36,33,8,26,0,8,49
811,Roque Gutierrez,LAD,3,5,5.38,23,9,83.2,373,88,54,50,14,34,0,2,67
812,Blake Townsend,TEX,4,6,5,32,9,72,314,70,43,40,10,25,0,10,54
813,Ben Peoples,CHW,3,4,4.92,32,9,56.2,257,58,34,31,8,29,0,3,48
814,Jimmy Endersby,,3,5,4.7,17,9,59.1,261,62,34,31,9,24,0,2,42
815,Noah Davis,PIT,3,4,4.79,31,9,73.1,328,74,42,39,10,28,0,10,63
816,Shinnosuke Ogasawara,WSN,2,2,5.01,27,9,64.2,281,66,39,36,10,23,0,4,51
817,John Means,KCR,2,2,4.89,9,9,35,146,36,21,19,6,10,0,2,22
818,JJ Goss,ATH,3,5,5.07,27,9,55,244,58,34,31,8,22,0,3,37
819,Jonatan Bernal,ARI,4,4,4.66,19,9,65.2,294,75,37,34,9,20,0,3,36
820,Morgan McSweeney,,2,3,4.93,17,9,49.1,219,53,29,27,7,22,1,1,32
821,Luis Patiño,,1,2,5.06,11,9,32,142,32,19,18,5,15,0,1,25
822,Alex Santos II,HOU,3,3,4.94,14,9,43.2,196,44,26,24,7,22,0,1,35
823,Connor Van Scoyoc,WSN,5,8,5.02,31,9,89.2,402,102,54,50,12,31,0,6,49
824,Gerson Garabito,MIL,3,3,5.09,17,9,47.2,212,48,29,27,8,18,0,6,40
825,Nate Peterson,CIN,4,7,5.88,26,9,67.1,307,75,48,44,12,31,0,1,48
826,Nick Garcia,SEA,3,4,5.14,25,9,61.1,275,62,38,35,9,30,1,4,47
827,Juan Nuñez,BAL,1,2,5.71,16,9,47.1,218,48,32,30,8,27,0,5,39
828,Hunter Parks,CIN,2,4,6.32,23,9,52.2,251,54,40,37,9,35,0,7,42
829,Grant Taylor,CHW,3,3,3.55,46,8,55.2,237,50,24,22,5,19,1,0,59
830,Paxton Schultz,WSN,4,6,4.42,33,8,77.1,339,78,41,38,10,31,0,2,70
831,Jonathan Bowlan,PHI,4,5,4.46,42,8,80.2,348,79,43,40,12,28,1,3,78
832,Garrett McMillan,PIT,3,3,4.1,19,8,52.2,228,56,26,24,7,14,0,1,38
833,Bryan Hoeing,SDP,4,3,4.3,31,8,69,294,68,36,33,8,22,1,2,51
834,Brad Keller,PHI,5,5,4.44,46,8,81,349,77,43,40,11,33,0,3,73
835,Ryan Yarbrough,NYY,3,4,4.58,23,8,70.2,299,68,39,36,11,21,1,6,57
836,Dylan Smith,SFG,3,4,4.48,30,8,56.1,247,56,30,28,7,22,0,2,48
837,Lyon Richardson,CIN,3,4,4.99,42,8,74,329,72,44,41,9,36,2,4,65
838,Zach Penrod,WSN,2,3,4.3,26,8,44,197,42,23,21,4,22,0,4,39
839,Joey Lucchesi,LAA,4,3,4.26,35,8,76,331,79,39,36,9,28,1,2,54
840,Joey Gerber,NYM,1,1,4.32,33,8,43.2,186,42,23,21,6,14,0,2,40
841,Beau Brieske,DET,3,4,4.81,37,8,58,251,56,34,31,8,26,1,1,48
842,Kyle Funkhouser,TEX,2,3,5.07,13,8,49.2,224,47,30,28,7,26,0,4,48
843,Alex Amalfi,TOR,5,6,4.63,31,8,70,314,68,39,36,10,34,0,3,63
844,Brandon Komar,,3,5,5.46,25,8,84,371,94,55,51,13,29,0,3,52
845,Zane Mills,CHC,5,5,4.7,27,8,72.2,318,74,41,38,10,25,0,4,52
846,Tommy Vail,CHW,3,5,5.08,28,8,72.2,328,72,44,41,10,41,0,2,62
847,Logan Gillaspie,SDP,2,3,4.74,28,8,57,251,60,32,30,8,20,0,2,42
848,Dane Acker,TEX,2,4,5.04,26,8,60.2,269,60,37,34,9,28,0,3,51
849,Jordan Geber,NYM,3,3,4.97,20,8,54.1,241,59,32,30,8,19,0,2,36
850,Roel Garcia III,TBR,3,4,5.09,19,8,58.1,255,63,36,33,10,18,0,3,40
851,Brandyn Garcia,ARI,5,5,4.59,39,8,68.2,312,66,38,35,7,32,0,11,58
852,Elvin Rodríguez,,3,3,4.88,26,8,62.2,277,69,37,34,11,20,0,2,45
853,Caleb Bolden,BOS,3,4,5.12,21,8,56.1,257,59,35,32,8,27,0,6,42
854,Omar Cruz,SDP,4,4,4.77,30,8,77.1,348,73,44,41,11,41,0,7,73
855,Rhett Kouba,,3,5,4.94,29,8,74.2,339,79,44,41,10,35,0,5,49
856,Carlos Tavera,BAL,2,4,5.33,19,8,54,246,57,35,32,9,29,0,2,43
857,Jaylen Nowlin,MIN,3,5,5.27,30,8,68.1,313,68,43,40,10,38,0,7,59
858,Zach Willeman,,2,5,5.59,15,8,46.2,214,53,31,29,7,23,0,2,24
859,Jarod Bayless,PIT,3,4,5.25,30,8,58.1,259,58,37,34,9,18,0,14,46
860,Steven Matz,TBR,3,3,3.82,35,7,66,280,65,30,28,8,18,0,2,61
861,Brent Headrick,NYY,3,3,4.08,31,7,64,267,57,31,29,9,18,0,3,68
862,Hunter Gaddis,CLE,4,4,3.65,56,7,81.1,338,71,36,33,10,26,1,5,80
863,Tyler Alexander,TEX,7,8,4.82,37,7,95.1,404,96,55,51,15,25,2,3,79
864,Jacob Latz,TEX,2,2,4.52,39,7,79.2,345,71,43,40,10,39,2,2,77
865,Jacob Waguespack,MIL,3,3,4.17,22,7,54,232,51,27,25,7,20,0,3,51
866,Carl Edwards Jr.,DET,2,3,4.42,26,7,55,239,53,29,27,7,24,0,1,49
867,Yariel Rodríguez,TOR,3,3,4.32,51,7,73,313,63,38,35,10,35,1,4,73
868,TJ Shook,COL,4,6,5.02,28,7,66.1,298,71,40,37,9,26,0,6,51
869,Prelander Berroa,CHW,2,4,4.5,34,7,54,243,50,29,27,7,32,0,2,57
870,Scott Blewett,STL,3,4,4.32,32,7,66.2,289,68,35,32,8,24,1,2,48
871,Wil Jensen,,4,3,4.43,26,7,69,300,66,37,34,10,28,0,3,60
872,Kyle Virbitsky,,3,5,4.85,23,7,65,285,70,38,35,10,21,0,3,46
873,Victor Juarez,COL,4,6,5.06,31,7,80,354,90,49,45,13,25,0,5,53
874,Wil Crowe,,3,5,5.15,17,7,43.2,197,47,27,25,6,21,0,1,31
875,Houston Harding,LAA,2,3,5.22,17,7,50,227,54,31,29,7,24,0,1,35
876,Christian Roa,CHC,5,6,4.37,36,7,68,302,61,36,33,9,36,0,6,68
877,Andrew Bash,MIN,3,4,4.95,33,7,72.2,328,76,43,40,9,32,0,7,52
878,Cesar Gomez,,3,4,4.7,27,7,59.1,262,64,34,31,9,22,0,2,40
879,Austin Cox,ATL,3,3,4.82,36,7,71,311,73,41,38,10,28,0,3,56
880,Sean Hunley,DET,3,5,5.05,26,7,66,289,71,40,37,10,20,0,6,38
881,Carlos Duran,LAD,2,2,5.63,30,7,56,262,55,38,35,9,35,0,6,52
882,Jordany Ventura,,3,4,5.33,27,7,54,250,52,35,32,8,33,0,7,46
883,Luis Angel Rodriguez,,2,4,5.4,16,7,50,230,52,32,30,8,28,0,3,35
884,Tyler Holton,DET,5,4,3.59,64,6,77.2,306,66,34,31,9,19,1,2,64
885,Zak Kent,WSN,2,3,4.44,34,6,54.2,241,52,29,27,6,25,0,3,52
886,Ryan Lobus,TEX,5,5,4.59,37,6,66.2,287,60,37,34,9,24,0,6,64
887,Josh Maciejewski,,4,4,4.5,30,6,62,271,61,34,31,8,24,0,2,52
888,Cameron Foster,BAL,4,3,4.36,28,6,55.2,243,57,29,27,8,21,0,1,49
889,Carson Fulmer,PIT,2,3,4.45,30,6,68.2,300,69,37,34,9,29,2,3,54
890,Austin Love,STL,4,5,4.52,33,6,63.2,283,62,35,32,7,28,0,4,53
891,Peyton Pallette,CLE,3,3,4.24,41,6,63.2,278,57,32,30,9,28,0,5,67
892,Cole Winn,TEX,4,4,4.7,37,6,74.2,327,68,42,39,8,38,1,4,62
893,Pat Gallagher,TOR,4,4,4.76,29,6,68,300,70,39,36,10,25,0,3,53
894,Ricky Vanasco,DET,3,3,4.53,25,6,43.2,193,40,24,22,6,23,1,2,44
895,Reiss Knehr,MIL,2,3,4.76,24,6,51,224,48,29,27,7,24,1,3,47
896,Abdiel Mendoza,SEA,4,5,4.64,29,6,71.2,316,72,40,37,9,28,0,5,56
897,Cade Gibson,MIA,5,5,4.42,38,6,73.1,324,73,39,36,9,29,1,7,58
898,Garrett Davila,,4,6,4.84,41,6,67,297,68,39,36,9,28,1,5,54
899,Peter Van Loon,,4,5,4.81,25,6,54.1,241,55,31,29,8,22,0,5,46
900,Daniel Missaki,TEX,2,2,5.25,25,6,60,270,59,38,35,9,26,0,7,54
901,Touki Toussaint,,2,4,5.14,23,6,68.1,310,66,42,39,9,38,0,6,63
902,Michael Arias,NYY,2,4,5.2,28,6,45,209,42,28,26,6,28,1,4,44
903,Cole Percival,MIN,3,4,5.17,27,6,54,247,55,34,31,7,27,0,4,40
904,Mason Erla,LAA,2,4,5.17,18,6,45.1,203,51,28,26,7,17,0,2,28
905,Douglas Orellana,NYM,2,3,4.85,31,6,52,233,50,30,28,8,27,0,2,50
906,Edgar Sanchez,ATH,2,2,5.09,23,6,46,209,46,28,26,6,24,1,5,36
907,Chris Rodriguez,CHW,1,3,5.5,21,6,39.1,184,42,26,24,5,21,0,4,28
908,Junior Santos,,4,7,5.18,39,6,66,301,72,41,38,8,32,1,2,42
909,Reggie Crawford,SFG,0,1,5.21,15,6,19,87,18,12,11,3,10,0,4,19
910,Misael Tamarez,SDP,3,4,5.04,37,6,75,334,75,45,42,11,36,0,4,60
911,Michael Mercado,PHI,3,4,5.31,38,6,61,274,61,39,36,10,30,1,4,54
912,Ross Carver,,2,4,5.02,29,6,61,276,61,37,34,9,29,0,7,49
913,Tyler Cleveland,SEA,3,4,5.06,33,6,62.1,273,63,38,35,10,22,0,6,47
914,Andrew Dalquist,SDP,3,6,5.37,35,6,55.1,254,56,36,33,9,34,0,2,43
915,Luke Young,WSN,2,5,5.89,34,6,62.2,287,71,44,41,11,25,0,6,39
916,Garrett Whitlock,BOS,6,3,3.18,44,5,70.2,289,60,27,25,7,18,1,3,80
917,Mason Englert,TBR,3,2,3.82,38,5,70.2,296,66,32,30,8,19,0,3,65
918,Jared Koenig,MIL,5,3,3.63,54,5,72,305,65,31,29,7,24,2,3,71
919,Sammy Peralta,COL,4,4,4.05,31,5,73.1,310,69,36,33,9,21,2,4,64
920,Kyle Leahy,STL,4,4,4.05,49,5,86.2,368,81,42,39,9,30,0,3,77
921,Angel Zerpa,MIL,4,3,3.72,57,5,67.2,284,61,30,28,7,21,1,3,63
922,Luke Weaver,NYM,4,4,4.13,47,5,69.2,295,64,35,32,10,24,0,2,77
923,Sean Hjelle,,4,5,4.25,43,5,84.2,371,88,43,40,9,24,2,8,68
924,Jack Anderson,BOS,4,4,4.39,27,5,71.2,310,76,38,35,10,20,1,1,58
925,Easton McGee,MIL,3,3,3.92,32,5,62,259,57,29,27,7,17,0,4,52
926,Ryan Watson,BOS,4,3,4.18,36,5,60.1,261,61,30,28,7,20,1,3,49
927,Tristan Beck,SFG,3,3,4.16,39,5,80,340,78,40,37,10,25,1,4,65
928,Avery Weems,,2,3,4.56,27,5,49.1,215,48,27,25,6,18,0,3,43
929,Tyler Gilbert,CHW,2,4,4.89,39,5,57,249,57,34,31,8,22,1,2,51
930,Porter Hodge,CHC,4,4,4.23,42,5,61.2,272,50,31,29,7,36,1,4,72
931,Bryan Mata,,3,3,4.5,32,5,62,279,59,34,31,7,31,0,6,60
932,Kyle Nicolas,CIN,3,4,4.88,51,5,73.2,328,68,43,40,10,38,0,5,75
933,Keegan Thompson,COL,3,5,4.94,31,5,62,274,62,37,34,9,27,0,5,56
934,Sam Bachman,LAA,3,4,4.5,36,5,48,216,46,26,24,5,24,1,4,44
935,Jake Miller,DET,3,3,4.78,15,5,49,214,52,28,26,8,14,0,3,39
936,Joe Ross,TEX,2,2,4.18,32,5,56,248,58,28,26,6,22,1,3,42
937,David Leal,,3,3,4.79,34,5,65.2,287,69,38,35,9,21,0,5,46
938,Beau Burrows,PIT,3,4,4.53,31,5,53.2,240,54,29,27,6,25,1,3,43
939,Osvaldo Berrios,BOS,4,4,4.75,31,5,58.2,260,63,34,31,8,21,0,3,43
940,Jack Leftwich,CLE,3,4,4.53,30,5,49.2,217,50,27,25,7,20,0,1,40
941,Garrett McDaniels,LAD,3,2,4.7,36,5,51.2,235,51,29,27,6,26,0,4,44
942,Cory Wall,ATL,3,3,4.62,30,5,50.2,222,51,28,26,7,18,1,4,41
943,Brayan Castillo,COL,2,3,5.14,34,5,54.1,249,56,34,31,7,31,1,3,46
944,Justin Meis,PIT,3,5,4.55,35,5,65.1,289,67,36,33,9,28,2,2,52
945,Nick Davila,SEA,3,4,4.67,29,5,59.2,259,63,34,31,8,19,0,2,40
946,Luis F. Castillo,,1,1,5.19,15,5,24.1,112,27,15,14,3,11,0,1,17
947,Angel Macuare,,2,2,5.06,22,5,48,215,53,29,27,7,17,0,3,33
948,Antoine Kelly,LAD,3,3,4.95,33,5,52.2,237,48,31,29,7,29,0,6,51
949,Jackson Kowar,BAL,2,4,5.15,30,5,50.2,232,53,31,29,7,25,0,4,43
950,Garrett Schoenle,CHW,3,6,4.92,37,5,64,282,66,38,35,10,27,0,3,51
951,Alec Gamboa,BOS,3,5,4.99,20,5,52.1,240,57,31,29,6,28,0,2,33
952,Tanner Burns,CLE,3,3,4.77,29,5,54.2,245,55,31,29,7,28,0,2,41
953,Emmanuel Chapman,PIT,3,5,4.82,30,5,65.1,296,66,38,35,8,33,0,6,51
954,Colin Peluse,PHI,3,3,5.25,36,5,61.2,268,68,39,36,11,18,0,2,42
955,Antonio Jimenez,,3,3,4.63,30,5,58.1,261,59,32,30,8,28,0,3,49
956,Wyatt Mills,LAD,2,3,5.28,31,5,44.1,199,43,28,26,7,21,2,6,39
957,Nick Hull,SEA,2,3,4.99,29,5,61.1,275,62,37,34,9,28,0,4,47
958,Jake Walkinshaw,MIA,2,4,5.05,27,5,46.1,210,53,28,26,7,19,0,2,27
959,Bobby Milacki,,3,3,5.14,29,5,61.1,273,67,38,35,10,22,0,4,37
960,Samy Natera Jr.,LAA,2,4,5.33,39,5,55.2,254,52,36,33,9,35,0,5,58
961,Hayden Merda,NYY,2,4,5.53,34,5,55.1,251,55,37,34,9,28,0,5,45
962,Geison Urbaez,TOR,2,2,5.43,24,5,49.2,232,54,32,30,7,26,0,5,30
963,Wander Guante,,3,4,5.4,32,5,66.2,300,72,43,40,11,28,0,5,45
964,Stiven Cruz,MIL,2,4,5.31,28,5,62.2,282,65,40,37,11,28,0,4,48
965,Adonis Medina,,3,4,5.71,32,5,56.2,265,63,39,36,9,28,0,7,40
966,Alonzo Richardson,,2,2,5.42,23,5,69.2,323,79,45,42,10,35,0,2,36
967,Beck Way,KCR,3,7,5.53,37,5,66.2,311,68,44,41,8,38,1,10,45
968,Tyler Guilfoil,,3,5,5.33,35,5,74.1,340,73,48,44,12,41,0,9,63
969,Koyo Aoyagi,,1,2,7.91,19,5,27.1,143,29,26,24,4,30,0,6,18
970,Edwin Núñez,STL,3,5,5.71,32,5,52,245,52,36,33,8,32,1,10,39
971,Jakob Junis,TEX,3,3,4.06,41,4,71,295,66,35,32,8,18,1,4,61
972,Sean Newcomb,CHW,3,3,4.12,39,4,74.1,325,72,37,34,8,29,2,4,68
973,Jack Dreyer,LAD,3,2,4.18,59,4,66.2,275,57,34,31,9,25,3,1,69
974,Cole Sands,MIN,5,4,3.93,57,4,68.2,288,62,32,30,8,21,1,4,67
975,Brenan Hanifee,DET,3,3,3.93,50,4,68.2,295,71,32,30,7,18,1,3,50
976,Kevin Herget,NYM,2,2,4.28,35,4,54.2,233,56,28,26,7,15,0,2,44
977,James McArthur,KCR,3,3,4.3,30,4,46,203,45,24,22,5,17,1,3,42
978,Erik Miller,SFG,4,3,3.55,54,4,50.2,220,43,22,20,4,28,2,2,53
979,Garrett Hawkins,SDP,5,5,4.16,37,4,56.1,244,52,28,26,8,23,0,1,60
980,Drew Pomeranz,LAA,2,3,4.29,54,4,48.1,204,45,25,23,7,16,1,5,49
981,Shawn Dubin,,2,2,3.91,33,4,46,205,45,22,20,5,21,0,2,43
982,José Rodríguez,LAD,5,6,4.74,36,4,60.2,267,55,35,32,9,30,0,3,66
983,Max Kranick,WSN,1,2,4.69,26,4,40.1,172,41,23,21,6,12,0,1,31
984,Hayden Juenger,TOR,3,4,4.42,42,4,57,248,54,30,28,7,24,0,3,48
985,Edgardo Henriquez,LAD,2,3,4.73,40,4,45.2,203,41,26,24,6,23,0,4,49
986,Shintaro Fujinami,,4,3,4.32,29,4,50,222,43,26,24,5,28,0,4,52
987,Spencer Miles,TOR,1,2,4.36,17,4,22.2,99,21,12,11,4,9,0,0,24
988,Michael Darrell-Hicks,PIT,3,4,4.48,33,4,58.1,256,59,31,29,7,20,0,6,46
989,Josh Fleming,TOR,4,5,4.6,38,4,74.1,329,85,41,38,9,22,2,3,36
990,Stephen Nogosek,,2,3,4.76,34,4,47.1,211,46,27,25,6,23,0,3,40
991,Julian Garcia,CIN,1,2,5.47,7,4,24.2,112,25,16,15,5,12,0,2,25
992,Corbin Martin,CHC,3,4,4.69,36,4,55.2,247,52,31,29,7,29,0,2,52
993,Cruz Noriega,,2,4,5.07,24,4,49.2,221,53,30,28,7,20,0,2,35
994,Bailey Horn,DET,3,4,4.61,41,4,52.2,235,51,29,27,7,27,1,2,48
995,Matt Krook,ATH,3,4,4.92,35,4,56.2,257,53,34,31,7,34,0,4,55
996,Ryan Jensen,CHC,3,4,4.74,29,4,43.2,197,38,25,23,5,28,0,3,43
997,Jayden Murray,HOU,2,2,4.59,43,4,66.2,294,64,37,34,9,28,0,7,57
998,Oscar Rayo,KCR,2,4,4.91,29,4,73.1,326,80,43,40,10,25,0,5,46
999,Cody Bolton,HOU,2,2,4.57,29,4,43.1,194,42,24,22,6,21,0,3,37
1000,Noah Song,BOS,2,2,5.09,26,4,46,208,46,28,26,6,25,1,4,38
1001,Saul Garcia,NYM,3,5,5.15,31,4,50.2,231,47,31,29,7,29,0,5,51
1002,Carlos Guzman,NYM,3,5,5.07,34,4,55,246,55,34,31,8,26,0,4,46
1003,Sean Harney,ARI,1,1,4.77,23,4,37.2,170,40,22,20,5,17,0,3,26
1004,Valentin Linarez,WSN,3,5,5.14,35,4,56,255,57,35,32,8,28,0,5,46
1005,Daniel Lloyd,BAL,4,6,5.01,29,4,59.1,265,64,36,33,9,24,1,3,40
1006,Eduardo Salazar,MIN,2,4,5.03,48,4,68,316,74,41,38,8,34,1,6,50
1007,Thomas Schultz,WSN,1,2,5.5,40,4,54,239,57,36,33,9,24,1,1,41
1008,Will Bednar,SFG,2,3,4.71,34,4,49.2,226,45,28,26,7,28,0,7,51
1009,Gabriel Jackson,,3,4,5.18,22,4,57.1,262,64,36,33,8,26,0,4,32
1010,Parker Dunshee,,2,5,5.4,30,4,53.1,244,56,35,32,8,25,1,7,41
1011,Gunner Mayer,SEA,3,3,5.12,33,4,52.2,241,49,32,30,7,32,0,5,49
