#,Name,Team,W,L,ERA,G,GS,IP,TBF,H,R,ER,HR,BB,HBP,SO
661,Chris Devenski,PIT,1,1,4.41,22,0,22,95,23,12,11,3,7,1,19
662,Max Lazar,PHI,1,1,4.37,12,0,12,51,12,6,6,2,4,0,9
663,Wandy Peralta,SDP,2,2,3.94,36,0,36,158,34,17,16,3,17,2,31
664,Juan Burgos,ARI,1,1,4.53,11,0,11,50,12,6,6,1,5,1,9
665,Kyle Nicolas,CIN,1,1,4.89,16,0,16,71,15,9,9,2,9,1,16
666,Grant Hartwig,MIN,0,0,4.62,9,0,9,41,9,5,5,1,4,1,7
667,Eric Reyzelman,NYY,0,0,4.42,9,0,9,41,8,5,4,1,6,0,9
668,Kervin Castro,NYY,1,1,4.42,22,0,22,97,21,12,11,3,10,1,20
669,Jared Shuster,STL,1,1,4.52,12,0,12,53,13,7,6,1,4,0,8
670,Ronan Kopp,LAD,0,0,4.55,7,0,7,33,6,4,4,1,5,0,7
671,Steven Cruz,KCR,2,2,4.59,36,0,36,157,33,20,18,5,17,2,37
672,Jake Eder,LAD,1,1,4.75,9,0,9,40,9,5,5,1,4,1,7
673,Ty Adcock,SDP,1,1,4.23,16,0,16,68,15,8,7,2,6,1,14
674,Drew Smith,MIN,0,1,4.61,10,0,10,46,10,6,5,2,5,0,9
675,JT Brubaker,SFG,1,1,4.35,35,0,35,156,36,19,17,4,15,2,29
676,Zach Pop,PHI,1,2,4.55,29,0,29,125,30,16,15,3,11,2,23
677,Tyler Ferguson,CHC,1,1,4.58,13,0,13,57,12,7,7,2,6,1,12
678,Zak Kent,WSN,1,1,4.61,25,0,25,109,24,14,13,3,11,1,22
679,Mitch Farris,LAA,1,2,4.58,32,0,32,141,32,18,16,5,13,1,31
680,Luis Curvelo,TEX,1,1,4.91,18,0,18,80,18,11,10,3,8,1,16
681,Cole Wilcox,SEA,1,1,4.23,14,0,14,62,14,7,7,2,6,1,12
682,Angel Chivilli,NYY,1,1,4.64,20,0,20,85,19,11,10,3,8,1,18
683,Cole Winn,TEX,1,2,4.45,31,0,31,137,29,17,16,4,15,2,28
684,Kade Strowd,ARI,1,1,4.19,20,0,20,87,20,10,9,2,10,1,17
685,Yilber Díaz,ARI,1,1,4.33,13,0,13,59,12,7,6,1,8,1,13
686,Carlos Carrasco,ATL,1,1,4.76,19,0,19,85,22,11,10,3,6,1,15
687,Logan Gillaspie,SDP,1,1,4.36,12,0,12,52,12,6,6,2,4,1,9
688,David Morgan,SDP,1,2,4.17,32,0,32,137,29,16,15,4,15,2,32
689,Yoendrys Gómez,MIN,2,2,4.6,40,0,40,173,38,22,20,6,17,3,39
690,Ben Peoples,CHW,1,1,4.59,13,0,13,58,13,7,7,2,7,1,11
691,Scott Blewett,STL,1,1,4.2,21,0,21,92,22,11,10,3,8,1,17
692,PJ Poulin,WSN,2,2,4.38,30,0,30,132,29,16,15,4,14,2,28
693,Rolddy Muñoz,ATL,0,1,4.47,12,0,12,52,12,6,6,1,6,1,10
694,Adam Macko,TOR,2,2,4.31,31,0,31,135,30,16,15,4,13,2,28
695,Anthony Molina,ATL,1,1,4.63,16,0,16,68,17,9,8,2,5,0,11
696,Jack Ralston,MIA,1,1,4.55,13,0,13,58,12,7,7,2,8,1,12
697,Eduarniel Núñez,BAL,1,1,4.65,14,0,14,64,14,8,7,2,9,1,13
698,Najer Victor,LAA,1,1,4.46,27,0,27,121,25,15,13,3,16,1,27
699,Bradley Blalock,MIA,1,1,4.53,16,0,16,68,16,8,8,2,6,1,12
700,Victor Mederos,ATL,1,1,4.77,13,0,13,57,13,7,7,2,5,1,10
701,Luis Mey,CIN,1,2,4.93,20,0,20,90,18,12,11,3,13,2,20
702,Connor Seabold,TOR,1,2,4.9,34,0,34,148,36,20,18,5,11,3,29
703,Ricky Vanasco,DET,2,2,4.5,34,0,34,149,32,18,17,4,18,1,33
704,Joe La Sorsa,PIT,1,1,4.62,12,0,12,52,13,6,6,2,4,1,8
705,Zach Brzykcy,MIA,0,1,4.79,10,0,10,46,10,6,6,1,6,0,9
706,Valente Bellozo,COL,0,1,5.61,10,0,10,46,12,7,6,2,4,0,7
707,Beck Way,KCR,0,1,4.95,10,0,10,48,11,6,6,1,6,1,8
708,Mason Black,KCR,1,2,4.77,34,0,34,150,35,19,18,5,14,2,28
709,Misael Tamarez,SDP,0,0,5.01,7,0,7,33,7,4,4,1,4,0,5
710,Wikelman González,CHW,1,1,4.43,20,0,20,90,18,11,10,3,12,1,20
711,Chris Roycroft,STL,1,2,4.42,27,0,27,119,27,14,13,3,13,1,20
712,Cam Sanders,PIT,1,1,4.73,19,0,19,88,18,11,10,2,12,2,19
713,Daniel Duarte,NYM,1,1,4.05,30,0,30,131,28,15,14,3,14,1,28
714,Alec Gamboa,BOS,1,2,4.53,22,0,22,101,24,12,11,2,11,1,17
715,Brandyn Garcia,ARI,2,2,4.13,34,0,34,150,33,17,16,3,16,4,31
716,Andrew Hoffmann,ARI,2,2,4.36,28,0,28,122,28,15,13,3,12,1,24
717,Jose Franco,CIN,1,2,5.05,24,0,24,105,23,14,13,4,12,1,22
718,Alek Jacob,SDP,1,1,4.76,21,0,21,93,20,12,11,3,10,2,19
719,John Klein,MIN,2,2,4.44,32,0,32,140,32,17,16,4,11,3,29
720,Andre Granillo,WSN,1,1,4.97,18,0,18,81,18,11,10,3,9,1,16
721,Enmanuel De Jesus,DET,2,2,4.1,36,0,36,156,34,18,16,4,16,2,31
722,Tyler Schweitzer,CHW,1,1,4.65,22,0,22,95,23,12,11,3,8,1,15
723,Josh Ekness,MIA,1,2,4.4,30,0,30,131,28,16,15,3,15,3,29
724,Austin Love,STL,1,1,4.58,15,0,15,65,15,8,7,2,7,1,12
725,Seth Johnson,PHI,1,2,4.65,24,0,24,104,23,13,12,3,11,1,21
726,Hayden Harris,ATL,2,2,4.03,32,0,32,142,29,16,15,4,17,2,34
727,Ethan Roberts,CHC,1,2,4.27,31,0,31,136,29,16,15,4,14,2,29
728,Domingo Gonzalez,SEA,1,1,4.25,21,0,21,93,20,11,10,3,10,2,19
729,Trent Thornton,CHC,2,2,4.42,32,0,32,139,32,17,16,4,11,1,26
730,Gavin Collyer,TEX,2,2,4.79,33,0,33,147,30,19,17,4,20,4,32
731,Logan VanWey,HOU,1,1,4.49,26,0,26,114,24,14,13,3,13,2,25
732,Gavin Hollowell,CHC,1,1,4.75,19,0,19,86,18,11,10,2,11,1,19
733,Orlando Ribalta,WSN,1,2,4.59,36,0,36,161,35,20,18,5,18,2,33
734,Jayden Murray,HOU,1,1,4.65,24,0,24,105,23,13,12,3,11,2,19
735,Matt Pushard,STL,2,2,4.23,35,0,35,150,34,18,16,4,14,2,30
736,Garrett Hawkins,SDP,1,1,4.6,18,0,18,82,18,10,9,3,10,1,16
737,Eli Morgan,KCR,1,1,4.84,27,0,27,120,28,16,15,4,11,1,23
738,Eric Cerantola,KCR,1,1,4.62,26,0,26,116,24,15,13,3,15,2,26
739,Luis Peralta,CHC,1,1,4.49,17,0,17,76,15,9,8,2,11,1,16
740,Connor Phillips,CIN,1,2,5,30,0,30,134,27,18,17,4,18,2,32
741,Gordon Graceffo,STL,2,2,4.35,36,0,36,156,37,19,17,4,12,1,27
742,Alimber Santa,HOU,1,1,4.28,32,0,32,142,30,17,15,4,17,2,30
743,Zach Maxwell,CIN,1,1,4.94,28,0,28,124,26,16,15,4,17,1,29
744,Robinson Ortiz,SEA,1,1,4.1,29,0,29,126,26,14,13,3,16,1,26
745,Cade Gibson,MIA,2,2,4.26,34,0,34,147,34,17,16,4,13,3,27
746,William Kempner,MIA,1,2,4.66,25,0,25,110,23,14,13,3,14,3,25
747,Josh Simpson,SEA,1,2,4.4,27,0,27,119,25,14,13,4,14,2,28
748,Trevor Martin,TBR,1,2,4.79,29,0,29,126,30,17,15,5,11,2,24
749,Brandan Bidois,PIT,2,2,4.7,32,0,32,144,31,18,17,5,17,1,31
750,Wyatt Mills,LAD,1,1,5.12,18,0,18,82,18,11,10,3,10,2,16
751,Tejay Antone,CIN,1,2,4.91,39,0,39,171,39,23,21,5,17,3,34
752,Blas Castaño,COL,1,2,5.75,26,0,26,119,32,18,17,4,10,3,18
753,Jonathan Heasley,TBR,1,2,5.02,30,0,30,129,32,18,17,5,9,1,21
754,AJ Blubaugh,HOU,2,2,4.54,36,0,36,157,34,20,18,5,16,1,32
755,Yovanny Cruz,NYY,1,2,4.86,27,0,27,123,26,16,15,4,15,3,26
756,Justin Bruihl,STL,2,2,4.3,39,0,39,169,38,20,18,4,17,4,32
757,Tyler Davis,CHW,2,3,4.68,41,0,41,181,39,23,21,5,21,1,37
758,Nick Davila,SEA,1,2,4.48,31,0,31,136,32,17,15,4,12,1,22
759,George Soriano,STL,2,2,4.45,40,0,40,174,38,21,20,5,17,3,36
760,Tony Santillan,CIN,2,3,4.81,45,0,45,197,42,26,24,7,22,3,47
761,Antonio Senzatela,COL,2,4,5.15,45,1,50,223,60,31,29,7,17,2,33
762,Caleb Kilian,SFG,2,2,4.33,41,0,41,179,42,22,20,5,16,2,35
763,Ryan Rolison,CHC,2,2,4.48,36,0,36,159,37,20,18,5,15,1,29
764,Joel Peguero,SFG,2,2,4.43,40,0,40,176,41,21,20,4,17,2,30
765,Cole Henry,WSN,1,2,4.96,40,0,40,176,36,23,22,6,22,4,38
