#,Name,Team,W,L,ERA,G,GS,IP,TBF,H,R,ER,HR,BB,HBP,SO,,,,
287,Max Scherzer,TOR,3,4,4.74,12,12,59,253,58,34,31,12,18,3,54,,,,
288,Doug Nikhazy,CHC,2,4,5.17,13,11,49,226,53,31,28,6,27,2,43,,,,
289,Camilo Doval,NYY,3,2,3.96,46,0,43,182,35,21,19,4,18,2,48,,,,
290,Garrett Cleavinger,TBR,3,2,3.47,39,0,36,149,27,15,14,4,14,4,46,,,,
291,Mark Leiter Jr.,ATH,3,3,3.9,37,1,36,155,33,17,16,4,13,3,40,,,,
292,Mason Black,KCR,3,4,4.88,16,13,62,273,63,36,34,8,27,4,51,,,,
293,Luke Weaver,NYM,3,3,4.14,34,3,46,198,43,23,21,6,16,2,51,,,,
294,Javier Assad,CHC,3,3,4.23,16,12,67,290,65,34,32,9,25,2,52,,,,
295,Lance McCullers Jr.,HOU,3,4,4.66,12,11,52,232,49,30,27,7,28,4,53,,,,
296,Gordon Graceffo,STL,3,4,4.44,29,7,63,274,64,34,31,7,22,2,48,,,,
297,George Klassen,LAA,3,5,4.99,13,13,58,255,56,35,32,8,27,4,53,,,,
298,Sammy Peralta,COL,1,3,5.77,17,3,37,169,47,26,24,5,12,3,31,,,,
299,Braydon Fisher,TOR,3,2,3.63,42,1,44,189,36,19,18,5,21,2,51,,,,
300,J.P. France,HOU,2,3,4.32,12,7,45,198,45,24,22,6,19,1,41,,,,
301,Ty Madden,DET,2,2,4.68,12,9,51,223,51,29,27,7,21,2,46,,,,
302,Jovani Morán,BOS,2,2,4.19,26,3,34,150,31,17,16,3,17,1,39,,,,
303,Cooper Criswell,SEA,3,3,4.31,21,9,57,245,57,30,28,7,18,5,50,,,,
304,Luis Medina,ATH,2,3,4.79,14,8,44,193,42,25,23,4,21,4,37,,,,
305,Chase Solesky,TBR,2,4,5.08,13,12,57,252,62,35,32,9,20,2,39,,,,
306,Brady Basso,ATH,2,2,4.45,14,8,42,180,43,22,21,6,14,1,34,,,,
307,Kolby Allard,CLE,1,2,4.22,18,6,50,215,52,25,23,7,16,1,39,,,,
308,Peyton Gray,TEX,3,4,4.26,26,1,40,170,36,21,19,5,15,1,41,,,,
309,Hunter Gaddis,CLE,3,2,3.86,36,4,48,204,44,23,21,6,16,3,47,,,,
310,Tommy Nance,TOR,2,1,3.6,32,1,36,151,34,15,14,4,12,2,37,,,,
311,Brooks Raley,NYM,2,1,3.69,33,1,29,119,23,13,12,2,10,3,30,,,,
312,José Urquidy,PIT,2,3,4.45,11,8,43,184,45,23,21,6,12,2,30,,,,
313,Jordan Hicks,CHW,2,4,4.88,27,6,48,217,47,29,26,4,26,4,45,,,,
314,Ryan Walker,SFG,4,3,3.59,42,1,42,177,37,18,17,4,15,3,44,,,,
315,Luinder Avila,KCR,2,3,4.48,17,9,52,229,50,28,26,6,24,3,46,,,,
316,Daniel Palencia,CHC,3,2,3.68,31,2,35,149,29,16,15,4,15,2,40,,,,
317,Joel Kuhnel,ATH,2,2,4.01,33,1,37,158,40,18,17,4,9,2,26,,,,
318,Robert Garcia,TEX,3,3,3.72,38,0,35,149,30,16,15,3,13,1,39,,,,
319,Dennis Santana,PIT,3,3,3.78,44,0,44,183,39,20,18,4,15,2,38,,,,
320,Jack Anderson,BOS,2,2,4.47,16,3,43,186,46,23,21,6,12,1,35,,,,
321,Justin Sterner,ATH,3,3,4.04,38,1,42,176,37,20,19,5,15,2,43,,,,
322,Kevin Kelly,TBR,3,3,3.68,42,1,43,174,39,19,17,4,10,4,37,,,,
323,Brandon Eisert,CHW,2,3,4.25,37,2,39,167,37,20,18,4,15,2,39,,,,
324,Eric Lauer,LAD,4,6,4.92,19,12,74,320,75,44,40,14,26,2,64,,,,
325,Chase Silseth,LAA,2,3,4.39,24,7,43,189,39,23,21,5,21,2,45,,,,
326,Erik Sabrowski,CLE,2,1,3.45,32,1,31,135,22,13,12,3,20,1,45,,,,
327,Charlie Barnes,LAD,2,4,5.67,11,10,58,258,67,40,37,11,19,4,47,,,,
328,Eric Orze,MIN,2,2,3.96,36,0,43,189,39,21,19,4,21,2,43,,,,
329,Lazaro Estrada,TOR,2,3,4.81,14,9,50,215,51,29,27,8,16,3,42,,,,
330,Scott Barlow,ATH,3,2,3.94,45,1,42,181,36,20,18,4,21,4,46,,,,
331,Griffin Canning,SDP,3,4,4.71,13,13,64,277,61,36,33,10,26,2,60,,,,
332,Walbert Ureña,LAA,3,6,5.11,17,16,79,355,80,49,45,9,41,5,62,,,,
333,Hunter Dobbins,STL,2,3,4.68,9,9,45,198,47,26,24,6,16,2,32,,,,
334,Bryan Abreu,HOU,3,2,3.52,45,0,45,191,34,19,17,5,24,3,59,,,,
335,Grant Holmes,ATL,3,3,4.46,18,9,58,254,56,31,29,8,25,2,56,,,,
336,Yennier Cano,BAL,3,2,3.5,45,0,40,169,38,17,16,4,12,2,36,,,,
337,Angel Zerpa,MIL,3,2,4.01,38,3,44,186,41,21,20,5,15,2,39,,,,
338,Cole Sands,MIN,3,3,4.11,36,2,42,178,39,21,19,5,13,2,41,,,,
339,Brenan Hanifee,DET,2,2,4.02,30,3,41,176,44,20,18,4,10,2,30,,,,
340,Chayce McDermott,LAD,3,3,4.76,14,8,44,193,40,25,23,7,22,2,43,,,,
341,Eduard Bazardo,SEA,3,2,3.62,42,0,45,189,39,20,18,5,16,2,45,,,,
342,Jaden Hill,COL,2,2,4.35,31,2,34,146,31,18,16,4,14,4,37,,,,
343,Tyler Rogers,TOR,3,2,3.57,48,0,45,188,44,19,18,4,11,2,31,,,,
344,Jared Shuster,STL,2,3,4.62,19,6,48,210,51,27,25,5,17,1,32,,,,
345,Huascar Brazobán,NYM,3,2,4.13,35,2,42,184,38,21,19,4,19,3,41,,,,
346,Grant Wolfram,BAL,3,2,3.7,30,0,36,155,33,16,15,3,14,3,38,,,,
347,Spencer Miles,TOR,1,1,3.63,15,3,24,100,21,10,10,3,8,0,25,,,,
348,Colin Holderman,CLE,2,2,3.74,29,1,32,135,28,14,13,3,12,2,33,,,,
349,Lucas Erceg,KCR,4,3,3.83,38,0,38,164,34,17,16,2,18,3,35,,,,
350,Steven Okert,HOU,1,1,3.82,41,1,39,162,32,18,16,6,14,2,43,,,,
351,Chris Murphy,CHW,2,3,4.73,20,5,45,201,44,26,24,5,23,3,40,,,,
352,Easton McGee,MIL,2,2,3.99,19,3,36,151,34,17,16,4,10,2,30,,,,
353,Hogan Harris,ATH,2,3,4.23,34,5,60,265,54,31,28,7,32,3,61,,,,
354,Evan Sisk,PIT,1,1,3.75,36,0,38,165,34,17,16,3,17,3,40,,,,
355,Brad Keller,PHI,3,3,4.39,34,4,53,228,50,28,26,7,21,2,50,,,,
356,Chris Martin,TEX,2,2,3.6,29,0,26,108,25,11,10,3,4,1,25,,,,
357,Ryan Yarbrough,NYY,2,2,4.5,17,4,45,192,43,25,23,6,14,4,37,,,,
358,Cody Laweryson,MIN,2,2,4.15,21,1,30,129,29,15,14,3,10,2,27,,,,
359,Clayton Beeter,WSN,2,2,4.32,24,5,42,182,35,22,20,5,23,2,50,,,,
360,Bryan Hudson,CHW,2,2,4.42,35,2,38,167,37,20,19,4,17,2,37,,,,
361,Bryan King,HOU,2,2,3.58,40,0,42,174,37,18,17,4,13,4,39,,,,
362,Ryan Watson,BOS,2,2,4.48,27,3,45,198,47,25,23,6,16,2,38,,,,
363,Zach Thornton,NYM,2,3,4.88,9,9,40,175,42,24,22,5,13,3,31,,,,
364,Jimmy Herget,COL,1,1,4.5,33,1,42,180,42,23,21,6,13,3,40,,,,
365,Dax Fulton,MIA,3,5,4.74,12,11,55,245,56,31,29,7,27,3,45,,,,
366,Danny Coulombe,BOS,1,1,3.63,33,1,25,109,24,11,10,2,10,1,23,,,,
367,Casey Legumina,TBR,3,4,4.46,33,2,41,179,42,22,20,4,16,3,35,,,,
368,Brandon Williamson,CIN,2,4,5.45,12,12,56,252,57,37,34,8,29,4,43,,,,
369,Tim Herrin,CLE,2,2,3.81,41,0,36,157,31,17,15,3,18,3,37,,,,
370,Gus Varland,WSN,2,2,4.32,31,1,36,159,36,19,17,4,16,2,36,,,,
371,Isaac Mattson,PIT,2,2,3.79,36,1,41,177,37,19,17,4,19,2,38,,,,
372,Yoendrys Gómez,MIN,2,3,5.06,23,10,59,262,59,36,33,9,27,5,58,,,,
373,Adam Macko,TOR,3,3,4.65,13,8,43,186,41,24,22,6,18,4,38,,,,
374,Anthony Bender,MIA,3,2,3.38,35,0,33,138,28,13,12,3,12,2,33,,,,
375,Luis Gil,NYY,3,4,5.09,13,12,58,255,53,36,33,10,30,3,57,,,,
376,Joe Mantiply,TOR,2,2,4.05,29,1,29,123,30,14,13,3,7,1,25,,,,
377,Riley O'Brien,STL,2,2,3.54,38,0,41,173,35,17,16,3,17,5,44,,,,
378,Gabe Speier,SEA,2,2,3.56,40,0,33,138,28,14,13,4,11,2,37,,,,
379,Rico Garcia,BAL,2,2,4.04,35,1,37,160,33,18,17,5,17,1,42,,,,
380,Jake Bennett,BOS,2,3,4.83,11,11,41,181,45,24,22,5,13,2,27,,,,
381,Ryan Fernandez,STL,3,2,3.92,32,0,36,154,32,17,16,4,15,1,40,,,,
382,Dylan Smith,SFG,2,2,4.49,17,4,31,136,32,17,16,3,12,1,26,,,,
383,Erik Miller,SFG,2,2,3.49,36,2,33,146,27,14,13,2,20,1,37,,,,
384,Connor Seabold,DET,2,3,5.37,19,7,49,217,55,32,29,7,17,5,41,,,,
385,Tristan Beck,SFG,2,2,4.2,22,3,45,192,45,23,21,6,14,2,36,,,,
386,Enyel De Los Santos,HOU,2,2,3.76,41,0,41,172,36,19,17,5,13,2,40,,,,
387,Ian Hamilton,ATL,1,1,3.74,25,1,29,125,26,13,12,3,13,1,30,,,,
388,Julian Fernández,WSN,1,2,4.42,26,2,30,131,29,16,15,4,11,1,29,,,,
389,Shawn Armstrong,CLE,2,1,3.79,35,2,36,151,32,16,15,5,13,3,38,,,,
390,Keegan Akin,BAL,2,2,4.21,36,2,40,169,38,20,19,6,13,1,40,,,,
391,Jason Alexander,HOU,2,3,4.79,15,11,64,284,70,37,34,10,24,3,49,,,,
392,Will Klein,LAD,3,2,4.21,33,0,39,172,35,20,18,3,21,2,41,,,,
393,Edgardo Henriquez,LAD,2,2,4.58,29,2,32,141,29,18,16,4,16,3,34,,,,
394,Jonathan Loáisiga,ARI,2,1,3.36,29,1,29,124,29,12,11,3,7,2,23,,,,
395,Jameson Taillon,CHC,5,7,5.04,18,18,94,400,97,57,52,19,25,2,76,,,,
396,Cole Sulser,TBR,2,2,4.16,30,1,34,148,34,17,16,4,12,1,29,,,,
397,Tyler Kinley,ATL,3,3,4.19,41,0,40,169,34,20,18,5,17,1,45,,,,
398,Alek Manoah,LAA,2,3,5,10,9,48,211,46,29,27,6,22,4,41,,,,
399,Juan Mejia,COL,2,3,4.42,39,0,45,195,40,24,22,5,21,5,48,,,,
400,Brennan Bernardino,COL,2,3,4.23,37,2,33,146,33,17,16,3,14,3,29,,,,
401,Taylor Rogers,MIN,2,2,4.07,37,0,33,143,31,16,15,3,14,3,33,,,,
402,Ben Casparius,LAD,3,4,4.96,22,5,46,203,45,28,26,7,20,2,45,,,,
403,Caleb Thielbar,CHC,3,2,4.05,35,0,29,121,26,14,13,4,10,0,29,,,,
404,Anthony Molina,ATL,2,3,4.95,16,8,55,241,62,33,30,8,17,1,37,,,,
405,Andrew Hoffmann,ARI,3,3,4.37,22,6,48,212,48,26,23,6,20,2,44,,,,
406,Jackson Rutledge,PHI,2,3,4.96,23,7,50,220,52,30,27,7,21,4,42,,,,
407,Sam Aldegheri,LAA,3,6,5.48,14,13,69,308,73,45,42,11,32,5,52,,,,
408,Keegan Thompson,COL,2,3,5,17,3,35,154,35,21,19,5,15,3,31,,,,
409,JoJo Romero,STL,3,2,3.66,44,0,42,178,37,19,17,4,17,2,41,,,,
410,Brock Burke,CIN,2,3,4.46,43,1,42,185,41,23,21,5,17,2,40,,,,
411,Cameron Foster,BAL,2,2,4.52,18,3,35,157,37,19,18,5,15,1,31,,,,
412,Lake Bachar,MIA,2,2,4.05,32,1,44,189,40,22,20,6,19,2,47,,,,
413,Sam Bachman,LAA,2,2,4.39,27,3,35,154,33,19,17,4,17,3,34,,,,
414,Jason Adam,SDP,3,2,3.46,37,0,35,144,28,14,13,3,13,3,32,,,,
415,Carl Edwards Jr.,DET,1,1,4.46,15,4,32,142,31,17,16,4,15,1,31,,,,
416,Taylor Rashi,ARI,2,2,3.99,25,1,39,171,38,19,17,4,17,1,39,,,,
417,Joey Gerber,NYM,1,1,4.26,19,4,25,106,24,13,12,3,8,1,24,,,,
418,Osvaldo Bido,,2,5,6.1,19,8,56,255,63,41,38,9,26,7,49,,,,
419,Andrew Nardi,MIA,2,2,3.94,32,0,31,133,27,15,14,4,14,1,38,,,,
420,Richard Lovelady,WSN,2,2,4.67,32,2,34,148,35,19,17,3,13,3,32,,,,
421,Jake Eder,LAD,3,4,4.92,13,9,47,206,47,28,26,7,20,3,36,,,,
422,Vince Velasquez,CHC,2,2,4.53,9,7,36,156,34,20,18,6,15,1,35,,,,
423,Caleb Kilian,SFG,2,3,4.74,18,7,47,206,49,27,25,6,19,3,39,,,,
424,Tyler Schweitzer,CHW,2,4,5.02,15,8,55,246,60,34,31,8,21,1,39,,,,
425,John Klein,MIN,3,5,4.86,15,8,52,229,54,31,28,8,19,6,44,,,,
426,Brock Stewart,LAD,1,0,4.01,21,0,19,82,17,9,9,2,8,1,22,,,,
427,Germán Márquez,SDP,4,7,5.48,15,15,77,341,83,51,47,14,28,3,60,,,,
428,Jose Franco,CIN,2,4,5.67,18,12,54,245,56,37,34,9,28,3,48,,,,
429,Carlos Carrasco,ATL,3,5,5.44,14,12,60,272,73,40,37,10,20,3,46,,,,
430,Pierce Johnson,CIN,2,3,4.63,39,0,35,151,35,19,18,5,14,1,37,,,,
431,Yuki Matsui,SDP,1,1,4.06,33,0,35,152,30,17,16,4,17,1,37,,,,
432,Emilio Pagán,CIN,2,2,4.44,37,0,37,154,32,20,18,6,12,1,37,,,,
433,Michael Petersen,MIA,1,1,4.08,30,1,33,143,32,16,15,4,13,2,32,,,,
434,Alex Lange,KCR,2,2,4.04,32,1,31,137,26,15,14,2,18,2,34,,,,
435,Andrew Kittredge,BAL,2,2,3.81,33,1,32,134,31,15,14,5,8,1,31,,,,
436,Calvin Faucher,MIA,3,3,4.01,39,1,37,164,34,18,16,3,20,1,38,,,,
437,Matt Gage,SFG,2,2,4.06,38,1,36,157,36,18,16,4,14,1,30,,,,
438,Kirby Yates,LAA,2,2,3.96,29,0,26,112,21,13,12,3,13,2,32,,,,
439,Shaun Anderson,LAA,2,4,5.46,17,10,62,277,73,41,38,11,19,2,43,,,,
440,Nick Mears,KCR,3,3,4.5,38,0,35,152,33,19,17,4,15,1,31,,,,
441,Justin Slaten,BOS,2,2,4.2,25,1,27,116,25,14,13,4,10,1,27,,,,
442,Miles Mikolas,WSN,3,7,5.46,18,16,88,385,102,58,53,17,23,2,58,,,,
443,José Fermin,LAA,2,3,4.54,34,1,35,153,31,19,18,4,17,2,36,,,,
444,Anthony Nunez,BAL,3,3,4.14,37,0,39,163,33,19,18,5,15,3,44,,,,
445,Codi Heuer,CLE,1,1,3.72,23,0,26,111,24,12,11,3,10,2,27,,,,
446,Jordan Romano,COL,2,2,4.45,29,0,26,111,24,14,13,4,10,2,29,,,,
447,Paul Sewald,ARI,2,2,3.97,31,1,28,116,25,13,12,4,9,2,29,,,,
448,Bennett Sousa,HOU,1,1,3.9,25,0,26,111,22,12,11,3,11,1,29,,,,
449,Ryne Stanek,STL,2,3,4.26,40,0,36,159,31,18,17,4,21,1,39,,,,
450,Ron Marinaccio,SDP,2,2,4.29,34,0,43,180,37,22,20,5,17,3,41,,,,
451,Gregory Santos,SFG,1,1,3.82,23,0,25,111,25,12,11,1,12,2,21,,,,
452,Ty Blach,CHC,2,2,5.06,12,8,43,186,48,26,24,7,10,2,27,,,,
453,Cole Wilcox,SEA,2,3,4.55,21,7,52,228,51,28,26,6,23,4,42,,,,
454,Luke Little,CHC,1,1,4.18,25,1,32,137,25,16,15,3,18,3,35,,,,
455,Victor Mederos,ATL,3,5,5.12,12,11,57,252,59,35,32,8,24,7,41,,,,
456,Blake Treinen,LAD,2,2,4.35,28,1,24,104,23,13,12,3,10,2,25,,,,
457,Erick Fedde,CHW,3,8,5.61,19,15,89,397,100,60,55,16,35,2,64,,,,
458,Tim Hill,NYY,2,2,4.13,40,0,36,155,39,18,17,3,9,2,19,,,,
459,Kody Funderburk,MIN,3,3,4.23,34,1,41,182,40,21,19,4,20,4,38,,,,
460,Cole Winn,TEX,2,3,4.69,30,3,50,218,46,28,26,6,24,3,44,,,,
461,Anthony Banda,MIN,1,2,4.38,40,2,39,171,38,21,19,4,18,4,37,,,,
462,Jalen Beeks,TEX,3,3,4.48,38,2,42,181,40,23,21,5,17,2,37,,,,
463,Albert Suárez,BAL,2,4,5.33,15,9,55,249,63,35,33,10,22,1,44,,,,
464,Jose Espada,BAL,2,2,4.65,22,1,30,132,28,17,15,4,14,1,30,,,,
465,Austin Warren,NYM,3,3,4.43,24,2,34,149,32,18,17,4,14,2,32,,,,
466,Franco Aleman,CLE,2,2,4.47,18,1,23,100,22,12,11,3,10,2,25,,,,
467,Zak Kent,WSN,1,2,4.86,21,3,33,147,33,20,18,4,15,2,31,,,,
468,Yerry De los Santos,NYY,1,1,4.22,25,0,31,135,30,16,15,3,12,1,26,,,,
469,Chase Lee,TOR,2,2,4.18,27,1,33,141,31,17,16,5,11,2,33,,,,
470,PJ Poulin,WSN,2,3,4.52,37,3,40,177,39,22,20,5,19,3,39,,,,
471,Hoby Milner,CHC,2,2,4.22,42,0,39,166,39,20,18,4,11,2,30,,,,
472,Carter Baumler,TEX,1,1,4.91,18,1,24,105,22,14,13,3,12,1,22,,,,
473,Brent Suter,LAA,1,2,4.45,30,2,41,180,43,22,20,6,15,1,33,,,,
474,Luis García,MIN,1,2,4.9,35,1,32,146,37,19,18,3,13,2,25,,,,
475,Garrett Acton,MIN,2,3,4.52,25,2,31,137,30,17,16,5,14,1,32,,,,
476,Riley Martin,CHC,2,2,4.38,26,1,34,151,30,18,17,4,18,2,36,,,,
477,Tyler Samaniego,BOS,2,2,4.11,25,1,27,118,26,14,12,3,11,2,23,,,,
478,Ryan Zeferjahn,LAA,3,3,4.4,35,1,39,170,32,21,19,4,22,6,45,,,,
479,Joey Lucchesi,LAA,2,3,4.84,21,4,42,190,46,25,23,6,18,1,33,,,,
480,Kyle Backhus,PHI,2,3,4.43,32,0,31,134,30,17,15,4,11,2,32,,,,
481,Juan Morillo,ARI,2,2,3.86,39,0,34,151,32,16,15,3,17,2,34,,,,
482,Tim Mayza,PHI,1,1,4.21,32,1,30,128,30,15,14,4,9,1,28,,,,
483,Sam Moll,CIN,2,2,4.78,37,0,31,137,28,18,17,4,15,3,31,,,,
484,Riley Cornelio,WSN,3,5,5.24,13,13,58,264,64,37,34,9,27,2,43,,,,
485,Justin Lawrence,PIT,2,3,4.25,34,0,35,155,32,18,17,3,18,5,37,,,,
486,Trevor Martin,TBR,2,3,5.02,18,7,46,199,48,28,25,8,15,3,38,,,,
487,Greg Weissert,BOS,3,3,4.3,44,0,41,177,40,21,20,6,15,2,38,,,,
488,Trevor Richards,CHW,0,1,5.43,27,1,34,150,34,22,20,6,15,1,35,,,,
489,John King,MIA,2,2,3.98,37,0,35,155,39,17,16,4,11,1,26,,,,
490,Chase Shugart,PHI,2,3,4.62,29,2,40,173,40,22,20,6,15,3,34,,,,
491,Jacob Webb,CHC,2,2,4.15,38,0,41,173,35,21,19,6,15,2,40,,,,
492,Kenley Jansen,DET,2,3,4.33,35,0,31,132,27,16,15,5,12,1,33,,,,
493,Yaramil Hiraldo,BAL,0,1,4.68,25,1,33,141,31,19,17,6,12,0,34,,,,
494,Taylor Clarke,ARI,2,1,4.14,34,2,38,163,40,19,18,5,10,2,27,,,,
495,Nolan Hoffman,PHI,2,2,5,24,1,32,141,32,19,18,4,14,3,31,,,,
496,Paul Gervase,LAD,2,2,4.66,25,1,34,146,30,19,17,5,17,2,37,,,,
497,Connor Phillips,CIN,2,4,5.29,30,6,53,242,49,34,31,7,34,5,57,,,,
498,Elvis Alvarado,ATH,2,2,4.19,34,0,38,166,34,19,18,5,18,2,39,,,,
499,Ken Waldichuk,WSN,2,3,5.38,13,9,45,202,45,29,27,7,22,4,43,,,,
500,Jordan Leasure,CHW,2,4,4.99,40,1,38,163,34,23,21,7,17,1,43,,,,
501,Kyle Nicolas,CIN,2,3,5.24,31,3,43,196,41,27,25,6,26,3,44,,,,
502,John Schreiber,KCR,2,2,4.48,43,0,38,165,37,21,19,5,15,2,33,,,,
503,Matt Svanson,STL,2,2,4.18,36,1,51,219,48,26,24,6,19,4,47,,,,
504,Matt Festa,CLE,2,3,4.45,38,0,38,161,35,20,19,5,13,3,39,,,,
505,Tyler Gilbert,CHW,1,2,5.34,23,3,33,144,34,21,19,5,13,1,29,,,,
506,Joel Payamps,ATL,2,2,4.07,34,0,31,134,30,15,14,4,10,1,30,,,,
507,Yariel Rodríguez,TOR,2,2,4.68,30,4,41,181,37,23,21,6,21,2,41,,,,
508,Peyton Pallette,CLE,2,2,4.4,28,3,42,184,38,22,21,6,21,4,45,,,,
509,Ryan Borucki,SFG,2,2,4.16,32,1,29,125,27,15,13,3,12,3,27,,,,
510,Christian Roa,CHC,3,4,4.55,22,4,40,179,37,22,20,5,22,4,39,,,,
511,Nate Pearson,HOU,1,2,4.55,25,1,30,130,28,16,15,4,14,2,30,,,,
512,Seranthony Domínguez,CHW,3,4,4.52,43,0,38,167,33,21,19,6,20,2,44,,,,
513,Ryan Thompson,ARI,3,2,3.78,37,0,32,135,32,15,13,4,9,2,25,,,,
514,José Buttó,SFG,2,2,4.03,33,1,39,167,35,19,17,4,16,2,35,,,,
515,Victor Vodnik,COL,2,3,4.49,36,0,39,174,38,21,19,4,21,1,35,,,,
516,Yohan Ramírez,PIT,2,3,4.22,34,0,43,186,38,22,20,4,20,9,47,,,,
517,Hunter Bigge,TBR,1,1,4.3,25,0,27,121,26,14,13,3,14,1,27,,,,
518,Zack Kelly,BOS,2,2,4.43,33,1,38,165,35,20,19,4,18,3,35,,,,
519,Jonathan Hernández,LAD,1,1,4.58,22,1,26,117,25,15,13,3,13,1,24,,,,
520,Lou Trivino,PHI,1,2,4.81,26,1,26,115,27,15,14,3,12,2,23,,,,
521,Wandy Peralta,SDP,2,2,4.1,41,1,41,179,38,21,19,4,18,3,34,,,,
522,Michael Kelly,ATH,1,2,4.51,24,0,24,106,24,13,12,3,11,1,21,,,,
523,Valente Bellozo,COL,1,3,5.63,17,8,56,249,65,38,35,11,20,2,38,,,,
524,Ethan Roberts,CHC,1,1,4.23,25,1,28,123,26,14,13,3,12,3,28,,,,
525,Brian Fitzpatrick,MIL,2,3,4.71,18,1,32,139,31,18,17,5,14,1,29,,,,
526,Brooks Kriske,ATH,1,1,4.72,21,0,25,111,23,14,13,4,13,1,28,,,,
527,Seth Johnson,PHI,2,4,5.02,23,6,40,181,41,24,22,6,20,1,36,,,,
528,Carlos Estévez,KCR,2,3,4.41,33,0,32,135,29,17,16,4,12,1,26,,,,
529,Justin Topa,,1,2,4.87,35,1,34,151,37,20,19,4,13,3,27,,,,
530,Hunter Stratton,ATL,1,1,4.35,24,0,29,123,28,15,14,4,10,2,27,,,,
531,Kyle Finnegan,DET,2,3,4.45,38,1,38,168,37,20,19,5,18,0,32,,,,
532,Joe Ross,TEX,1,1,4.48,19,3,33,146,35,18,16,4,14,2,24,,,,
533,Ricky Vanasco,DET,1,2,5.01,15,3,26,117,25,16,15,4,14,1,25,,,,
534,Philip Abner,ARI,2,1,4.09,29,0,31,133,30,15,14,4,12,2,29,,,,
535,Drew Pomeranz,LAA,2,2,4.86,36,2,32,139,32,19,17,5,12,4,31,,,,
536,Chris Devenski,PIT,1,1,4.45,23,1,25,109,26,14,12,4,7,1,20,,,,
537,Nick Raquet,BAL,3,4,4.91,21,1,32,142,35,19,18,5,11,3,27,,,,
538,Zach Agnos,COL,1,2,4.68,28,0,37,161,37,21,19,5,14,1,30,,,,
539,David Morgan,SDP,2,2,4.3,31,1,38,165,34,20,18,5,17,4,40,,,,
540,Brendon Little,TOR,2,2,4.22,38,0,36,160,32,18,17,5,20,2,41,,,,
541,Matt Pushard,STL,2,2,4.16,26,1,32,138,31,16,15,4,12,2,28,,,,
542,Aaron Brooks,TBR,2,4,5.59,11,7,44,202,54,30,28,8,16,2,26,,,,
543,Orlando Ribalta,WSN,1,1,4.62,23,0,24,107,24,13,12,3,12,1,22,,,,
544,Brandyn Garcia,ARI,3,3,4.52,25,4,41,180,40,22,21,4,19,7,35,,,,
545,Kervin Castro,NYY,2,2,4.61,20,0,24,106,22,14,12,3,12,1,22,,,,
546,Grant Anderson,MIL,3,3,4.32,41,0,44,189,41,23,21,6,18,2,45,,,,
547,Taijuan Walker,LAA,3,6,5.55,17,13,72,322,80,48,45,14,28,3,50,,,,
548,Tyler Ferguson,CHC,2,2,4.88,31,0,34,151,31,20,19,4,17,3,33,,,,
549,Trent Thornton,CHC,1,2,4.34,24,0,28,117,26,15,13,4,8,1,22,,,,
550,Seth Halvorsen,COL,1,2,4.89,26,0,26,118,26,15,14,3,15,1,25,,,,
551,Tejay Antone,CIN,0,1,5.57,10,1,14,61,14,9,9,2,6,2,12,,,,
552,Tayler Saucedo,LAA,1,1,4.77,21,0,19,84,19,11,10,2,9,2,18,,,,
553,Steven Cruz,KCR,1,2,4.91,33,1,33,143,30,19,18,5,16,2,33,,,,
554,Phil Maton,CHC,2,2,4.11,39,0,38,158,31,19,17,5,16,5,40,,,,
555,Cade Gibson,MIA,2,3,4.54,21,3,42,182,42,23,21,5,17,5,34,,,,
556,Jayden Murray,HOU,1,1,4.61,26,2,41,180,40,23,21,5,18,4,33,,,,
557,Gavin Collyer,TEX,2,3,5.07,28,2,38,169,34,23,21,4,23,6,38,,,,
558,Blas Castaño,COL,1,5,6.54,15,11,55,261,74,44,40,9,23,7,37,,,,
559,Cam Sanders,PIT,1,2,4.82,25,2,32,144,29,19,17,4,20,3,32,,,,
560,Alex Hoppe,SEA,2,2,4.26,25,0,36,157,34,18,17,4,16,1,35,,,,
561,Nick Sandlin,DET,2,3,4.74,31,1,29,125,26,16,15,5,13,3,29,,,,
562,Connor Brogdon,CLE,2,3,4.64,33,1,37,163,37,21,19,7,15,2,39,,,,
563,George Soriano,STL,2,2,4.71,35,1,47,204,45,27,25,6,19,4,44,,,,
564,Cionel Pérez,NYM,2,3,4.88,31,0,31,143,32,19,17,2,18,2,25,,,,
565,Josh Walker,BAL,1,1,4.66,22,0,25,110,25,14,13,4,11,1,24,,,,
566,Zach Pop,PHI,1,2,4.93,25,0,25,110,26,15,14,3,9,2,20,,,,
567,Nick Davila,SEA,2,2,4.78,19,3,35,153,37,20,18,4,13,1,23,,,,
568,Alec Gamboa,BOS,2,3,5.01,12,3,29,135,32,18,16,3,16,1,19,,,,
569,Tyler Davis,CHW,2,3,4.92,25,0,30,135,29,18,16,4,17,1,28,,,,
570,Brandan Bidois,PIT,2,2,4.65,23,0,29,126,27,16,15,4,14,1,27,,,,
571,Cody Bolton,HOU,1,1,4.73,19,3,32,141,31,18,17,4,17,2,29,,,,
572,Alek Jacob,SDP,1,2,4.78,27,0,33,141,30,19,17,4,14,4,31,,,,
573,Eli Morgan,KCR,1,2,4.68,25,0,30,128,30,17,15,5,11,1,25,,,,
574,Roddery Muñoz,HOU,2,3,4.93,20,5,48,212,45,29,26,9,24,2,52,,,,
