date,Home,Away,Home_Score,Away_Score,Total_Score,Home_Win,Over_8,RIFI,Over_4,F5_Home_Score,F5_Away_Score,F5_Total_Score,F5_Home_Win,F1_Home_Score,F1_Away_Score,F1_Total_Score,Any_Runs,Home_Win_Prob,Over_8_Prob,Over_4_Prob,RIFI_Prob
5/19/26,PHI,CIN,1,4,5,0,0,0,0,1,2,3,0,0,0,0,0,0.45,0.4,0.41,0.46
5/19/26,NYY,TOR,5,4,9,1,1,0,1,5,3,8,1,0,0,0,0,0.56,0.56,0.55,0.55
5/19/26,MIN,HOU,1,2,3,0,0,1,0,0,2,2,0,0,2,2,1,0.73,0.54,0.55,0.53
5/19/26,MIA,ATL,4,8,12,0,1,1,1,4,3,7,1,3,2,5,1,0.53,0.5,0.5,0.48
5/19/26,LAA,ATH,6,14,20,0,1,0,1,4,6,10,0,0,0,0,0,0.63,0.65,0.63,0.56
5/19/26,KC,BOS,1,7,8,0,0,1,0,1,2,3,0,1,1,2,1,0.41,0.42,0.44,0.46
5/19/26,DET,CLE,3,4,7,0,0,0,1,3,3,6,0,0,0,0,0,0.45,0.53,0.53,0.51
5/19/26,COL,TEX,0,10,10,0,1,1,1,0,8,8,0,0,2,2,1,0.39,0.53,0.5,0.49
5/19/26,CHC,MIL,2,5,7,0,0,1,0,0,3,3,0,0,1,1,1,0.61,0.44,0.46,0.46
5/19/26,AZ,SF,5,3,8,1,0,1,0,1,3,4,0,1,0,1,1,0.39,0.5,0.51,0.5
5/20/26,WSH,NYM,8,4,12,1,1,1,1,4,2,6,1,3,0,3,1,0.44,0.61,0.59,0.56
5/20/26,TB,BAL,5,3,8,1,0,0,0,1,1,2,0,0,0,0,0,0.5,0.47,0.49,0.49
5/20/26,STL,PIT,0,7,7,0,0,0,0,0,2,2,0,0,0,0,0,0.46,0.43,0.43,0.47
5/20/26,SEA,CWS,5,4,9,1,1,0,0,2,2,4,0,0,0,0,0,0.58,0.54,0.54,0.51
5/20/26,SD,LAD,0,4,4,0,0,1,0,0,3,3,0,0,1,1,1,0.32,0.69,0.64,0.57
5/20/26,PHI,CIN,4,9,13,0,1,1,1,1,4,5,0,1,0,1,1,0.47,0.57,0.56,0.55
5/20/26,NYY,TOR,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.54,0.54,0.53
5/20/26,MIN,HOU,4,1,5,1,0,0,1,4,1,5,1,0,0,0,0,0.64,0.45,0.47,0.51
5/20/26,MIA,ATL,1,9,10,0,1,1,0,1,3,4,0,1,0,1,1,0.34,0.37,0.4,0.45
5/20/26,LAA,ATH,5,6,11,0,1,1,1,5,3,8,1,2,2,4,1,0.44,0.78,0.71,0.61
5/20/26,KC,BOS,3,4,7,0,0,1,1,3,2,5,1,1,0,1,1,0.52,0.47,0.48,0.48
5/20/26,DET,CLE,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.46,0.47,0.49
5/20/26,COL,TEX,4,5,9,0,1,1,1,4,3,7,1,1,0,1,1,0.36,0.54,0.52,0.52
5/20/26,CHC,MIL,0,5,5,0,0,0,0,0,4,4,0,0,0,0,0,0.52,0.55,0.54,0.5
5/20/26,AZ,SF,6,3,9,1,1,1,1,6,3,9,1,1,1,2,1,0.42,0.43,0.44,0.46
5/21/26,WSH,NYM,1,2,3,0,0,0,0,1,2,3,0,0,0,0,0,0.47,0.49,0.49,0.49
5/21/26,STL,PIT,2,6,8,0,0,1,0,1,2,3,0,0,1,1,1,0.43,0.4,0.41,0.46
5/21/26,NYY,TOR,0,2,2,0,0,1,0,0,1,1,0,0,1,1,1,0.57,0.61,0.6,0.56
5/21/26,MIA,ATL,3,9,12,0,1,1,1,2,5,7,0,0,2,2,1,0.39,0.44,0.45,0.47
5/21/26,LAA,ATH,2,3,5,0,0,1,0,2,0,2,1,2,0,2,1,0.5,0.6,0.58,0.54
5/21/26,DET,CLE,1,3,4,0,0,0,0,0,2,2,0,0,0,0,0,0.53,0.5,0.52,0.5
5/21/26,AZ,COL,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.59,0.43,0.46,0.48
5/22/26,TOR,PIT,6,2,8,1,0,1,0,3,1,4,1,0,1,1,1,0.6,0.51,0.51,0.51
5/22/26,SF,CWS,4,9,13,0,1,0,1,3,9,12,0,0,0,0,0,0.43,0.52,0.52,0.5
5/22/26,SD,ATH,7,3,10,1,1,1,1,3,3,6,0,2,2,4,1,0.41,0.66,0.63,0.56
5/22/26,PHI,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.41,0.45,0.47
5/22/26,NYY,TB,2,4,6,0,0,0,0,1,0,1,1,0,0,0,0,0.57,0.54,0.54,0.54
5/22/26,MIL,LAD,5,1,6,1,0,1,1,5,0,5,1,4,0,4,1,0.5,0.58,0.55,0.53
5/22/26,MIA,NYM,2,1,3,1,0,1,0,2,1,3,1,0,1,1,1,0.44,0.56,0.55,0.51
5/22/26,LAA,TEX,9,6,15,1,1,1,1,6,3,9,1,4,0,4,1,0.52,0.54,0.54,0.52
5/22/26,KC,SEA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.46,0.47,0.48
5/22/26,CHC,HOU,2,4,6,0,0,0,0,0,4,4,0,0,0,0,0,0.54,0.7,0.66,0.58
5/22/26,BOS,MIN,6,8,14,0,1,1,1,6,3,9,1,4,0,4,1,0.61,0.42,0.45,0.47
5/22/26,BAL,DET,7,4,11,1,1,1,1,6,4,10,1,0,1,1,1,0.47,0.59,0.57,0.54
5/22/26,ATL,WSH,5,4,9,1,1,0,0,0,0,0,0,0,0,0,0,0.54,0.45,0.47,0.5
5/22/26,AZ,COL,2,3,5,0,0,0,0,2,1,3,1,0,0,0,0,0.61,0.51,0.51,0.51
5/23/26,TOR,PIT,5,2,7,1,0,1,0,1,0,1,1,1,0,1,1,0.32,0.43,0.44,0.46
5/23/26,SF,CWS,10,3,13,1,1,0,1,9,3,12,1,0,0,0,0,0.4,0.52,0.51,0.5
5/23/26,PHI,CLE,3,0,3,1,0,0,0,2,0,2,1,0,0,0,0,0.71,0.52,0.54,0.53
5/23/26,MIL,LAD,3,11,14,0,1,1,1,3,4,7,0,3,0,3,1,0.46,0.69,0.65,0.56
5/23/26,MIA,NYM,4,1,5,1,0,0,0,4,0,4,1,0,0,0,0,0.46,0.46,0.47,0.47
5/23/26,LAA,TEX,5,2,7,1,0,1,0,3,1,4,1,2,0,2,1,0.33,0.64,0.61,0.55
5/23/26,KC,SEA,5,0,5,1,0,1,0,4,0,4,1,3,0,3,1,0.38,0.47,0.46,0.47
5/23/26,CHC,HOU,0,3,3,0,0,1,0,0,3,3,0,0,2,2,1,0.6,0.63,0.61,0.54
5/23/26,BOS,MIN,2,4,6,0,0,1,1,1,4,5,0,0,2,2,1,0.53,0.38,0.41,0.46
5/23/26,ATL,WSH,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0.61,0.61,0.6,0.58
5/23/26,AZ,COL,5,4,9,1,1,0,1,5,2,7,1,0,0,0,0,0.66,0.48,0.5,0.52
5/24/26,TOR,PIT,1,4,5,0,0,1,0,1,2,3,0,0,1,1,1,0.56,0.49,0.49,0.49
5/24/26,SF,CWS,8,5,13,1,1,1,1,8,4,12,1,2,1,3,1,0.49,0.5,0.5,0.49
5/24/26,PHI,CLE,1,3,4,0,0,0,0,0,1,1,0,0,0,0,0,0.43,0.63,0.6,0.56
5/24/26,NYY,TB,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.57,0.58,0.59,0.59
5/24/26,MIL,LAD,1,5,6,0,0,0,1,1,5,6,0,0,0,0,0,0.32,0.59,0.56,0.54
5/24/26,MIA,NYM,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.53,0.47,0.48,0.48
5/24/26,LAA,TEX,2,1,3,1,0,0,0,1,1,2,0,0,0,0,0,0.49,0.45,0.46,0.48
5/24/26,KC,SEA,8,6,14,1,1,1,1,4,1,5,1,0,1,1,1,0.36,0.45,0.46,0.47
5/24/26,BOS,MIN,5,6,11,0,1,1,1,4,3,7,1,0,1,1,1,0.58,0.34,0.37,0.44
5/24/26,ATL,WSH,1,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0.5,0.51,0.5,0.51
5/24/26,AZ,COL,9,1,10,1,1,1,1,7,0,7,1,2,0,2,1,0.62,0.46,0.49,0.5
5/25/26,TOR,MIA,2,8,10,0,1,1,0,1,2,3,0,0,1,1,1,0.53,0.43,0.46,0.46
5/25/26,TEX,HOU,0,9,9,0,1,1,0,0,4,4,0,0,1,1,1,0.5,0.45,0.45,0.48
5/25/26,SF,AZ,2,6,8,0,0,0,1,2,4,6,0,0,0,0,0,0.58,0.38,0.41,0.45
5/25/26,SD,PHI,0,3,3,0,0,1,0,0,1,1,0,0,1,1,1,0.36,0.58,0.56,0.54
5/25/26,PIT,CHC,2,1,3,1,0,0,0,1,1,2,0,0,0,0,0,0.41,0.37,0.38,0.43
5/25/26,NYM,CIN,2,7,9,0,1,0,1,0,7,7,0,0,0,0,0,0.51,0.58,0.56,0.52
5/25/26,MIL,STL,5,1,6,1,0,1,0,3,0,3,1,3,0,3,1,0.57,0.48,0.49,0.51
5/25/26,LAD,COL,5,3,8,1,0,0,0,1,2,3,0,0,0,0,0,0.7,0.66,0.65,0.59
5/25/26,KC,NYY,3,4,7,0,0,0,0,1,2,3,0,0,0,0,0,0.41,0.53,0.52,0.52
5/25/26,CLE,WSH,2,10,12,0,1,1,1,2,8,10,0,0,3,3,1,0.62,0.51,0.53,0.52
5/25/26,CWS,MIN,3,1,4,1,0,1,0,3,1,4,1,1,1,2,1,0.4,0.49,0.49,0.49
5/25/26,BAL,TB,9,7,16,1,1,0,0,0,0,0,0,0,0,0,0,0.43,0.37,0.39,0.47
5/25/26,ATH,SEA,2,9,11,0,1,0,1,0,7,7,0,0,0,0,0,0.45,0.65,0.61,0.56
