Player_ID,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
202,George Springer,TOR,130,481,548,123,80,21,2,20,79,71,58,1,107,6,3,0,12,2,0.256
203,Franklin Arias,BOS,117,481,517,120,84,27,1,8,52,56,30,1,76,4,2,0,8,6,0.249
204,Jonathan India,KCR,135,480,561,118,77,27,2,12,70,52,61,0,104,15,4,1,4,3,0.246
205,Esmerlyn Valdez,PIT,131,480,536,115,71,24,2,18,59,72,42,0,160,11,3,0,2,2,0.24
206,Jared Serna,MIA,122,480,528,108,77,21,2,8,61,51,36,1,101,8,3,1,11,7,0.225
207,MJ Melendez,NYM,134,480,527,106,59,24,2,21,63,69,41,1,158,3,3,0,9,6,0.221
208,Justin Crawford,PHI,122,479,527,137,104,22,4,7,82,54,37,0,107,2,2,7,29,8,0.286
209,LuJames Groover,ARI,123,479,529,122,86,28,0,8,50,59,40,1,94,7,3,0,2,2,0.255
210,Junior Perez,CHW,133,479,541,100,57,25,3,15,61,65,51,1,192,3,3,5,17,5,0.209
211,Cody Freeman,TEX,126,479,517,116,78,23,1,14,61,60,28,1,81,3,5,2,6,3,0.242
212,Jose Fernandez,ARI,129,479,508,111,79,19,4,9,49,53,21,0,127,3,1,4,7,3,0.232
213,Spencer Jones,NYY,123,478,528,114,62,24,3,25,77,82,43,1,203,4,3,0,18,5,0.238
214,Jac Caglianone,KCR,132,478,534,124,76,23,1,24,71,74,45,2,112,8,3,0,4,1,0.259
215,Bo Davidson,SFG,124,478,528,118,85,15,7,11,64,55,46,1,136,2,1,1,10,4,0.247
216,Lourdes Gurriel Jr.,ARI,126,478,519,128,85,25,2,16,55,68,30,1,83,6,5,0,7,2,0.268
217,Angel Martínez,CLE,136,478,526,113,72,27,3,11,59,56,32,0,114,6,5,5,8,4,0.236
218,Jazz Chisholm Jr.,NYY,135,477,541,115,70,17,2,26,72,85,55,2,143,5,3,1,28,7,0.241
219,Cole Young,SEA,138,477,542,113,76,23,3,11,62,65,52,1,94,7,3,3,7,4,0.237
220,William Bergolla Jr.,CHW,132,477,535,123,102,17,3,1,62,43,26,0,38,4,3,25,22,6,0.258
221,Brooks Lee,MIN,130,477,517,117,80,22,2,13,52,59,33,1,89,3,4,0,4,2,0.245
222,James Tibbs III,LAD,128,477,548,101,63,17,3,18,66,74,59,1,150,5,5,2,5,3,0.212
223,Robert Hassell III,WSN,132,477,520,116,88,19,1,8,57,50,37,1,127,3,1,2,13,4,0.243
224,Taylor Young,LAD,124,477,537,104,78,21,2,3,60,43,50,0,122,8,2,0,24,6,0.218
225,Kyle DeBarge,MIN,119,477,531,96,64,20,5,7,63,48,44,0,151,7,3,0,30,5,0.201
226,Matt Chapman,SFG,135,476,547,118,65,28,2,23,77,66,61,1,134,7,3,0,7,2,0.248
227,Bryce Harper,PHI,128,476,550,129,75,31,0,23,73,77,66,7,119,4,4,0,9,3,0.271
228,Hao-Yu Lee,DET,121,476,532,113,75,21,5,12,67,62,43,1,112,9,4,0,12,3,0.237
229,Dylan Beavers,BAL,130,476,547,118,76,22,4,16,71,63,61,1,128,3,4,3,15,5,0.248
230,Mikey Romero,BOS,124,476,512,109,61,31,3,14,58,64,27,0,148,3,3,3,3,3,0.229
231,Mark Vientos,NYM,132,475,522,119,72,23,2,22,58,75,38,0,138,5,4,0,1,0,0.251
232,Connor Norby,MIA,123,475,520,122,79,25,2,16,72,64,36,0,139,5,4,0,10,3,0.257
233,Abimelec Ortiz,WSN,134,475,526,108,67,20,3,18,63,65,41,1,142,6,4,0,3,3,0.227
234,Tim Elko,CHW,124,475,510,111,74,18,1,18,55,67,29,0,178,4,2,0,2,0,0.234
235,Anthony Scull,LAA,115,475,515,102,74,17,1,10,54,57,22,0,140,12,4,2,6,6,0.215
236,Jace Jung,DET,134,474,546,108,65,24,2,17,64,67,66,1,138,3,3,0,3,2,0.228
237,Colson Montgomery,CHW,126,474,526,103,60,17,3,23,64,82,42,1,162,8,2,0,2,1,0.217
238,Henry Bolte,ATH,128,474,530,115,76,23,5,11,64,71,43,0,191,11,2,0,27,5,0.243
239,Carson Roccaforte,KCR,127,474,532,101,60,24,5,12,62,55,52,0,177,3,2,1,19,9,0.213
240,Jose Devers,CLE,123,474,507,98,64,23,2,9,56,49,25,0,167,6,2,0,8,4,0.207
