Date,Home,Away,Home_Runs_In1,Home_Runs_In2,Home_Runs_In3,Home_Runs_In4,Home_Runs_In5,Home_Runs_In6,Home_Runs_In7,Home_Runs_In8,Home_Runs_In9,Home_SO_In1,Home_SO_In2,Home_SO_In3,Home_SO_In4,Home_SO_In5,Home_SO_In6,Home_SO_In7,Home_SO_In8,Home_SO_In9,Home_OB_In1,Home_OB_In2,Home_OB_In3,Home_OB_In4,Home_OB_In5,Home_OB_In6,Home_OB_In7,Home_OB_In8,Home_OB_In9,Away_Runs_In1,Away_Runs_In2,Away_Runs_In3,Away_Runs_In4,Away_Runs_In5,Away_Runs_In6,Away_Runs_In7,Away_Runs_In8,Away_Runs_In9,Away_SO_In1,Away_SO_In2,Away_SO_In3,Away_SO_In4,Away_SO_In5,Away_SO_In6,Away_SO_In7,Away_SO_In8,Away_SO_In9,Away_OB_In1,Away_OB_In2,Away_OB_In3,Away_OB_In4,Away_OB_In5,Away_OB_In6,Away_OB_In7,Away_OB_In8,Away_OB_In9
4/10/26,SD,COL,0.7384,0.678,0.683,0.6752,0.69,0.6976,0.6918,0.7044,0.6968,0.6078,0.5434,0.5918,0.5462,0.58,0.5698,0.5684,0.557,0.568,1.602,1.5174,1.527,1.5046,1.5304,1.542,1.5386,1.5486,1.542,0.478,0.4294,0.4958,0.463,0.4516,0.4688,0.4706,0.4548,0.4484,0.9012,0.8768,0.863,0.8748,0.885,0.8468,0.8842,0.8916,0.8772,1.402,1.346,1.4438,1.361,1.3516,1.3674,1.3794,1.3552,1.3676
4/10/26,MIL,WSH,0.7216,0.565,0.6336,0.6228,0.612,0.6242,0.6146,0.6262,0.6398,0.9292,0.8222,0.9112,0.8722,0.8778,0.8884,0.878,0.8904,0.8754,1.7336,1.5116,1.6112,1.5972,1.581,1.6068,1.5962,1.6212,1.6362,0.4944,0.4764,0.4858,0.4744,0.491,0.4862,0.448,0.454,0.474,1.203,1.0274,1.0736,1.0428,1.0348,1.0498,1.0378,1.0726,1.0472,1.5084,1.4578,1.4906,1.4688,1.4934,1.465,1.429,1.458,1.471
4/10/26,LAD,TEX,0.801,0.6574,0.7122,0.6742,0.6914,0.6642,0.6838,0.6492,0.6968,0.8908,1.0386,0.956,0.9772,0.9782,0.9738,0.9922,0.98,1.008,1.8442,1.5984,1.691,1.6612,1.6416,1.6194,1.6268,1.6252,1.6464,0.5998,0.4606,0.5026,0.503,0.5234,0.4932,0.5012,0.5132,0.5106,1.2966,1.292,1.2698,1.2682,1.2782,1.3016,1.282,1.273,1.2738,1.4528,1.2788,1.3384,1.3536,1.3626,1.3278,1.3696,1.3702,1.3722
4/10/26,KC,CWS,0.4728,0.4484,0.4944,0.4478,0.4602,0.4578,0.4466,0.4584,0.4658,0.7016,0.8416,0.7546,0.8006,0.7638,0.8098,0.7914,0.787,0.812,1.3322,1.3034,1.3446,1.3164,1.3194,1.3266,1.3116,1.311,1.3106,0.419,0.3268,0.3922,0.3638,0.3914,0.356,0.3682,0.3814,0.3624,1.0868,1.076,1.0796,1.065,1.0886,1.1082,1.099,1.0786,1.0794,1.4568,1.1796,1.36,1.2712,1.309,1.2726,1.311,1.3126,1.2674
4/10/26,DET,MIA,0.7438,0.6738,0.69,0.6686,0.6834,0.6798,0.6986,0.6834,0.666,0.7754,0.836,0.7996,0.8758,0.8104,0.8386,0.8166,0.8474,0.8004,1.6204,1.4612,1.5296,1.471,1.4892,1.4904,1.5358,1.5018,1.4866,0.5262,0.5328,0.5534,0.5102,0.5008,0.5156,0.5306,0.5246,0.5136,0.6304,0.7532,0.6208,0.7122,0.6576,0.6988,0.694,0.6826,0.6962,1.4834,1.4318,1.4828,1.472,1.4214,1.4428,1.4594,1.4606,1.4372
4/10/26,CIN,LAA,0.7696,0.654,0.7302,0.7018,0.7616,0.7274,0.748,0.7464,0.7062,0.7272,0.7722,0.7498,0.7632,0.7434,0.748,0.7546,0.7636,0.7486,1.783,1.6444,1.7304,1.6942,1.7686,1.7306,1.7752,1.7498,1.7146,0.4918,0.4164,0.4362,0.466,0.4242,0.4244,0.4322,0.4594,0.438,1.3242,1.3768,1.3014,1.3272,1.2968,1.3334,1.3258,1.3158,1.31,1.3282,1.1344,1.2086,1.238,1.1948,1.2044,1.1814,1.242,1.2112
4/10/26,CHC,PIT,0.5564,0.5342,0.5126,0.518,0.5396,0.5332,0.542,0.5558,0.5232,0.7734,0.846,0.795,0.8638,0.805,0.8394,0.805,0.8264,0.8266,1.5394,1.4954,1.4652,1.4688,1.5194,1.5026,1.5088,1.5294,1.4996,0.543,0.4888,0.5088,0.5092,0.4686,0.5062,0.4816,0.518,0.531,1.0034,1.1608,1.0862,1.129,1.1206,1.0808,1.1126,1.0996,1.121,1.3602,1.2792,1.3206,1.3316,1.2756,1.295,1.275,1.3466,1.3398
4/10/26,BAL,SF,0.525,0.417,0.4876,0.4396,0.459,0.442,0.4696,0.497,0.4608,0.9876,1.0678,1.054,1.051,1.0512,1.0478,1.0454,1.0524,1.0626,1.4882,1.3322,1.416,1.3518,1.4128,1.3914,1.3688,1.4386,1.3646,0.5978,0.5136,0.5434,0.5094,0.5556,0.5434,0.5366,0.5516,0.5314,0.8712,0.945,0.9352,0.9442,0.9212,0.9446,0.9292,0.9298,0.9432,1.5028,1.4058,1.4554,1.419,1.436,1.4592,1.4282,1.4672,1.429
4/10/26,ATL,CLE,0.721,0.598,0.6766,0.6396,0.6694,0.6428,0.647,0.6282,0.6512,0.8948,0.744,0.8174,0.7866,0.7814,0.78,0.7646,0.8032,0.8034,1.5666,1.4298,1.506,1.4554,1.504,1.4426,1.473,1.4478,1.4948,0.535,0.4818,0.5056,0.4892,0.4948,0.5208,0.491,0.535,0.5186,0.6428,0.8338,0.6832,0.7996,0.7234,0.7696,0.7274,0.7602,0.7258,1.4694,1.3172,1.3814,1.3474,1.3756,1.3934,1.3636,1.4226,1.4094
4/11/26,TOR,MIN,0.4768,0.4446,0.4564,0.4156,0.4204,0.4444,0.4332,0.4232,0.4382,1.0518,0.9528,1.0404,0.9508,0.995,0.9826,0.9864,0.9984,0.9884,1.338,1.2796,1.264,1.2552,1.2232,1.2548,1.245,1.235,1.2552,0.6376,0.563,0.6438,0.585,0.5922,0.5936,0.5862,0.5978,0.5888,0.7996,0.8316,0.8424,0.8192,0.8464,0.8072,0.8214,0.83,0.8512,1.6042,1.4506,1.5688,1.4938,1.4858,1.4844,1.4956,1.5094,1.4752
4/11/26,STL,BOS,0.4048,0.3336,0.3634,0.3446,0.3824,0.3474,0.3494,0.3712,0.3498,0.899,0.852,0.9078,0.8928,0.8742,0.8786,0.8776,0.869,0.8776,1.2918,1.1744,1.231,1.1934,1.2346,1.1922,1.209,1.2222,1.1962,0.5056,0.478,0.5112,0.4986,0.4898,0.4988,0.4982,0.4892,0.4734,0.8868,0.976,0.9032,0.9424,0.918,0.9574,0.9234,0.9262,0.9286,1.4758,1.3808,1.4612,1.439,1.4398,1.4238,1.4606,1.408,1.4032
4/11/26,SD,COL,0.6274,0.59,0.6768,0.5936,0.6114,0.6318,0.6358,0.5966,0.6438,0.8602,0.7658,0.8154,0.7888,0.8006,0.7856,0.8026,0.8092,0.7964,1.5996,1.544,1.6496,1.5526,1.5836,1.5598,1.5966,1.5416,1.6052,0.6118,0.4862,0.568,0.5226,0.545,0.5356,0.529,0.5476,0.5218,0.9184,0.7968,0.851,0.8236,0.8362,0.8262,0.8136,0.823,0.8234,1.4062,1.3288,1.3912,1.3368,1.371,1.3932,1.3514,1.36,1.3568
4/11/26,PHI,AZ,0.5778,0.5086,0.5428,0.505,0.5272,0.5072,0.5318,0.521,0.5134,0.9824,0.8658,0.9138,0.8982,0.9,0.8974,0.898,0.9198,0.9132,1.459,1.3656,1.4158,1.3772,1.403,1.3896,1.4248,1.3694,1.3812,0.6838,0.5402,0.6214,0.5888,0.6198,0.6076,0.601,0.6392,0.606,0.6486,0.6778,0.6758,0.6912,0.684,0.692,0.6836,0.6698,0.6884,1.638,1.3922,1.5356,1.4606,1.499,1.4688,1.4448,1.5246,1.474
4/11/26,NYM,ATH,0.7268,0.6686,0.687,0.6812,0.692,0.6846,0.6838,0.6664,0.7052,1.0062,1.0128,0.9972,0.9956,0.9872,1.0164,1.0016,0.9882,0.9732,1.68,1.6116,1.6062,1.638,1.636,1.6228,1.6248,1.5976,1.642,0.6822,0.603,0.6128,0.5948,0.617,0.601,0.6064,0.6384,0.6144,1.0668,0.9798,1.0528,0.9812,1.0548,1.0122,1.0332,1.008,1.0282,1.6514,1.6484,1.596,1.6032,1.6118,1.6274,1.606,1.6262,1.6138
4/11/26,MIL,WSH,0.5344,0.4738,0.5176,0.4588,0.5006,0.5064,0.51,0.5374,0.4738,0.919,0.9642,0.9252,0.9538,0.91,0.9464,0.9048,0.9312,0.9226,1.5062,1.4606,1.4832,1.4178,1.4644,1.4812,1.4528,1.5042,1.4274,0.4466,0.415,0.4252,0.4338,0.4316,0.4426,0.4274,0.4414,0.4336,1.2742,1.1024,1.1412,1.1118,1.1094,1.139,1.1136,1.1444,1.1236,1.3418,1.302,1.2984,1.3006,1.32,1.3266,1.3144,1.3302,1.306
4/11/26,LAD,TEX,0.7562,0.648,0.69,0.6738,0.6868,0.6882,0.6554,0.6934,0.7026,1.0044,1.1172,1.0726,1.0802,1.0844,1.0388,1.0768,1.087,1.0848,1.8294,1.626,1.7076,1.6736,1.6822,1.6784,1.6368,1.6864,1.7062,0.726,0.6408,0.6788,0.6746,0.6718,0.6282,0.6674,0.6632,0.6618,1.233,1.2334,1.2232,1.1974,1.2008,1.2168,1.1814,1.225,1.2314,1.5598,1.4886,1.5108,1.5394,1.5038,1.4612,1.4914,1.476,1.4786
4/11/26,KC,CWS,0.6632,0.5982,0.6018,0.6288,0.6008,0.5662,0.5962,0.6134,0.593,0.5694,0.6534,0.5772,0.625,0.6158,0.6306,0.5906,0.6126,0.6134,1.5864,1.4892,1.5212,1.556,1.4998,1.475,1.5034,1.5112,1.4892,0.5258,0.416,0.463,0.4324,0.4356,0.444,0.4424,0.4656,0.4376,0.9346,0.8404,0.8986,0.877,0.8486,0.8802,0.877,0.8698,0.8708,1.4506,1.2954,1.3424,1.2906,1.3208,1.3314,1.3242,1.325,1.3266
4/11/26,DET,MIA,0.5256,0.5184,0.5264,0.5426,0.5022,0.5274,0.5258,0.5126,0.5238,0.6738,0.7858,0.6924,0.757,0.7064,0.7474,0.7426,0.7598,0.7458,1.3512,1.3522,1.3938,1.3834,1.3224,1.3668,1.353,1.3198,1.3612,0.4694,0.4934,0.4602,0.4416,0.4542,0.4756,0.457,0.4304,0.445,0.759,1.0082,0.878,0.9046,0.9152,0.9054,0.9072,0.9138,0.9114,1.3632,1.3736,1.358,1.3344,1.3408,1.3568,1.354,1.3174,1.3248
4/11/26,CIN,LAA,0.738,0.6232,0.64,0.6482,0.6308,0.6534,0.664,0.669,0.6392,0.963,1.0148,0.9686,1.0034,0.9654,0.9842,0.9732,0.9924,0.9764,1.7148,1.5952,1.609,1.6488,1.6274,1.6368,1.6648,1.6344,1.6268,0.7952,0.6884,0.7446,0.7052,0.6932,0.6736,0.7152,0.71,0.6988,0.93,0.9092,0.965,0.9102,0.9506,0.922,0.9576,0.9382,0.943,1.8606,1.7326,1.7878,1.769,1.743,1.7046,1.7636,1.7454,1.7506
4/11/26,CHC,PIT,0.519,0.4338,0.4908,0.4434,0.4424,0.4688,0.446,0.4598,0.4514,0.8158,0.9492,0.909,0.9502,0.9222,0.9122,0.9322,0.9454,0.931,1.49,1.3218,1.4316,1.3554,1.3624,1.4224,1.3642,1.3914,1.3634,0.5628,0.4832,0.5018,0.4964,0.502,0.5244,0.5052,0.4926,0.4996,1.1802,1.114,1.1802,1.1084,1.1476,1.1396,1.1348,1.1284,1.1242,1.5388,1.45,1.4408,1.4582,1.4366,1.4762,1.4492,1.426,1.447
4/11/26,BAL,SF,0.4538,0.3768,0.401,0.3954,0.4048,0.3962,0.4034,0.406,0.4044,1.0362,1.0656,1.0276,1.036,1.0414,1.0308,1.0268,1.035,1.052,1.2832,1.1368,1.181,1.1916,1.1738,1.2062,1.19,1.2158,1.1848,0.6302,0.5538,0.5772,0.5852,0.547,0.5646,0.5686,0.5528,0.5816,0.8018,0.848,0.8594,0.8424,0.8546,0.8474,0.8324,0.8448,0.8356,1.542,1.459,1.5076,1.4912,1.4648,1.4824,1.4762,1.4784,1.5096
4/11/26,ATL,CLE,0.5926,0.5198,0.5602,0.5206,0.4874,0.502,0.495,0.5224,0.5234,0.9586,0.9662,0.9762,0.975,0.985,0.9696,0.9544,0.9662,0.979,1.5382,1.4092,1.484,1.4052,1.3868,1.3588,1.3608,1.4032,1.4028,0.5924,0.5262,0.5234,0.515,0.4984,0.52,0.5238,0.5228,0.518,0.6518,0.7506,0.6804,0.7906,0.695,0.7318,0.734,0.733,0.7328,1.5502,1.4526,1.442,1.4496,1.4064,1.4524,1.4556,1.4578,1.4302
4/13/26,STL,CLE,0.499,0.3752,0.427,0.4226,0.4258,0.45,0.441,0.4466,0.4632,0.9844,1.0602,1.0284,1.0562,1.0176,1.0442,1.026,1.0342,1.0388,1.468,1.2678,1.369,1.3308,1.3438,1.3548,1.3352,1.358,1.3696,0.4958,0.416,0.4678,0.4502,0.4432,0.4274,0.4388,0.4584,0.4504,0.708,0.8974,0.7344,0.839,0.791,0.8258,0.7994,0.8238,0.8196,1.4368,1.2758,1.382,1.3346,1.3516,1.3088,1.3704,1.3566,1.3462
4/13/26,SEA,HOU,0.7138,0.6168,0.6688,0.6226,0.617,0.602,0.6424,0.6392,0.6558,0.9924,1.0798,1.0256,1.0632,1.0288,1.0268,1.0382,1.041,1.0424,1.6618,1.5684,1.6358,1.5986,1.561,1.546,1.5698,1.5828,1.5952,0.4872,0.3792,0.4698,0.4362,0.4348,0.4496,0.429,0.4448,0.4292,0.8554,0.9936,0.8918,0.9594,0.924,0.9584,0.9242,0.9264,0.9042,1.3414,1.1872,1.3064,1.2286,1.2678,1.2772,1.2296,1.2666,1.2586
4/13/26,PIT,WSH,0.5184,0.4372,0.4766,0.465,0.4646,0.4568,0.484,0.4598,0.4594,1.0746,0.956,1.0492,0.9768,1.0128,0.975,1.0042,0.9968,0.9922,1.546,1.4726,1.4826,1.476,1.4922,1.4868,1.4942,1.4732,1.481,0.343,0.2808,0.3174,0.2814,0.3156,0.301,0.3064,0.3184,0.3058,1.0698,1.0054,1.0084,1.023,1.0034,1.0362,1.017,1.0174,1.0096,1.1642,1.0734,1.1124,1.0984,1.1262,1.1016,1.1094,1.1228,1.0956
4/13/26,PHI,CHC,0.7022,0.5512,0.6224,0.5938,0.6092,0.5856,0.6072,0.621,0.5844,0.8466,0.7514,0.8188,0.757,0.7956,0.7674,0.7894,0.7638,0.7638,1.6566,1.5044,1.5794,1.5588,1.5798,1.5522,1.5668,1.569,1.5602,0.4526,0.4148,0.4454,0.4356,0.4502,0.4368,0.4452,0.4018,0.4208,0.896,1.018,0.9084,1.0074,0.9594,0.9922,0.974,0.9846,0.9696,1.3194,1.224,1.3038,1.2894,1.2982,1.2954,1.2944,1.2458,1.266
4/13/26,NYY,LAA,0.6968,0.5646,0.6508,0.6018,0.6374,0.6132,0.6114,0.6092,0.639,1.0494,1.045,1.0616,1.0628,1.0678,1.0524,1.0494,1.0688,1.037,1.7066,1.4408,1.5902,1.5192,1.5782,1.5634,1.5476,1.5386,1.577,0.5196,0.5122,0.5496,0.5262,0.534,0.4908,0.4968,0.528,0.5092,1.1824,1.2162,1.1756,1.2204,1.1776,1.2072,1.1794,1.1976,1.203,1.4528,1.3274,1.4284,1.3768,1.4056,1.3432,1.3768,1.3946,1.3632
4/13/26,MIN,BOS,0.4382,0.3782,0.426,0.4208,0.419,0.4124,0.4028,0.3864,0.4216,1.1398,1.2254,1.2174,1.1822,1.2486,1.1942,1.238,1.2194,1.2106,1.3152,1.179,1.248,1.2542,1.2704,1.2372,1.214,1.2226,1.2722,0.467,0.4558,0.4862,0.4786,0.4598,0.4674,0.4918,0.4824,0.4714,0.8728,0.9782,0.8946,0.9364,0.9126,0.941,0.9202,0.9032,0.9302,1.3018,1.2712,1.328,1.3272,1.2798,1.2894,1.3368,1.3082,1.3068
4/13/26,LAD,NYM,0.7202,0.6102,0.6612,0.6454,0.6326,0.646,0.6016,0.6458,0.6552,0.8934,0.8328,0.8376,0.8434,0.8272,0.8272,0.8266,0.832,0.8218,1.77,1.6382,1.7096,1.667,1.652,1.6536,1.6226,1.6698,1.6796,0.5898,0.5738,0.5616,0.5636,0.5752,0.5638,0.5466,0.5672,0.5682,0.8764,0.8514,0.8684,0.867,0.8508,0.8704,0.847,0.8684,0.8452,1.4426,1.4124,1.3986,1.4102,1.4064,1.3874,1.3924,1.4198,1.412
4/13/26,BAL,AZ,0.6684,0.5596,0.6388,0.5804,0.6252,0.598,0.579,0.613,0.607,0.9366,0.9784,0.9704,0.9726,0.9754,0.9506,0.9786,0.9778,0.9528,1.5134,1.3694,1.454,1.3926,1.445,1.3904,1.4012,1.3992,1.4048,0.5894,0.4732,0.5286,0.5182,0.5224,0.4864,0.5076,0.4918,0.5034,0.8002,0.7622,0.8322,0.7742,0.8244,0.7854,0.8064,0.7956,0.7892,1.4614,1.266,1.3602,1.3176,1.3276,1.2884,1.3048,1.3102,1.3154
4/13/26,ATL,MIA,0.7936,0.6262,0.6826,0.6034,0.6524,0.6276,0.6724,0.6796,0.6452,1.107,0.9414,1.0142,0.9654,1.004,0.9872,1.0058,0.9916,1.0206,1.735,1.4982,1.5584,1.4786,1.5592,1.5098,1.5506,1.5542,1.537,0.5126,0.4886,0.4822,0.5046,0.5324,0.5092,0.5048,0.5056,0.495,0.8002,1.0304,0.888,0.9848,0.9414,0.9642,0.943,0.983,0.9508,1.5216,1.4366,1.4474,1.5092,1.5052,1.495,1.4878,1.4802,1.457
4/13/26,ATH,TEX,0.5586,0.5144,0.5206,0.5164,0.518,0.5226,0.506,0.5468,0.53,1.0012,0.8712,1.0062,0.8734,0.9888,0.9004,0.9658,0.9354,0.9688,1.386,1.4004,1.3616,1.388,1.3636,1.3778,1.3592,1.3838,1.3946,0.6302,0.5176,0.6046,0.5656,0.5876,0.5574,0.558,0.6004,0.5572,0.9624,0.9462,0.9508,0.9322,0.935,0.9408,0.9208,0.9234,0.9546,1.606,1.4342,1.5586,1.509,1.4968,1.4774,1.4918,1.531,1.4824
4/15/26,STL,CLE,0.5978,0.4514,0.496,0.4946,0.4804,0.496,0.5184,0.5032,0.486,0.7736,0.8112,0.7806,0.8478,0.7884,0.8276,0.7906,0.7928,0.784,1.4902,1.2964,1.3496,1.318,1.3088,1.3122,1.3514,1.34,1.3218,0.5152,0.4422,0.4782,0.4334,0.4918,0.4732,0.4662,0.4388,0.4562,0.6644,0.8824,0.7182,0.8494,0.7706,0.815,0.7856,0.8086,0.8038,1.5464,1.3864,1.4936,1.4034,1.4828,1.4378,1.4472,1.4286,1.4378
4/15/26,SD,SEA,0.5352,0.515,0.5126,0.4876,0.5296,0.4864,0.4942,0.5106,0.505,0.8988,0.8478,0.8854,0.8468,0.8372,0.8448,0.8462,0.8484,0.85,1.427,1.3936,1.3894,1.3728,1.4214,1.3652,1.3756,1.3888,1.3632,0.7182,0.6426,0.6658,0.6522,0.6724,0.6692,0.6492,0.633,0.6244,0.7536,0.8348,0.8108,0.7942,0.8188,0.815,0.8102,0.8254,0.7998,1.7386,1.683,1.6892,1.6778,1.672,1.6936,1.677,1.6584,1.6508
4/15/26,PIT,WSH,0.671,0.6154,0.6512,0.6136,0.6012,0.612,0.6338,0.595,0.6276,0.9684,0.8358,0.909,0.8756,0.8706,0.8794,0.8942,0.8706,0.8854,1.6322,1.5474,1.5708,1.5774,1.554,1.565,1.5824,1.5294,1.551,0.4592,0.4216,0.4284,0.4186,0.4296,0.4178,0.4098,0.4114,0.4248,1.1732,0.9972,1.052,1.0444,1.0088,1.0372,1.0264,1.0492,1.0296,1.379,1.318,1.3198,1.303,1.315,1.28,1.2842,1.2588,1.3002
4/15/26,NYY,LAA,0.9126,0.742,0.852,0.8054,0.7988,0.7998,0.8408,0.8486,0.8404,0.7822,0.8252,0.7884,0.7952,0.7916,0.8102,0.8056,0.7992,0.7972,2.0166,1.7656,1.8924,1.8356,1.8418,1.8222,1.8832,1.87,1.8904,0.834,0.6972,0.7578,0.7058,0.7432,0.737,0.7658,0.7388,0.7506,1.1302,1.1712,1.12,1.1284,1.1508,1.1396,1.1288,1.13,1.1216,1.8722,1.62,1.7532,1.6432,1.7378,1.709,1.7354,1.6944,1.7136
4/15/26,MIN,BOS,0.5782,0.5226,0.53,0.5096,0.5342,0.5474,0.5424,0.5368,0.5416,0.9104,1.0366,0.971,0.9954,1.0126,0.9986,0.9986,0.988,0.9944,1.6052,1.4582,1.5322,1.5122,1.5006,1.5238,1.5198,1.5266,1.5148,0.496,0.4832,0.4808,0.4802,0.4948,0.4782,0.4892,0.4856,0.495,0.814,0.8528,0.8024,0.8248,0.7954,0.8318,0.8108,0.8232,0.8018,1.4252,1.3866,1.388,1.4102,1.399,1.3726,1.4038,1.404,1.3964
4/15/26,MIL,TOR,0.492,0.4434,0.4738,0.471,0.454,0.4846,0.4596,0.4454,0.4274,1.1588,1.3784,1.2048,1.31,1.2452,1.316,1.2764,1.309,1.265,1.5014,1.379,1.4656,1.423,1.4186,1.4286,1.4378,1.3952,1.37,0.5562,0.4648,0.506,0.4948,0.5236,0.4936,0.4978,0.5028,0.5072,0.8108,0.781,0.858,0.8004,0.8436,0.8212,0.8456,0.8468,0.825,1.4856,1.3094,1.3822,1.3618,1.3966,1.3824,1.3806,1.3704,1.3838
4/15/26,LAD,NYM,0.6514,0.5548,0.6028,0.5752,0.5936,0.5842,0.6152,0.5854,0.5608,0.8322,0.9782,0.8892,0.9622,0.936,0.9274,0.9514,0.9398,0.9142,1.6696,1.5322,1.5898,1.5352,1.59,1.56,1.591,1.562,1.5242,0.5514,0.4898,0.523,0.5228,0.513,0.5396,0.5174,0.5088,0.5486,1.2524,1.2706,1.289,1.2656,1.267,1.2764,1.2762,1.2828,1.2816,1.4512,1.354,1.365,1.4298,1.361,1.4344,1.3786,1.385,1.4252
4/15/26,HOU,COL,0.808,0.641,0.7518,0.693,0.7146,0.6718,0.699,0.7302,0.7018,0.5886,0.685,0.652,0.6714,0.6724,0.6544,0.6636,0.6554,0.6502,1.8816,1.6396,1.8012,1.6804,1.7302,1.7312,1.7396,1.7584,1.7324,0.5344,0.5136,0.5472,0.5096,0.5406,0.4972,0.55,0.52,0.5048,1.168,1.0784,1.1402,1.095,1.1158,1.0984,1.136,1.0892,1.112,1.4478,1.4682,1.4656,1.457,1.4582,1.4418,1.4848,1.4492,1.43
4/15/26,DET,KC,0.5642,0.4786,0.5048,0.5226,0.5042,0.518,0.5326,0.5256,0.5332,0.81,0.9208,0.8576,0.9022,0.8744,0.9092,0.8546,0.8954,0.8924,1.5194,1.355,1.4058,1.3946,1.4146,1.4434,1.4348,1.4454,1.4446,0.5478,0.4508,0.4822,0.4852,0.4864,0.5,0.4868,0.4744,0.4866,0.9336,1.0982,1.0002,1.0648,0.9944,1.0508,1.0416,1.0102,1.0044,1.4646,1.2744,1.3764,1.3668,1.384,1.3904,1.3808,1.3552,1.3874
4/15/26,CIN,SF,0.5634,0.539,0.5722,0.5792,0.545,0.5714,0.5348,0.556,0.5592,0.9784,1.0258,0.9748,1.0404,1.0096,1.041,1.0098,1.0156,1.0084,1.4248,1.3604,1.4516,1.4344,1.394,1.4206,1.3974,1.3824,1.4184,0.6566,0.55,0.5934,0.586,0.5978,0.5628,0.5736,0.578,0.6024,0.6798,0.6862,0.6668,0.6644,0.656,0.6822,0.6624,0.6788,0.6662,1.5712,1.4262,1.501,1.4808,1.4816,1.446,1.4808,1.485,1.491
4/15/26,CWS,TB,0.5728,0.4442,0.5154,0.5042,0.5152,0.502,0.5136,0.4982,0.4966,0.9678,0.7986,0.8972,0.8652,0.8866,0.851,0.8614,0.879,0.8688,1.5018,1.3492,1.4252,1.4542,1.4476,1.43,1.4438,1.4328,1.3978,0.5894,0.497,0.552,0.5138,0.4872,0.5258,0.5118,0.544,0.5222,0.8114,0.8888,0.8756,0.9294,0.9036,0.888,0.8898,0.9046,0.9136,1.6446,1.5046,1.5488,1.5276,1.4808,1.546,1.5162,1.5622,1.5274
4/15/26,ATL,MIA,0.8608,0.6794,0.7252,0.6906,0.748,0.7348,0.7286,0.7428,0.7338,0.8252,0.6982,0.7726,0.7332,0.7426,0.7526,0.7436,0.7534,0.7388,1.6928,1.4902,1.5546,1.5142,1.5636,1.5606,1.5472,1.5664,1.5556,0.4744,0.438,0.4652,0.4514,0.4356,0.4398,0.4504,0.4642,0.4502,0.7192,1.0078,0.7956,0.9128,0.8572,0.8796,0.8654,0.8596,0.8652,1.4264,1.3004,1.3694,1.3436,1.3108,1.3358,1.353,1.3784,1.344
4/16/26,SD,SEA,0.559,0.5556,0.5712,0.5576,0.564,0.5818,0.5378,0.5346,0.531,0.9618,0.846,0.9514,0.8668,0.9036,0.8956,0.8874,0.8758,0.9056,1.459,1.4574,1.4608,1.4536,1.4626,1.4664,1.4138,1.4412,1.4464,0.6986,0.6324,0.6632,0.6606,0.661,0.6592,0.6628,0.6422,0.6462,0.9152,0.9354,0.9048,0.9508,0.8874,0.9128,0.9032,0.9198,0.8986,1.7542,1.66,1.7036,1.7152,1.698,1.6712,1.6898,1.6718,1.6666
4/16/26,PIT,WSH,0.4884,0.433,0.4734,0.4496,0.4624,0.4294,0.4326,0.4356,0.4616,0.9948,1.0792,1.0414,1.0546,1.0532,1.0756,1.0412,1.0582,1.0562,1.4544,1.3678,1.413,1.3704,1.3792,1.3586,1.3686,1.3626,1.4064,0.3962,0.3436,0.369,0.357,0.3358,0.3626,0.3678,0.362,0.3482,1.0192,0.7934,0.9298,0.8764,0.9112,0.9,0.9276,0.9144,0.8968,1.245,1.2122,1.2474,1.2258,1.194,1.2326,1.2428,1.2384,1.2154
4/16/26,NYY,LAA,0.7676,0.6274,0.7228,0.67,0.6976,0.6758,0.6862,0.6894,0.6742,0.8518,0.8144,0.8132,0.8172,0.8224,0.8166,0.83,0.8378,0.8452,1.7554,1.5244,1.6914,1.611,1.6394,1.6234,1.6372,1.6424,1.6062,0.4956,0.3914,0.4784,0.4004,0.4618,0.4154,0.4306,0.4362,0.4162,1.1228,0.9974,1.126,1.018,1.099,1.076,1.0714,1.0652,1.0826,1.3718,1.269,1.3194,1.2722,1.3124,1.2852,1.301,1.3342,1.2696
4/16/26,MIL,TOR,0.583,0.468,0.5474,0.47,0.514,0.5212,0.4924,0.525,0.5348,0.8004,0.8494,0.7962,0.8406,0.8276,0.8462,0.8304,0.8446,0.8436,1.6036,1.3678,1.5124,1.3934,1.4598,1.4566,1.4058,1.4484,1.471,0.593,0.4826,0.5564,0.5276,0.5222,0.539,0.5288,0.5294,0.551,0.9362,0.8026,0.8794,0.8212,0.8568,0.8302,0.8546,0.8544,0.837,1.582,1.4098,1.4896,1.4768,1.4554,1.4804,1.45,1.4848,1.4936
4/16/26,HOU,COL,0.7308,0.6218,0.6942,0.6674,0.666,0.6164,0.6646,0.6226,0.6242,1.0142,1.17,1.0606,1.1234,1.0762,1.0998,1.1068,1.1114,1.0968,1.8514,1.6068,1.7652,1.7006,1.731,1.6562,1.6942,1.6776,1.6442,0.576,0.5138,0.5634,0.5462,0.5242,0.5328,0.5624,0.542,0.5386,1.0078,1.073,1.0272,1.034,1.0136,1.0424,1.03,1.0252,1.034,1.4804,1.3866,1.447,1.415,1.4098,1.4052,1.4324,1.4048,1.392
